code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,25334_date,25334_score,25335_date,25335_score,25336_date,25336_score,25337_date,25337_score,25338_date,25338_score,25339_date,25339_score,25340_date,25340_score,25341_date,25341_score,25342_date,25342_score,25343_date,25343_score,25344_date,25344_score,25345_date,25345_score,25346_date,25346_score,25347_date,25347_score,clicks_externalquiz,clicks_forumng,clicks_glossary,clicks_homepage,clicks_oucontent,clicks_ouelluminate,clicks_ouwiki,clicks_page,clicks_resource,clicks_subpage,clicks_url
DDD,2013B,534777,M,London Region,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn,-24.0,27.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.0,93.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
DDD,2013B,534910,M,South West Region,Lower Than A Level,10-20,0-35,0,90,N,Pass,-95.0,NA,23.0,79.0,53.0,74.0,81.0,76.0,116.0,72.0,151.0,74.0,200.0,63.0,229.0,64.0,25.0,60.0,54.0,83.0,81.0,78.0,117.0,85.0,152.0,76.0,173.0,69.0,NA,NA,11.0,129.0,0.0,194.0,153.0,1.0,29.0,1.0,51.0,165.0,43.0
DDD,2013B,535169,F,London Region,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn,-58.0,-15.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DDD,2013B,535215,M,North Region,Lower Than A Level,NA,35-55,0,90,N,Pass,-29.0,NA,17.0,61.0,51.0,60.0,72.0,79.0,115.0,75.0,148.0,67.0,190.0,52.0,231.0,60.0,25.0,60.0,54.0,61.0,81.0,81.0,117.0,73.0,152.0,81.0,173.0,69.0,209.0,67.0,26.0,610.0,15.0,838.0,509.0,21.0,181.0,4.0,224.0,714.0,105.0
DDD,2013B,535424,M,Ireland,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,-36.0,NA,25.0,55.0,53.0,58.0,88.0,80.0,117.0,64.0,153.0,31.0,NA,NA,NA,NA,25.0,43.0,54.0,72.0,NA,NA,NA,NA,152.0,67.0,173.0,61.0,NA,NA,7.0,320.0,0.0,255.0,202.0,14.0,88.0,1.0,51.0,118.0,26.0
DDD,2013B,535463,M,West Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,-34.0,147.0,23.0,63.0,51.0,70.0,80.0,59.0,119.0,72.0,NA,NA,NA,NA,NA,NA,25.0,77.0,54.0,78.0,81.0,81.0,117.0,77.0,NA,NA,NA,NA,NA,NA,39.0,228.0,2.0,310.0,252.0,6.0,16.0,0.0,40.0,151.0,43.0
DDD,2013B,535486,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-85.0,41.0,25.0,51.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,29.0,0.0,20.0,32.0,0.0,2.0,1.0,11.0,31.0,14.0
DDD,2013B,535620,M,South West Region,Lower Than A Level,50-60%,0-35,0,90,N,Fail,-29.0,NA,22.0,53.0,53.0,51.0,84.0,37.0,116.0,38.0,NA,NA,NA,NA,NA,NA,25.0,63.0,54.0,83.0,81.0,31.0,117.0,67.0,NA,NA,NA,NA,NA,NA,15.0,33.0,0.0,107.0,79.0,1.0,56.0,0.0,40.0,58.0,10.0
DDD,2013B,535707,F,Ireland,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,-16.0,116.0,25.0,17.0,59.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.0,43.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.0,80.0,0.0,172.0,120.0,6.0,7.0,1.0,83.0,243.0,97.0
DDD,2013B,535747,F,Scotland,HE Qualification,40-50%,35-55,0,60,N,Withdrawn,-107.0,26.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,7.0,0.0,21.0,1.0,0.0,0.0,3.0,3.0,14.0,14.0
DDD,2013B,535789,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,-73.0,27.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,8.0,0.0,0.0,0.0,1.0,3.0,5.0,6.0
DDD,2013B,535799,F,South West Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,-22.0,NA,24.0,83.0,61.0,89.0,87.0,93.0,116.0,93.0,151.0,94.0,NA,NA,231.0,60.0,25.0,90.0,54.0,89.0,81.0,69.0,117.0,97.0,152.0,93.0,173.0,92.0,209.0,68.0,20.0,619.0,1.0,257.0,64.0,35.0,153.0,2.0,113.0,595.0,77.0
DDD,2013B,535831,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-92.0,NA,9.0,90.0,45.0,88.0,74.0,89.0,109.0,90.0,145.0,92.0,197.0,84.0,230.0,60.0,25.0,80.0,54.0,81.0,81.0,92.0,117.0,88.0,152.0,96.0,173.0,75.0,209.0,95.0,66.0,436.0,475.0,1101.0,46.0,31.0,195.0,1.0,134.0,934.0,114.0
DDD,2013B,535986,F,North Region,No Formal quals,NA,0-35,0,70,N,Distinction,-11.0,NA,22.0,64.0,52.0,80.0,80.0,88.0,115.0,94.0,151.0,95.0,200.0,81.0,231.0,80.0,25.0,67.0,54.0,86.0,81.0,92.0,117.0,98.0,152.0,96.0,173.0,64.0,209.0,89.0,43.0,931.0,0.0,1061.0,544.0,61.0,240.0,1.0,115.0,229.0,38.0
DDD,2013B,536032,M,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-107.0,NA,23.0,72.0,53.0,87.0,81.0,93.0,116.0,84.0,151.0,72.0,NA,NA,229.0,49.0,25.0,80.0,54.0,94.0,81.0,81.0,117.0,82.0,152.0,80.0,173.0,61.0,209.0,73.0,8.0,118.0,0.0,125.0,116.0,2.0,13.0,0.0,34.0,31.0,30.0
DDD,2013B,536145,M,South Region,Lower Than A Level,60-70%,0-35,0,90,Y,Withdrawn,-72.0,37.0,23.0,52.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.0,63.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0,12.0,0.0,38.0,12.0,1.0,0.0,1.0,16.0,68.0,20.0
DDD,2013B,536170,M,North Western Region,HE Qualification,90-100%,35-55,0,60,N,Distinction,-98.0,NA,19.0,91.0,51.0,94.0,77.0,96.0,111.0,99.0,150.0,89.0,198.0,81.0,230.0,87.0,25.0,100.0,54.0,100.0,81.0,100.0,117.0,100.0,152.0,98.0,173.0,89.0,209.0,97.0,69.0,1158.0,38.0,1500.0,74.0,82.0,180.0,7.0,226.0,1080.0,168.0
DDD,2013B,536210,M,Ireland,Lower Than A Level,0-10%,0-35,0,120,Y,Withdrawn,-28.0,100.0,25.0,68.0,53.0,68.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.0,43.0,54.0,61.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0,170.0,0.0,234.0,88.0,15.0,50.0,1.0,56.0,161.0,86.0
DDD,2013B,536261,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-96.0,NA,18.0,83.0,79.0,82.0,80.0,84.0,101.0,93.0,158.0,86.0,200.0,87.0,229.0,73.0,25.0,83.0,54.0,97.0,81.0,86.0,117.0,87.0,152.0,87.0,173.0,92.0,209.0,88.0,24.0,98.0,0.0,213.0,105.0,2.0,88.0,2.0,47.0,133.0,56.0
DDD,2013B,536536,M,North Region,Lower Than A Level,NA,0-35,0,60,N,Pass,-93.0,NA,25.0,82.0,53.0,32.0,81.0,37.0,143.0,43.0,150.0,57.0,200.0,14.0,233.0,47.0,25.0,73.0,54.0,56.0,81.0,75.0,117.0,77.0,152.0,85.0,179.0,0.0,209.0,59.0,22.0,97.0,0.0,136.0,178.0,5.0,37.0,0.0,36.0,113.0,39.0
DDD,2013B,536696,F,Scotland,A Level or Equivalent,70-80%,35-55,0,60,N,Fail,-67.0,NA,25.0,59.0,66.0,63.0,92.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,25.0,17.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,160.0,0.0,139.0,146.0,11.0,42.0,3.0,69.0,149.0,41.0
DDD,2013B,536926,M,Scotland,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-93.0,NA,6.0,78.0,52.0,86.0,80.0,87.0,116.0,74.0,151.0,76.0,200.0,59.0,231.0,73.0,25.0,83.0,54.0,97.0,88.0,78.0,117.0,90.0,152.0,91.0,173.0,94.0,209.0,84.0,30.0,328.0,0.0,579.0,357.0,60.0,42.0,2.0,99.0,304.0,73.0
DDD,2013B,536999,M,North Region,Lower Than A Level,NA,35-55,0,60,Y,Withdrawn,-89.0,110.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0
DDD,2013B,537138,M,Ireland,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-96.0,NA,24.0,78.0,52.0,73.0,88.0,70.0,122.0,83.0,151.0,46.0,NA,NA,230.0,67.0,25.0,70.0,54.0,83.0,81.0,83.0,117.0,88.0,152.0,85.0,173.0,47.0,209.0,61.0,61.0,547.0,0.0,460.0,138.0,0.0,106.0,1.0,82.0,624.0,51.0
DDD,2013B,537139,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-83.0,NA,24.0,23.0,49.0,52.0,78.0,56.0,115.0,29.0,150.0,53.0,199.0,42.0,230.0,42.0,25.0,40.0,54.0,58.0,81.0,47.0,117.0,62.0,152.0,54.0,173.0,44.0,209.0,41.0,10.0,136.0,0.0,201.0,103.0,9.0,57.0,1.0,38.0,90.0,27.0
DDD,2013B,537452,M,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,-42.0,NA,24.0,71.0,NA,NA,82.0,74.0,116.0,67.0,NA,NA,NA,NA,NA,NA,25.0,37.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,86.0,0.0,50.0,58.0,0.0,9.0,0.0,19.0,41.0,6.0
DDD,2013B,537603,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,-95.0,NA,24.0,69.0,54.0,66.0,81.0,95.0,116.0,64.0,151.0,72.0,205.0,44.0,230.0,58.0,25.0,50.0,54.0,86.0,81.0,64.0,117.0,72.0,152.0,83.0,173.0,50.0,NA,NA,18.0,527.0,1.0,416.0,419.0,3.0,116.0,0.0,100.0,305.0,72.0
DDD,2013B,537621,M,North Western Region,A Level or Equivalent,60-70%,35-55,0,60,N,Fail,-107.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,18.0,7.0,0.0,0.0,1.0,12.0,29.0,8.0
DDD,2013B,537622,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,Y,Pass,-86.0,NA,15.0,90.0,48.0,92.0,76.0,96.0,115.0,98.0,148.0,90.0,200.0,78.0,230.0,60.0,25.0,97.0,54.0,97.0,81.0,100.0,117.0,98.0,152.0,98.0,173.0,94.0,209.0,91.0,32.0,1110.0,0.0,762.0,447.0,0.0,124.0,0.0,100.0,520.0,49.0
DDD,2013B,537652,F,South Region,Lower Than A Level,70-80%,35-55,0,60,N,Withdrawn,-96.0,73.0,20.0,61.0,51.0,65.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.0,50.0,54.0,69.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,191.0,3.0,156.0,61.0,3.0,24.0,1.0,35.0,149.0,84.0
DDD,2013B,537658,F,Wales,Lower Than A Level,20-30%,0-35,0,60,N,Pass,-116.0,NA,25.0,84.0,52.0,88.0,87.0,55.0,123.0,74.0,NA,NA,NA,NA,229.0,58.0,25.0,63.0,54.0,89.0,81.0,78.0,117.0,55.0,NA,NA,173.0,67.0,NA,NA,35.0,95.0,0.0,278.0,224.0,5.0,36.0,0.0,69.0,180.0,27.0
DDD,2013B,537868,F,London Region,HE Qualification,70-80%,0-35,0,60,N,Fail,-68.0,NA,24.0,77.0,53.0,62.0,81.0,73.0,116.0,69.0,151.0,68.0,NA,NA,229.0,29.0,25.0,60.0,54.0,83.0,81.0,69.0,117.0,65.0,152.0,87.0,173.0,56.0,209.0,41.0,23.0,434.0,0.0,885.0,384.0,8.0,161.0,5.0,114.0,295.0,137.0
DDD,2013B,537926,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,-53.0,NA,25.0,54.0,53.0,43.0,81.0,64.0,116.0,15.0,152.0,41.0,NA,NA,NA,NA,NA,NA,54.0,67.0,81.0,39.0,117.0,48.0,152.0,52.0,173.0,19.0,209.0,8.0,8.0,145.0,0.0,231.0,237.0,2.0,9.0,2.0,71.0,155.0,27.0
DDD,2013B,538069,M,London Region,A Level or Equivalent,90-100%,35-55,0,60,N,Withdrawn,-77.0,146.0,NA,NA,52.0,9.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,0.0,0.0,18.0,63.0,0.0,0.0,1.0,7.0,19.0,15.0
DDD,2013B,538131,M,North Region,HE Qualification,NA,55<=,0,60,N,Withdrawn,-79.0,50.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.0,100.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0,4.0,0.0,73.0,32.0,0.0,0.0,3.0,58.0,141.0,44.0
DDD,2013B,538211,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail,-74.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,29.0,0.0,49.0,10.0,0.0,0.0,1.0,3.0,21.0,26.0
DDD,2013B,538232,F,East Midlands Region,Lower Than A Level,20-30%,35-55,0,120,N,Withdrawn,-89.0,96.0,28.0,58.0,53.0,34.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.0,60.0,54.0,58.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.0,18.0,0.0,85.0,109.0,0.0,0.0,2.0,22.0,36.0,14.0
DDD,2013B,538251,F,North Region,No Formal quals,NA,0-35,0,60,N,Distinction,-22.0,NA,25.0,92.0,52.0,97.0,81.0,88.0,130.0,93.0,163.0,74.0,199.0,78.0,233.0,87.0,25.0,100.0,54.0,100.0,81.0,97.0,117.0,98.0,152.0,96.0,173.0,94.0,209.0,97.0,26.0,521.0,0.0,358.0,120.0,54.0,154.0,1.0,129.0,357.0,70.0
DDD,2013B,538611,F,North Region,Lower Than A Level,NA,0-35,0,60,N,Fail,-82.0,NA,25.0,85.0,52.0,80.0,79.0,98.0,116.0,87.0,NA,NA,NA,NA,241.0,51.0,25.0,87.0,54.0,86.0,81.0,69.0,117.0,87.0,152.0,87.0,NA,NA,NA,NA,22.0,187.0,5.0,289.0,44.0,24.0,50.0,3.0,86.0,291.0,32.0
DDD,2013B,538701,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-30.0,NA,22.0,73.0,52.0,67.0,80.0,89.0,115.0,71.0,150.0,69.0,199.0,49.0,231.0,56.0,25.0,60.0,54.0,69.0,81.0,78.0,117.0,85.0,152.0,93.0,173.0,83.0,209.0,71.0,8.0,209.0,0.0,278.0,144.0,4.0,96.0,0.0,44.0,124.0,26.0
DDD,2013B,539035,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,-23.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,9.0,0.0,17.0,16.0,0.0,0.0,0.0,5.0,10.0,6.0
DDD,2013B,539043,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,-55.0,NA,25.0,72.0,59.0,73.0,81.0,44.0,115.0,67.0,NA,NA,NA,NA,NA,NA,25.0,67.0,54.0,94.0,81.0,75.0,117.0,80.0,NA,NA,NA,NA,NA,NA,5.0,5.0,0.0,46.0,94.0,0.0,0.0,0.0,19.0,19.0,2.0
DDD,2013B,539066,F,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-90.0,NA,25.0,51.0,60.0,59.0,81.0,58.0,NA,NA,151.0,58.0,200.0,35.0,231.0,33.0,25.0,53.0,54.0,56.0,81.0,44.0,117.0,48.0,152.0,44.0,173.0,31.0,209.0,31.0,13.0,183.0,3.0,213.0,41.0,9.0,58.0,1.0,59.0,124.0,30.0
DDD,2013B,539142,M,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,-50.0,NA,25.0,53.0,52.0,58.0,80.0,32.0,116.0,25.0,NA,NA,NA,NA,NA,NA,25.0,33.0,54.0,56.0,88.0,42.0,117.0,47.0,152.0,37.0,NA,NA,NA,NA,12.0,81.0,0.0,100.0,165.0,1.0,22.0,0.0,19.0,50.0,10.0
DDD,2013B,539186,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn,-85.0,107.0,25.0,58.0,53.0,48.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.0,33.0,54.0,64.0,81.0,28.0,NA,NA,NA,NA,NA,NA,NA,NA,4.0,29.0,3.0,119.0,84.0,6.0,3.0,1.0,35.0,73.0,22.0
DDD,2013B,539209,F,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,-48.0,NA,25.0,77.0,53.0,78.0,86.0,82.0,115.0,31.0,151.0,33.0,200.0,33.0,231.0,31.0,25.0,80.0,54.0,72.0,81.0,72.0,117.0,60.0,152.0,54.0,173.0,36.0,209.0,44.0,81.0,226.0,2.0,664.0,196.0,112.0,382.0,2.0,146.0,642.0,211.0
DDD,2013B,539224,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,-100.0,-53.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DDD,2013B,539262,M,Scotland,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,-87.0,49.0,24.0,75.0,53.0,69.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.0,60.0,54.0,89.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0,180.0,0.0,222.0,39.0,6.0,23.0,0.0,20.0,58.0,9.0
DDD,2013B,539302,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,-92.0,26.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DDD,2013B,539328,M,Ireland,A Level or Equivalent,0-10%,0-35,0,90,N,Pass,-101.0,NA,22.0,60.0,50.0,59.0,80.0,70.0,114.0,64.0,146.0,6.0,196.0,52.0,230.0,36.0,25.0,73.0,54.0,72.0,81.0,56.0,117.0,60.0,152.0,56.0,173.0,44.0,209.0,7.0,61.0,903.0,0.0,1824.0,556.0,32.0,73.0,0.0,112.0,254.0,180.0
DDD,2013B,539622,F,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-73.0,NA,23.0,97.0,51.0,89.0,79.0,93.0,113.0,95.0,150.0,93.0,179.0,83.0,229.0,62.0,25.0,90.0,54.0,94.0,81.0,86.0,117.0,80.0,152.0,93.0,173.0,78.0,209.0,92.0,18.0,352.0,18.0,503.0,235.0,5.0,127.0,1.0,94.0,342.0,98.0
DDD,2013B,539643,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,-68.0,NA,24.0,70.0,52.0,61.0,81.0,72.0,116.0,77.0,157.0,84.0,NA,NA,230.0,56.0,25.0,70.0,54.0,94.0,81.0,50.0,117.0,82.0,152.0,76.0,173.0,31.0,NA,NA,13.0,216.0,0.0,186.0,197.0,2.0,134.0,1.0,34.0,108.0,20.0
DDD,2013B,540207,F,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-18.0,NA,23.0,76.0,49.0,62.0,79.0,73.0,112.0,75.0,149.0,52.0,199.0,66.0,230.0,42.0,25.0,60.0,54.0,94.0,81.0,75.0,117.0,75.0,152.0,76.0,NA,NA,209.0,64.0,11.0,250.0,0.0,171.0,66.0,1.0,98.0,0.0,36.0,133.0,29.0
DDD,2013B,540298,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,Y,Fail,-48.0,NA,25.0,57.0,53.0,78.0,81.0,64.0,123.0,42.0,151.0,67.0,200.0,50.0,231.0,33.0,25.0,57.0,54.0,64.0,81.0,47.0,117.0,33.0,152.0,76.0,NA,NA,209.0,45.0,10.0,217.0,0.0,396.0,263.0,2.0,106.0,2.0,93.0,205.0,89.0
DDD,2013B,540310,M,South West Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,-36.0,NA,23.0,73.0,52.0,69.0,80.0,73.0,115.0,68.0,149.0,65.0,199.0,32.0,231.0,47.0,25.0,73.0,54.0,75.0,81.0,67.0,117.0,65.0,152.0,61.0,173.0,83.0,209.0,57.0,25.0,470.0,0.0,464.0,869.0,13.0,119.0,1.0,93.0,303.0,49.0
DDD,2013B,540422,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,-59.0,24.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,137.0,1.0,215.0,6.0,3.0,3.0,4.0,27.0,65.0,53.0
DDD,2013B,540530,F,North Western Region,Lower Than A Level,0-10%,35-55,0,120,N,Withdrawn,-46.0,65.0,23.0,56.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.0,50.0,54.0,69.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0,1.0,0.0,37.0,13.0,0.0,0.0,0.0,5.0,12.0,8.0
DDD,2013B,540547,M,South West Region,Lower Than A Level,90-100%,0-35,0,60,N,Fail,-66.0,NA,25.0,46.0,53.0,19.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.0,37.0,NA,NA,81.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,3.0,80.0,0.0,25.0,71.0,0.0,0.0,0.0,8.0,28.0,11.0
DDD,2013B,540568,M,North Region,A Level or Equivalent,40-50%,35-55,0,120,N,Withdrawn,-24.0,82.0,16.0,77.0,51.0,54.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.0,67.0,54.0,50.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.0,57.0,0.0,215.0,74.0,0.0,29.0,3.0,45.0,87.0,55.0
DDD,2013B,540592,F,Wales,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,-53.0,NA,25.0,75.0,53.0,86.0,81.0,77.0,116.0,55.0,NA,NA,NA,NA,230.0,33.0,25.0,87.0,54.0,81.0,81.0,86.0,117.0,73.0,152.0,69.0,173.0,64.0,209.0,72.0,50.0,465.0,68.0,674.0,68.0,17.0,108.0,5.0,276.0,1172.0,277.0
DDD,2013B,540605,M,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,-34.0,NA,25.0,48.0,53.0,60.0,80.0,25.0,116.0,54.0,151.0,44.0,200.0,73.0,229.0,42.0,25.0,43.0,54.0,67.0,81.0,53.0,117.0,55.0,152.0,72.0,173.0,72.0,209.0,57.0,39.0,220.0,0.0,691.0,609.0,4.0,208.0,0.0,196.0,228.0,155.0
DDD,2013B,540686,M,North Western Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,-89.0,NA,21.0,91.0,51.0,85.0,72.0,94.0,106.0,100.0,147.0,87.0,198.0,85.0,230.0,69.0,25.0,80.0,54.0,78.0,81.0,94.0,117.0,73.0,152.0,76.0,173.0,72.0,209.0,71.0,44.0,1815.0,5.0,1301.0,238.0,23.0,196.0,2.0,192.0,393.0,126.0
DDD,2013B,540694,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-53.0,NA,22.0,62.0,52.0,89.0,80.0,85.0,115.0,85.0,150.0,74.0,199.0,71.0,230.0,42.0,25.0,93.0,54.0,92.0,81.0,75.0,117.0,77.0,152.0,80.0,173.0,56.0,209.0,56.0,43.0,384.0,1.0,692.0,548.0,3.0,96.0,1.0,108.0,284.0,124.0
DDD,2013B,540758,F,South Region,Lower Than A Level,80-90%,0-35,0,90,N,Fail,-74.0,NA,24.0,28.0,53.0,57.0,81.0,41.0,123.0,33.0,151.0,40.0,207.0,55.0,229.0,40.0,25.0,33.0,54.0,33.0,81.0,42.0,117.0,33.0,152.0,52.0,173.0,50.0,209.0,15.0,14.0,470.0,0.0,312.0,249.0,23.0,102.0,4.0,150.0,332.0,91.0
DDD,2013B,540759,F,Yorkshire Region,No Formal quals,0-10%,0-35,0,60,N,Withdrawn,-27.0,73.0,21.0,40.0,59.0,18.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.0,23.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0,72.0,0.0,155.0,93.0,4.0,13.0,2.0,64.0,265.0,76.0
DDD,2013B,540848,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-25.0,NA,22.0,66.0,53.0,77.0,80.0,91.0,131.0,83.0,NA,NA,NA,NA,230.0,64.0,25.0,63.0,54.0,86.0,81.0,58.0,117.0,68.0,NA,NA,NA,NA,216.0,48.0,16.0,520.0,18.0,747.0,498.0,80.0,208.0,1.0,605.0,961.0,290.0
DDD,2013B,540920,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-52.0,103.0,34.0,45.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.0,10.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0,5.0,0.0,31.0,33.0,0.0,0.0,1.0,18.0,28.0,16.0
DDD,2013B,541202,M,South East Region,Lower Than A Level,70-80%,0-35,0,60,Y,Withdrawn,-94.0,174.0,NA,NA,53.0,53.0,85.0,82.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.0,94.0,81.0,67.0,NA,NA,NA,NA,NA,NA,NA,NA,4.0,80.0,0.0,41.0,64.0,7.0,29.0,0.0,15.0,22.0,6.0
