code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,34860_date,34860_score,34861_date,34861_score,34862_date,34862_score,34863_date,34863_score,34864_date,34864_score,34865_date,34865_score,34866_date,34866_score,34867_date,34867_score,34868_date,34868_score,34869_date,34869_score,34870_date,34870_score,34871_date,34871_score,clicks_dataplus,clicks_dualpane,clicks_forumng,clicks_glossary,clicks_homepage,clicks_oucontent,clicks_ouelluminate,clicks_ouwiki,clicks_page,clicks_questionnaire,clicks_quiz,clicks_resource,clicks_subpage,clicks_url
FFF,2013B,524377,F,South East Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Pass,-66.0,NA,20.0,84.0,44.0,76.0,89.0,63.0,166.0,51.0,166.0,75.0,187.0,89.0,187.0,80.0,198.0,79.0,201.0,77.0,208.0,63.0,207.0,66.0,203.0,70.0,0.0,3.0,191.0,0.0,279.0,955.0,22.0,7.0,6.0,0.0,1019.0,55.0,379.0,18.0
FFF,2013B,524431,F,South Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,-24.0,142.0,18.0,84.0,47.0,62.0,96.0,43.0,NA,NA,NA,NA,82.0,77.0,87.0,65.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,217.0,0.0,107.0,267.0,3.0,0.0,6.0,0.0,284.0,17.0,98.0,8.0
FFF,2013B,524466,M,South Region,A Level or Equivalent,70-80%,0-35,1,150,N,Pass,-141.0,NA,18.0,78.0,53.0,68.0,90.0,29.0,131.0,61.0,166.0,47.0,13.0,92.0,207.0,97.0,188.0,81.0,193.0,77.0,193.0,88.0,207.0,80.0,200.0,58.0,0.0,1.0,52.0,0.0,366.0,919.0,19.0,2.0,10.0,0.0,1133.0,43.0,310.0,27.0
FFF,2013B,524609,M,West Midlands Region,Lower Than A Level,10-20,35-55,1,120,N,Withdrawn,-136.0,-130.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2013B,524825,M,North Western Region,A Level or Equivalent,10-20,35-55,0,60,N,Pass,-82.0,NA,19.0,72.0,52.0,80.0,94.0,95.0,135.0,80.0,166.0,73.0,221.0,86.0,221.0,88.0,221.0,81.0,221.0,83.0,221.0,80.0,221.0,95.0,221.0,84.0,1.0,5.0,139.0,0.0,176.0,636.0,7.0,3.0,22.0,0.0,496.0,67.0,174.0,19.0
FFF,2013B,524984,F,East Midlands Region,Lower Than A Level,30-40%,0-35,0,120,N,Withdrawn,-146.0,42.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,9.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
FFF,2013B,525353,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Withdrawn,-156.0,-23.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2013B,525412,M,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-109.0,NA,18.0,80.0,46.0,74.0,89.0,68.0,138.0,67.0,173.0,65.0,216.0,85.0,216.0,85.0,216.0,73.0,216.0,77.0,216.0,77.0,216.0,69.0,216.0,72.0,0.0,8.0,418.0,0.0,468.0,1460.0,0.0,51.0,10.0,11.0,892.0,33.0,343.0,35.0
FFF,2013B,525469,M,North Region,Lower Than A Level,NA,0-35,1,120,N,Pass,-66.0,NA,19.0,86.0,47.0,56.0,89.0,60.0,137.0,68.0,166.0,57.0,61.0,89.0,125.0,96.0,220.0,83.0,220.0,77.0,222.0,74.0,223.0,83.0,223.0,75.0,0.0,0.0,52.0,0.0,155.0,458.0,2.0,5.0,4.0,0.0,525.0,33.0,122.0,8.0
FFF,2013B,525490,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Fail,-34.0,NA,16.0,82.0,46.0,66.0,88.0,42.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,5.0,250.0,0.0,386.0,1351.0,17.0,51.0,7.0,13.0,115.0,17.0,270.0,38.0
FFF,2013B,525512,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,1,120,N,Pass,-55.0,NA,18.0,90.0,46.0,94.0,88.0,91.0,130.0,81.0,164.0,92.0,19.0,98.0,27.0,95.0,59.0,90.0,143.0,89.0,209.0,86.0,209.0,82.0,209.0,81.0,0.0,0.0,283.0,0.0,263.0,579.0,53.0,2.0,4.0,3.0,1106.0,28.0,129.0,14.0
FFF,2013B,525557,M,East Midlands Region,Lower Than A Level,10-20,0-35,1,180,N,Fail,-123.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,3.0,0.0,19.0,26.0,1.0,0.0,3.0,0.0,0.0,6.0,21.0,0.0
FFF,2013B,525624,M,Yorkshire Region,HE Qualification,50-60%,0-35,0,120,N,Pass,-21.0,NA,14.0,78.0,47.0,74.0,85.0,87.0,138.0,78.0,166.0,85.0,184.0,86.0,184.0,96.0,199.0,83.0,199.0,88.0,199.0,81.0,199.0,85.0,199.0,77.0,5.0,2.0,210.0,1.0,480.0,2346.0,21.0,27.0,26.0,6.0,1053.0,97.0,375.0,34.0
FFF,2013B,525632,M,Ireland,A Level or Equivalent,NA,35-55,1,210,N,Pass,-113.0,NA,18.0,56.0,47.0,40.0,89.0,89.0,131.0,80.0,166.0,54.0,220.0,84.0,220.0,80.0,221.0,72.0,221.0,65.0,221.0,52.0,221.0,68.0,221.0,56.0,0.0,3.0,587.0,0.0,656.0,1200.0,27.0,33.0,16.0,7.0,798.0,46.0,322.0,31.0
FFF,2013B,525700,F,London Region,A Level or Equivalent,10-20,0-35,0,120,N,Distinction,-53.0,NA,14.0,96.0,38.0,92.0,77.0,87.0,116.0,93.0,173.0,92.0,33.0,88.0,33.0,98.0,74.0,95.0,101.0,93.0,143.0,97.0,189.0,97.0,188.0,91.0,27.0,8.0,270.0,0.0,491.0,3080.0,7.0,18.0,12.0,40.0,599.0,51.0,475.0,46.0
FFF,2013B,526060,M,London Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,-94.0,40.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,9.0,17.0,2.0,0.0,3.0,0.0,3.0,1.0,17.0,6.0
FFF,2013B,526151,M,Ireland,A Level or Equivalent,0-10%,0-35,1,150,N,Pass,-72.0,NA,18.0,82.0,46.0,70.0,89.0,86.0,142.0,80.0,165.0,81.0,202.0,89.0,202.0,97.0,202.0,82.0,202.0,86.0,202.0,91.0,202.0,91.0,202.0,88.0,3.0,3.0,286.0,0.0,250.0,1159.0,15.0,49.0,25.0,1.0,947.0,46.0,203.0,31.0
FFF,2013B,526303,M,Ireland,HE Qualification,NA,0-35,1,120,N,Withdrawn,-34.0,75.0,18.0,82.0,45.0,78.0,NA,NA,NA,NA,NA,NA,19.0,75.0,47.0,91.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,5.0,227.0,4.0,159.0,451.0,15.0,13.0,9.0,13.0,172.0,16.0,162.0,22.0
FFF,2013B,526356,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,1,150,N,Withdrawn,-153.0,7.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
FFF,2013B,526417,F,London Region,A Level or Equivalent,90-100%,0-35,0,60,N,Distinction,-21.0,NA,17.0,90.0,45.0,96.0,88.0,94.0,129.0,86.0,166.0,96.0,52.0,98.0,60.0,99.0,184.0,84.0,214.0,82.0,222.0,81.0,222.0,95.0,222.0,81.0,48.0,5.0,1595.0,0.0,1232.0,2495.0,1.0,30.0,15.0,39.0,1163.0,40.0,478.0,45.0
FFF,2013B,526420,M,East Midlands Region,Lower Than A Level,30-40%,0-35,0,120,N,Withdrawn,-106.0,-9.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2013B,526527,M,London Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,-59.0,NA,19.0,38.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,57.0,0.0,71.0,153.0,8.0,15.0,5.0,0.0,30.0,9.0,92.0,18.0
FFF,2013B,526549,M,South Region,A Level or Equivalent,70-80%,0-35,1,180,N,Pass,-73.0,NA,18.0,94.0,47.0,84.0,89.0,88.0,132.0,88.0,166.0,88.0,122.0,91.0,122.0,93.0,178.0,85.0,224.0,0.0,224.0,58.0,213.0,81.0,224.0,80.0,11.0,3.0,345.0,0.0,334.0,771.0,7.0,12.0,8.0,10.0,570.0,18.0,267.0,22.0
FFF,2013B,526551,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-86.0,NA,18.0,78.0,46.0,64.0,89.0,81.0,130.0,75.0,165.0,85.0,207.0,82.0,207.0,87.0,207.0,70.0,207.0,81.0,207.0,75.0,222.0,73.0,222.0,76.0,24.0,6.0,404.0,2.0,435.0,1813.0,9.0,43.0,21.0,19.0,782.0,28.0,395.0,41.0
FFF,2013B,526559,F,London Region,Lower Than A Level,10-20,0-35,1,180,N,Pass,-113.0,NA,19.0,68.0,47.0,70.0,95.0,55.0,131.0,60.0,169.0,62.0,207.0,72.0,224.0,81.0,224.0,61.0,207.0,73.0,217.0,74.0,220.0,71.0,220.0,74.0,0.0,1.0,225.0,46.0,385.0,1104.0,7.0,0.0,7.0,0.0,792.0,25.0,221.0,17.0
FFF,2013B,526589,M,East Anglian Region,Lower Than A Level,90-100%,35-55,1,120,N,Fail,-128.0,NA,19.0,88.0,47.0,82.0,89.0,71.0,131.0,79.0,165.0,88.0,48.0,77.0,144.0,86.0,168.0,69.0,164.0,78.0,164.0,62.0,220.0,46.0,220.0,69.0,11.0,2.0,257.0,0.0,234.0,1263.0,6.0,2.0,5.0,5.0,837.0,38.0,234.0,13.0
FFF,2013B,526761,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,-61.0,NA,19.0,76.0,47.0,74.0,89.0,33.0,145.0,43.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,395.0,0.0,235.0,342.0,3.0,8.0,5.0,0.0,5.0,19.0,227.0,24.0
FFF,2013B,526818,M,North Western Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,-36.0,NA,17.0,90.0,45.0,78.0,89.0,74.0,130.0,82.0,166.0,73.0,62.0,90.0,74.0,83.0,122.0,71.0,152.0,84.0,199.0,66.0,213.0,73.0,215.0,74.0,12.0,2.0,244.0,0.0,403.0,1335.0,7.0,14.0,7.0,15.0,1027.0,31.0,300.0,32.0
FFF,2013B,526819,M,London Region,A Level or Equivalent,10-20,0-35,1,150,N,Fail,-120.0,NA,18.0,44.0,46.0,28.0,89.0,49.0,131.0,40.0,166.0,50.0,220.0,74.0,220.0,70.0,220.0,57.0,220.0,78.0,220.0,77.0,220.0,47.0,220.0,65.0,0.0,3.0,125.0,0.0,157.0,821.0,14.0,2.0,2.0,0.0,661.0,29.0,211.0,15.0
FFF,2013B,526896,M,Wales,Lower Than A Level,50-60%,0-35,0,60,Y,Pass,-128.0,NA,21.0,80.0,46.0,60.0,88.0,63.0,131.0,69.0,165.0,85.0,59.0,84.0,59.0,87.0,95.0,90.0,143.0,70.0,171.0,90.0,209.0,86.0,223.0,83.0,25.0,10.0,243.0,0.0,505.0,1212.0,37.0,41.0,19.0,36.0,849.0,39.0,261.0,25.0
FFF,2013B,526927,M,Scotland,A Level or Equivalent,10-20,0-35,0,120,N,Pass,-53.0,NA,19.0,76.0,NA,NA,NA,NA,131.0,69.0,177.0,61.0,20.0,93.0,179.0,93.0,186.0,80.0,179.0,70.0,186.0,80.0,188.0,93.0,187.0,91.0,29.0,9.0,76.0,0.0,250.0,1229.0,2.0,7.0,21.0,22.0,478.0,33.0,257.0,34.0
FFF,2013B,526980,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail,-46.0,NA,19.0,60.0,47.0,64.0,89.0,56.0,131.0,60.0,NA,NA,167.0,77.0,222.0,76.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,158.0,3.0,144.0,523.0,4.0,0.0,17.0,0.0,218.0,19.0,189.0,12.0
FFF,2013B,527225,F,Ireland,HE Qualification,NA,0-35,0,120,N,Pass,-68.0,NA,17.0,90.0,45.0,84.0,88.0,77.0,130.0,57.0,172.0,65.0,180.0,81.0,180.0,83.0,181.0,67.0,186.0,61.0,187.0,54.0,196.0,73.0,187.0,85.0,5.0,9.0,256.0,0.0,379.0,1399.0,10.0,49.0,12.0,4.0,850.0,62.0,388.0,51.0
FFF,2013B,527505,M,South West Region,Lower Than A Level,50-60%,0-35,0,90,N,Withdrawn,-27.0,27.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,21.0,0.0,12.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,13.0,1.0
FFF,2013B,527601,F,West Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,-46.0,180.0,24.0,76.0,46.0,42.0,NA,NA,NA,NA,NA,NA,12.0,42.0,34.0,70.0,52.0,31.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,20.0,0.0,72.0,130.0,0.0,0.0,3.0,0.0,346.0,12.0,82.0,8.0
FFF,2013B,527622,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,-44.0,NA,18.0,100.0,47.0,82.0,87.0,94.0,130.0,81.0,165.0,82.0,23.0,87.0,32.0,93.0,128.0,82.0,158.0,93.0,160.0,93.0,164.0,94.0,161.0,83.0,0.0,1.0,510.0,0.0,685.0,1254.0,13.0,22.0,10.0,6.0,444.0,111.0,493.0,52.0
FFF,2013B,527685,M,South Region,Lower Than A Level,50-60%,0-35,1,120,Y,Fail,-18.0,NA,18.0,68.0,46.0,46.0,89.0,40.0,131.0,40.0,166.0,22.0,125.0,72.0,125.0,82.0,125.0,86.0,132.0,77.0,185.0,69.0,185.0,64.0,185.0,63.0,8.0,5.0,102.0,0.0,85.0,1331.0,1.0,21.0,7.0,12.0,701.0,33.0,201.0,20.0
FFF,2013B,527744,F,Wales,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,-15.0,131.0,18.0,84.0,46.0,96.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,2.0,402.0,0.0,114.0,962.0,36.0,90.0,15.0,8.0,0.0,11.0,176.0,25.0
FFF,2013B,527927,M,North Region,Lower Than A Level,NA,35-55,1,180,N,Withdrawn,-127.0,124.0,18.0,90.0,50.0,68.0,89.0,50.0,NA,NA,NA,NA,53.0,73.0,54.0,81.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,5.0,317.0,0.0,341.0,1353.0,29.0,189.0,15.0,13.0,428.0,45.0,286.0,31.0
FFF,2013B,527991,M,South East Region,A Level or Equivalent,80-90%,0-35,1,120,N,Fail,-25.0,NA,18.0,78.0,46.0,56.0,89.0,38.0,131.0,46.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,102.0,0.0,108.0,452.0,24.0,1.0,11.0,1.0,0.0,19.0,113.0,21.0
FFF,2013B,528071,M,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,60,Y,Withdrawn,-50.0,-1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,13.0,0.0,38.0,6.0,0.0,1.0,4.0,0.0,0.0,0.0,5.0,0.0
FFF,2013B,528075,M,London Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction,-21.0,NA,18.0,92.0,46.0,90.0,88.0,87.0,130.0,89.0,165.0,88.0,17.0,68.0,39.0,90.0,91.0,90.0,143.0,80.0,171.0,75.0,222.0,88.0,216.0,90.0,42.0,11.0,522.0,0.0,470.0,1519.0,26.0,38.0,10.0,37.0,558.0,24.0,229.0,29.0
FFF,2013B,528264,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,1,120,N,Withdrawn,-52.0,41.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,5.0,0.0,25.0,30.0,0.0,0.0,10.0,0.0,0.0,3.0,16.0,2.0
FFF,2013B,528270,F,South West Region,Lower Than A Level,70-80%,0-35,0,180,N,Withdrawn,-87.0,144.0,17.0,80.0,45.0,70.0,98.0,50.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,4.0,592.0,9.0,347.0,631.0,19.0,57.0,30.0,11.0,62.0,46.0,228.0,22.0
FFF,2013B,528302,M,North Region,Lower Than A Level,0-10%,0-35,0,90,N,Fail,-118.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,8.0,16.0,0.0,0.0,1.0,0.0,0.0,3.0,11.0,0.0
FFF,2013B,528351,M,North Western Region,A Level or Equivalent,40-50%,0-35,1,120,N,Distinction,-137.0,NA,16.0,98.0,46.0,94.0,88.0,97.0,131.0,86.0,170.0,98.0,124.0,99.0,171.0,95.0,171.0,83.0,171.0,50.0,171.0,67.0,172.0,62.0,172.0,54.0,15.0,11.0,432.0,0.0,545.0,2707.0,18.0,9.0,14.0,6.0,856.0,51.0,326.0,29.0
FFF,2013B,528424,M,Yorkshire Region,A Level or Equivalent,0-10%,35-55,0,60,N,Fail,-93.0,NA,19.0,80.0,47.0,72.0,109.0,20.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,250.0,0.0,185.0,162.0,27.0,18.0,9.0,0.0,102.0,18.0,153.0,27.0
FFF,2013B,528509,M,West Midlands Region,HE Qualification,60-70%,35-55,0,60,N,Fail,-93.0,NA,18.0,74.0,46.0,56.0,88.0,59.0,129.0,48.0,162.0,67.0,207.0,80.0,207.0,81.0,207.0,64.0,207.0,63.0,207.0,64.0,207.0,59.0,207.0,68.0,29.0,11.0,248.0,0.0,801.0,2378.0,44.0,35.0,22.0,32.0,959.0,81.0,575.0,47.0
FFF,2013B,528517,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-36.0,NA,17.0,74.0,46.0,74.0,88.0,91.0,130.0,83.0,164.0,83.0,24.0,82.0,202.0,83.0,202.0,75.0,202.0,76.0,203.0,81.0,203.0,82.0,203.0,83.0,26.0,6.0,267.0,0.0,329.0,1666.0,3.0,19.0,15.0,21.0,581.0,49.0,229.0,36.0
FFF,2013B,528662,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,-136.0,NA,18.0,80.0,45.0,80.0,89.0,94.0,130.0,83.0,NA,NA,131.0,68.0,130.0,88.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,9.0,224.0,0.0,408.0,1640.0,32.0,27.0,24.0,11.0,333.0,25.0,437.0,51.0
FFF,2013B,528713,M,London Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,-114.0,212.0,25.0,76.0,59.0,72.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,59.0,0.0,158.0,569.0,0.0,10.0,5.0,12.0,34.0,33.0,151.0,26.0
FFF,2013B,528734,M,South East Region,Lower Than A Level,60-70%,0-35,1,120,N,Pass,-2.0,NA,16.0,56.0,46.0,76.0,88.0,80.0,121.0,74.0,166.0,84.0,210.0,85.0,210.0,97.0,115.0,77.0,189.0,83.0,203.0,91.0,210.0,84.0,207.0,75.0,6.0,19.0,399.0,0.0,750.0,4549.0,30.0,43.0,41.0,23.0,849.0,68.0,658.0,63.0
FFF,2013B,528782,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-132.0,163.0,17.0,88.0,NA,NA,NA,NA,NA,NA,NA,NA,18.0,69.0,25.0,80.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,77.0,0.0,89.0,277.0,4.0,20.0,21.0,0.0,334.0,12.0,156.0,33.0
FFF,2013B,528879,M,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn,-150.0,-145.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2013B,528992,M,South Region,A Level or Equivalent,90-100%,0-35,0,90,N,Pass,-59.0,NA,17.0,76.0,46.0,70.0,86.0,78.0,127.0,81.0,164.0,96.0,35.0,86.0,35.0,99.0,89.0,83.0,126.0,87.0,202.0,88.0,202.0,89.0,202.0,88.0,24.0,8.0,523.0,7.0,436.0,1278.0,17.0,15.0,11.0,17.0,472.0,31.0,281.0,27.0
FFF,2013B,528996,F,North Western Region,No Formal quals,0-10%,0-35,0,120,N,Withdrawn,-30.0,24.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,20.0,0.0,8.0,5.0,0.0,2.0,1.0,0.0,0.0,0.0,7.0,0.0
FFF,2013B,529030,M,London Region,A Level or Equivalent,30-40%,0-35,1,120,N,Pass,-55.0,NA,16.0,100.0,47.0,82.0,89.0,73.0,131.0,90.0,165.0,84.0,40.0,87.0,193.0,97.0,201.0,90.0,201.0,80.0,201.0,71.0,202.0,73.0,202.0,86.0,0.0,1.0,451.0,0.0,268.0,520.0,7.0,39.0,15.0,3.0,545.0,32.0,131.0,26.0
FFF,2013B,529097,M,South West Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-100.0,NA,17.0,90.0,47.0,78.0,89.0,80.0,131.0,85.0,166.0,85.0,215.0,83.0,215.0,87.0,221.0,77.0,221.0,72.0,221.0,73.0,220.0,63.0,223.0,68.0,0.0,6.0,465.0,0.0,626.0,860.0,37.0,15.0,8.0,11.0,927.0,88.0,445.0,52.0
FFF,2013B,529175,M,North Western Region,Lower Than A Level,60-70%,35-55,0,60,N,Fail,-46.0,NA,17.0,82.0,46.0,78.0,88.0,76.0,130.0,75.0,166.0,71.0,74.0,77.0,74.0,96.0,136.0,78.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,5.0,199.0,0.0,310.0,1314.0,2.0,25.0,4.0,3.0,547.0,43.0,291.0,20.0
FFF,2013B,529240,M,Scotland,A Level or Equivalent,0-10%,0-35,1,120,N,Pass,-86.0,NA,19.0,82.0,47.0,84.0,89.0,83.0,130.0,82.0,166.0,90.0,33.0,87.0,95.0,84.0,185.0,84.0,185.0,79.0,185.0,89.0,221.0,76.0,221.0,72.0,20.0,5.0,742.0,0.0,914.0,2005.0,34.0,48.0,26.0,14.0,668.0,79.0,455.0,84.0
FFF,2013B,529277,M,North Western Region,A Level or Equivalent,0-10%,35-55,1,120,N,Withdrawn,-87.0,-21.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2013B,529297,M,West Midlands Region,HE Qualification,30-40%,0-35,0,60,N,Pass,-58.0,NA,4.0,72.0,48.0,80.0,88.0,73.0,131.0,75.0,NA,NA,-8.0,98.0,-8.0,96.0,115.0,91.0,137.0,82.0,220.0,90.0,220.0,92.0,220.0,92.0,0.0,2.0,261.0,0.0,239.0,663.0,2.0,0.0,1.0,12.0,504.0,24.0,106.0,7.0
FFF,2013B,529349,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,1,150,N,Distinction,-52.0,NA,14.0,86.0,48.0,88.0,86.0,93.0,129.0,95.0,165.0,94.0,215.0,94.0,215.0,92.0,215.0,87.0,215.0,91.0,174.0,98.0,220.0,85.0,213.0,92.0,33.0,25.0,346.0,0.0,628.0,5167.0,25.0,32.0,27.0,37.0,606.0,64.0,504.0,61.0
FFF,2013B,529366,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,150,N,Pass,-77.0,NA,18.0,84.0,47.0,78.0,88.0,75.0,130.0,75.0,164.0,77.0,32.0,75.0,220.0,90.0,222.0,81.0,222.0,76.0,222.0,89.0,222.0,81.0,222.0,74.0,19.0,16.0,649.0,0.0,404.0,2059.0,0.0,32.0,30.0,35.0,676.0,48.0,382.0,107.0
FFF,2013B,529381,M,London Region,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn,-114.0,85.0,22.0,80.0,43.0,66.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,457.0,1.0,320.0,528.0,6.0,10.0,14.0,2.0,115.0,29.0,292.0,23.0
FFF,2013B,529412,M,East Midlands Region,Lower Than A Level,80-90%,0-35,1,180,N,Fail,-16.0,NA,36.0,66.0,46.0,72.0,NA,NA,NA,NA,NA,NA,59.0,78.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,1.0,87.0,0.0,110.0,349.0,5.0,21.0,3.0,3.0,93.0,22.0,51.0,11.0
FFF,2013B,529486,M,East Midlands Region,Lower Than A Level,60-70%,35-55,0,90,N,Pass,-53.0,NA,17.0,94.0,46.0,68.0,87.0,71.0,130.0,79.0,165.0,75.0,33.0,75.0,63.0,86.0,196.0,63.0,196.0,69.0,196.0,75.0,221.0,48.0,196.0,81.0,0.0,10.0,518.0,1.0,536.0,1290.0,66.0,48.0,20.0,29.0,802.0,44.0,720.0,85.0
FFF,2013B,529493,M,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,Y,Pass,-135.0,NA,14.0,94.0,45.0,96.0,87.0,95.0,123.0,92.0,165.0,94.0,26.0,94.0,28.0,95.0,84.0,99.0,125.0,92.0,179.0,81.0,202.0,91.0,202.0,89.0,39.0,6.0,1041.0,0.0,575.0,2728.0,20.0,52.0,15.0,35.0,796.0,49.0,535.0,55.0
