code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,34886_date,34886_score,34887_date,34887_score,34888_date,34888_score,34889_date,34889_score,34890_date,34890_score,34891_date,34891_score,34892_date,34892_score,34893_date,34893_score,34894_date,34894_score,34895_date,34895_score,34896_date,34896_score,34897_date,34897_score,clicks_dataplus,clicks_dualpane,clicks_folder,clicks_forumng,clicks_glossary,clicks_homepage,clicks_oucollaborate,clicks_oucontent,clicks_ouwiki,clicks_page,clicks_questionnaire,clicks_quiz,clicks_resource,clicks_subpage,clicks_url
FFF,2014B,600702,M,London Region,A Level or Equivalent,10-20,0-35,0,60,Y,Pass,-8.0,NA,27.0,48.0,51.0,58.0,87.0,58.0,129.0,45.0,174.0,59.0,108.0,80.0,115.0,71.0,136.0,40.0,137.0,51.0,143.0,73.0,150.0,44.0,172.0,58.0,18.0,4.0,6.0,862.0,12.0,907.0,10.0,702.0,54.0,27.0,8.0,967.0,363.0,1015.0,249.0
FFF,2014B,600893,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,90,N,Withdrawn,-93.0,156.0,24.0,68.0,52.0,62.0,87.0,52.0,NA,NA,NA,NA,59.0,83.0,88.0,68.0,468.0,47.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,1.0,0.0,358.0,2.0,237.0,1.0,823.0,20.0,11.0,9.0,284.0,34.0,146.0,31.0
FFF,2014B,601155,M,Wales,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,-23.0,88.0,36.0,74.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,27.0,0.0,60.0,0.0,244.0,4.0,14.0,3.0,0.0,8.0,39.0,4.0
FFF,2014B,601266,M,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,90,N,Withdrawn,-43.0,180.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,51.0,0.0,63.0,0.0,42.0,6.0,10.0,0.0,0.0,13.0,17.0,8.0
FFF,2014B,601345,M,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,-46.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195.0,72.0,223.0,66.0,223.0,50.0,227.0,43.0,228.0,58.0,228.0,51.0,228.0,72.0,0.0,0.0,0.0,4.0,0.0,37.0,0.0,36.0,1.0,11.0,0.0,812.0,8.0,67.0,4.0
FFF,2014B,601375,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,120,N,Pass,-132.0,NA,19.0,82.0,50.0,76.0,85.0,81.0,125.0,81.0,170.0,89.0,52.0,91.0,34.0,99.0,167.0,87.0,172.0,92.0,175.0,84.0,227.0,91.0,226.0,89.0,3.0,0.0,6.0,282.0,5.0,369.0,0.0,1739.0,28.0,9.0,12.0,627.0,24.0,383.0,25.0
FFF,2014B,601435,M,London Region,Lower Than A Level,10-20,0-35,1,180,N,Withdrawn,-134.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,9.0,0.0,12.0,0.0,1.0,0.0,33.0,0.0,5.0,0.0
FFF,2014B,601560,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail,-22.0,NA,23.0,68.0,52.0,72.0,87.0,54.0,137.0,50.0,178.0,26.0,223.0,64.0,223.0,63.0,226.0,53.0,226.0,62.0,226.0,55.0,226.0,52.0,226.0,70.0,0.0,0.0,0.0,301.0,0.0,243.0,0.0,484.0,30.0,6.0,10.0,911.0,23.0,297.0,7.0
FFF,2014B,601649,M,East Midlands Region,Lower Than A Level,30-40%,35-55,1,120,N,Withdrawn,-123.0,-46.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2014B,601678,M,East Midlands Region,Lower Than A Level,30-40%,0-35,1,120,N,Withdrawn,-137.0,-86.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2014B,601735,M,North Region,Lower Than A Level,NA,35-55,0,120,N,Pass,-82.0,NA,22.0,60.0,51.0,76.0,86.0,85.0,129.0,72.0,171.0,72.0,59.0,87.0,59.0,95.0,80.0,83.0,185.0,75.0,185.0,82.0,212.0,76.0,201.0,79.0,48.0,1.0,1.0,208.0,0.0,777.0,2.0,2570.0,87.0,25.0,35.0,755.0,53.0,539.0,56.0
FFF,2014B,602571,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,-175.0,66.0,24.0,82.0,52.0,68.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,123.0,0.0,174.0,0.0,238.0,14.0,5.0,0.0,65.0,23.0,126.0,10.0
FFF,2014B,602672,M,East Midlands Region,Lower Than A Level,60-70%,0-35,1,180,N,Fail,-89.0,NA,23.0,98.0,50.0,70.0,85.0,71.0,NA,NA,NA,NA,5.0,86.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,17.0,0.0,66.0,4.0,178.0,2.0,5.0,0.0,72.0,12.0,84.0,3.0
FFF,2014B,602681,M,Wales,HE Qualification,30-40%,0-35,0,60,N,Pass,-23.0,NA,24.0,98.0,52.0,78.0,87.0,93.0,129.0,85.0,171.0,92.0,147.0,88.0,199.0,93.0,219.0,94.0,212.0,90.0,215.0,85.0,219.0,87.0,219.0,82.0,0.0,0.0,3.0,299.0,0.0,248.0,0.0,335.0,0.0,6.0,0.0,921.0,19.0,174.0,20.0
FFF,2014B,602818,M,West Midlands Region,Lower Than A Level,30-40%,0-35,0,120,N,Fail,-131.0,NA,23.0,86.0,51.0,62.0,94.0,44.0,129.0,46.0,171.0,70.0,111.0,71.0,115.0,74.0,166.0,74.0,126.0,74.0,145.0,71.0,215.0,59.0,167.0,62.0,8.0,0.0,1.0,67.0,0.0,262.0,0.0,1044.0,28.0,5.0,8.0,1121.0,55.0,228.0,10.0
FFF,2014B,602854,M,West Midlands Region,Lower Than A Level,80-90%,0-35,0,90,N,Pass,-75.0,NA,23.0,84.0,51.0,98.0,87.0,76.0,129.0,96.0,170.0,97.0,47.0,95.0,60.0,96.0,108.0,93.0,154.0,94.0,179.0,94.0,228.0,95.0,226.0,91.0,14.0,3.0,3.0,1753.0,0.0,1152.0,0.0,1884.0,67.0,29.0,24.0,779.0,27.0,326.0,29.0
FFF,2014B,602862,F,Scotland,HE Qualification,30-40%,0-35,0,60,N,Pass,-28.0,NA,13.0,82.0,50.0,80.0,86.0,84.0,128.0,86.0,166.0,81.0,47.0,77.0,137.0,86.0,66.0,90.0,137.0,75.0,161.0,82.0,191.0,75.0,192.0,77.0,16.0,2.0,3.0,243.0,0.0,659.0,0.0,2966.0,32.0,9.0,36.0,881.0,33.0,429.0,44.0
FFF,2014B,603111,F,West Midlands Region,A Level or Equivalent,80-90%,0-35,1,120,N,Pass,-23.0,NA,-1.0,74.0,-1.0,80.0,90.0,56.0,132.0,38.0,171.0,59.0,-1.0,69.0,-1.0,75.0,193.0,56.0,193.0,73.0,193.0,73.0,217.0,76.0,NA,NA,5.0,5.0,5.0,278.0,0.0,430.0,14.0,1225.0,6.0,4.0,3.0,711.0,29.0,200.0,30.0
FFF,2014B,603163,M,Ireland,Lower Than A Level,0-10%,0-35,0,60,N,Pass,-89.0,NA,23.0,92.0,51.0,76.0,85.0,81.0,127.0,70.0,171.0,79.0,37.0,94.0,189.0,93.0,196.0,76.0,199.0,85.0,207.0,77.0,207.0,82.0,207.0,74.0,0.0,0.0,2.0,143.0,0.0,250.0,0.0,714.0,14.0,6.0,9.0,822.0,21.0,154.0,13.0
FFF,2014B,603319,M,North Region,HE Qualification,NA,0-35,0,60,N,Withdrawn,-151.0,143.0,23.0,82.0,51.0,60.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,145.0,0.0,155.0,3.0,150.0,5.0,5.0,0.0,47.0,23.0,74.0,5.0
FFF,2014B,603483,F,South Region,Lower Than A Level,80-90%,35-55,0,90,N,Withdrawn,-110.0,160.0,31.0,68.0,52.0,22.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,9.0,0.0,77.0,0.0,783.0,40.0,6.0,10.0,20.0,29.0,180.0,10.0
FFF,2014B,603539,M,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-129.0,NA,23.0,86.0,51.0,76.0,86.0,89.0,127.0,89.0,165.0,93.0,42.0,97.0,56.0,96.0,98.0,78.0,151.0,73.0,194.0,76.0,216.0,75.0,215.0,80.0,29.0,1.0,1.0,230.0,0.0,533.0,5.0,2805.0,43.0,20.0,40.0,1027.0,61.0,404.0,37.0
FFF,2014B,603694,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,-164.0,NA,23.0,76.0,52.0,78.0,87.0,70.0,136.0,56.0,171.0,77.0,207.0,81.0,207.0,71.0,207.0,66.0,219.0,77.0,221.0,71.0,221.0,53.0,221.0,70.0,0.0,0.0,3.0,298.0,0.0,325.0,13.0,362.0,0.0,11.0,0.0,987.0,24.0,216.0,12.0
FFF,2014B,603848,M,Yorkshire Region,Lower Than A Level,0-10%,35-55,1,120,Y,Fail,2.0,NA,-1.0,74.0,-1.0,52.0,95.0,20.0,160.0,23.0,176.0,47.0,-1.0,54.0,-1.0,67.0,122.0,73.0,178.0,52.0,185.0,70.0,227.0,64.0,215.0,54.0,0.0,0.0,0.0,238.0,0.0,231.0,28.0,255.0,1.0,0.0,3.0,731.0,25.0,152.0,19.0
FFF,2014B,603972,F,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-165.0,195.0,14.0,70.0,51.0,80.0,91.0,67.0,128.0,40.0,169.0,65.0,55.0,71.0,59.0,86.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.0,0.0,0.0,536.0,0.0,458.0,3.0,1400.0,46.0,17.0,24.0,420.0,40.0,316.0,45.0
FFF,2014B,604174,M,North Region,A Level or Equivalent,NA,0-35,0,60,N,Pass,-29.0,NA,23.0,74.0,51.0,66.0,86.0,91.0,128.0,86.0,170.0,83.0,199.0,93.0,199.0,99.0,199.0,92.0,199.0,90.0,199.0,92.0,212.0,97.0,207.0,90.0,4.0,0.0,2.0,264.0,0.0,484.0,11.0,1499.0,0.0,12.0,4.0,693.0,44.0,284.0,32.0
FFF,2014B,604234,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,90,N,Fail,-165.0,NA,23.0,86.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,16.0,0.0,33.0,0.0,33.0,1.0,2.0,0.0,0.0,9.0,32.0,1.0
FFF,2014B,604293,M,North Western Region,A Level or Equivalent,0-10%,35-55,0,60,N,Fail,-168.0,NA,24.0,80.0,52.0,44.0,90.0,45.0,129.0,44.0,171.0,35.0,196.0,78.0,196.0,92.0,213.0,62.0,213.0,69.0,214.0,66.0,219.0,66.0,219.0,75.0,0.0,0.0,2.0,317.0,0.0,292.0,1.0,550.0,0.0,6.0,0.0,587.0,21.0,188.0,21.0
FFF,2014B,604326,F,Wales,No Formal quals,30-40%,0-35,0,90,N,Fail,-93.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
FFF,2014B,604338,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-25.0,NA,23.0,96.0,51.0,82.0,86.0,81.0,135.0,76.0,170.0,96.0,11.0,92.0,32.0,91.0,66.0,70.0,136.0,92.0,194.0,77.0,219.0,70.0,NA,NA,0.0,0.0,3.0,746.0,41.0,274.0,8.0,678.0,1.0,4.0,0.0,773.0,14.0,264.0,17.0
FFF,2014B,604614,M,London Region,A Level or Equivalent,30-40%,0-35,0,90,N,Withdrawn,-144.0,-1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2014B,604678,M,North Western Region,A Level or Equivalent,0-10%,35-55,0,120,Y,Withdrawn,-122.0,-113.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2014B,604698,M,London Region,No Formal quals,10-20,35-55,0,90,N,Pass,-50.0,NA,18.0,72.0,44.0,78.0,65.0,76.0,121.0,78.0,170.0,82.0,20.0,91.0,20.0,94.0,62.0,86.0,111.0,97.0,158.0,95.0,216.0,83.0,216.0,86.0,0.0,0.0,3.0,1668.0,0.0,1679.0,5.0,1804.0,27.0,10.0,10.0,1088.0,37.0,543.0,41.0
FFF,2014B,604946,M,London Region,HE Qualification,10-20,35-55,1,120,N,Withdrawn,-95.0,-19.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2014B,604969,M,Scotland,Lower Than A Level,10-20,35-55,0,60,N,Withdrawn,-149.0,209.0,28.0,78.0,NA,NA,NA,NA,NA,NA,NA,NA,192.0,86.0,192.0,78.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,1.0,35.0,0.0,91.0,0.0,59.0,1.0,4.0,3.0,175.0,17.0,80.0,14.0
FFF,2014B,605228,F,London Region,Lower Than A Level,70-80%,0-35,1,240,N,Withdrawn,-25.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,17.0,0.0,36.0,0.0,42.0,0.0,2.0,0.0,11.0,0.0,41.0,0.0
FFF,2014B,605312,M,East Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,-130.0,NA,23.0,70.0,52.0,88.0,87.0,88.0,128.0,85.0,168.0,84.0,52.0,71.0,35.0,82.0,87.0,58.0,132.0,59.0,171.0,82.0,215.0,71.0,212.0,77.0,20.0,1.0,1.0,387.0,0.0,947.0,16.0,2393.0,34.0,11.0,15.0,796.0,34.0,486.0,48.0
FFF,2014B,605370,M,Wales,A Level or Equivalent,50-60%,0-35,0,120,N,Fail,-104.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.0,70.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,116.0,0.0,135.0,1.0,65.0,4.0,2.0,0.0,172.0,5.0,38.0,2.0
FFF,2014B,605475,M,Scotland,A Level or Equivalent,60-70%,0-35,0,180,N,Pass,-25.0,NA,20.0,76.0,51.0,68.0,89.0,72.0,129.0,74.0,170.0,81.0,41.0,82.0,60.0,91.0,96.0,71.0,112.0,82.0,166.0,81.0,213.0,82.0,213.0,87.0,22.0,3.0,2.0,328.0,7.0,907.0,0.0,2718.0,49.0,19.0,34.0,1484.0,53.0,630.0,67.0
FFF,2014B,605493,M,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,-25.0,NA,20.0,84.0,50.0,98.0,85.0,89.0,128.0,57.0,164.0,48.0,28.0,76.0,23.0,93.0,88.0,70.0,111.0,71.0,136.0,77.0,166.0,81.0,166.0,80.0,8.0,1.0,1.0,473.0,0.0,380.0,8.0,561.0,18.0,8.0,6.0,593.0,100.0,173.0,29.0
FFF,2014B,605522,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-17.0,NA,24.0,64.0,52.0,70.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,85.0,0.0,107.0,0.0,457.0,31.0,4.0,9.0,44.0,11.0,86.0,5.0
FFF,2014B,606300,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,90,N,Withdrawn,-146.0,-59.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2014B,606407,M,Yorkshire Region,A Level or Equivalent,0-10%,35-55,1,120,N,Fail,40.0,NA,73.0,72.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,56.0,0.0,132.0,0.0,150.0,2.0,10.0,0.0,1.0,35.0,99.0,3.0
FFF,2014B,606713,M,Ireland,HE Qualification,0-10%,35-55,0,60,N,Pass,-22.0,NA,17.0,84.0,51.0,40.0,87.0,44.0,128.0,62.0,170.0,65.0,182.0,78.0,182.0,89.0,185.0,81.0,NA,NA,NA,NA,192.0,77.0,NA,NA,0.0,0.0,3.0,21.0,0.0,69.0,0.0,271.0,0.0,3.0,0.0,472.0,19.0,162.0,18.0
FFF,2014B,606870,M,West Midlands Region,Lower Than A Level,80-90%,35-55,0,90,N,Pass,-22.0,NA,22.0,94.0,51.0,86.0,87.0,91.0,128.0,89.0,171.0,80.0,40.0,86.0,40.0,99.0,196.0,91.0,199.0,86.0,199.0,84.0,199.0,90.0,199.0,78.0,0.0,0.0,3.0,88.0,0.0,387.0,0.0,1172.0,6.0,2.0,11.0,488.0,54.0,192.0,16.0
FFF,2014B,606911,M,South West Region,Lower Than A Level,40-50%,35-55,1,150,N,Withdrawn,-75.0,41.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,42.0,0.0,8.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0
FFF,2014B,606935,M,Scotland,HE Qualification,20-30%,0-35,1,120,N,Fail,-29.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,6.0,0.0,17.0,0.0,37.0,0.0,1.0,0.0,0.0,4.0,5.0,0.0
FFF,2014B,606967,M,Scotland,A Level or Equivalent,70-80%,0-35,1,150,N,Fail,-71.0,NA,23.0,56.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,37.0,0.0,74.0,0.0,199.0,16.0,3.0,0.0,0.0,9.0,46.0,4.0
FFF,2014B,606976,M,Ireland,Lower Than A Level,90-100%,0-35,0,60,N,Pass,-25.0,NA,24.0,92.0,52.0,46.0,86.0,44.0,129.0,51.0,171.0,61.0,215.0,71.0,215.0,84.0,223.0,72.0,223.0,74.0,223.0,86.0,223.0,74.0,223.0,84.0,0.0,0.0,2.0,229.0,0.0,192.0,10.0,202.0,12.0,4.0,0.0,502.0,24.0,147.0,9.0
FFF,2014B,606977,M,North Western Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,-146.0,NA,22.0,78.0,52.0,62.0,87.0,77.0,128.0,77.0,168.0,82.0,56.0,83.0,59.0,82.0,159.0,76.0,160.0,73.0,168.0,78.0,202.0,66.0,201.0,66.0,15.0,0.0,5.0,358.0,0.0,375.0,5.0,1356.0,22.0,11.0,16.0,628.0,27.0,336.0,26.0
FFF,2014B,607453,M,South East Region,HE Qualification,20-30%,0-35,1,240,N,Pass,-99.0,NA,23.0,88.0,51.0,52.0,86.0,82.0,129.0,79.0,170.0,78.0,121.0,96.0,140.0,94.0,187.0,93.0,187.0,95.0,195.0,93.0,226.0,92.0,195.0,96.0,48.0,4.0,1.0,217.0,0.0,364.0,1.0,1847.0,27.0,16.0,40.0,389.0,24.0,256.0,52.0
FFF,2014B,607702,M,North Western Region,Lower Than A Level,10-20,0-35,1,120,N,Fail,-17.0,NA,21.0,70.0,51.0,42.0,86.0,26.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,85.0,0.0,56.0,16.0,183.0,11.0,2.0,0.0,0.0,15.0,71.0,0.0
FFF,2014B,607896,M,London Region,A Level or Equivalent,30-40%,0-35,1,150,Y,Pass,-118.0,NA,23.0,74.0,51.0,76.0,83.0,76.0,126.0,75.0,167.0,85.0,56.0,88.0,42.0,91.0,102.0,72.0,136.0,74.0,140.0,67.0,159.0,71.0,156.0,70.0,0.0,0.0,3.0,20.0,1.0,282.0,1.0,698.0,1.0,3.0,0.0,1355.0,15.0,222.0,29.0
FFF,2014B,607899,M,Ireland,Lower Than A Level,20-30%,0-35,0,60,N,Fail,-25.0,NA,24.0,88.0,57.0,48.0,93.0,67.0,137.0,62.0,179.0,77.0,228.0,75.0,228.0,87.0,228.0,61.0,228.0,66.0,228.0,73.0,229.0,59.0,228.0,58.0,2.0,1.0,2.0,266.0,0.0,323.0,4.0,1680.0,0.0,5.0,3.0,729.0,34.0,388.0,27.0
FFF,2014B,608111,M,London Region,HE Qualification,10-20,35-55,1,180,N,Fail,-24.0,NA,-1.0,70.0,-1.0,72.0,NA,NA,NA,NA,NA,NA,-1.0,84.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,19.0,0.0,30.0,0.0,10.0,0.0,0.0,0.0,224.0,0.0,9.0,1.0
FFF,2014B,608173,M,Wales,Lower Than A Level,20-30%,0-35,0,75,N,Withdrawn,-93.0,20.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,109.0,0.0,45.0,0.0,11.0,0.0,9.0,0.0,1.0,6.0,40.0,2.0
FFF,2014B,608618,M,North Western Region,A Level or Equivalent,30-40%,0-35,1,120,N,Withdrawn,-122.0,-17.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2014B,608727,M,North Region,A Level or Equivalent,10-20,0-35,1,120,N,Withdrawn,-82.0,86.0,23.0,68.0,47.0,48.0,NA,NA,NA,NA,NA,NA,12.0,72.0,80.0,95.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,25.0,0.0,62.0,0.0,253.0,14.0,5.0,6.0,143.0,4.0,58.0,1.0
FFF,2014B,608864,F,Scotland,Post Graduate Qualification,90-100%,35-55,1,120,N,Fail,-17.0,NA,-1.0,100.0,52.0,60.0,NA,NA,129.0,51.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,45.0,0.0,59.0,0.0,93.0,0.0,0.0,0.0,0.0,9.0,38.0,2.0
FFF,2014B,608891,M,London Region,Lower Than A Level,60-70%,0-35,0,60,N,Distinction,-68.0,NA,14.0,94.0,50.0,92.0,85.0,89.0,127.0,88.0,169.0,96.0,45.0,94.0,25.0,99.0,97.0,91.0,108.0,98.0,150.0,83.0,207.0,94.0,207.0,89.0,0.0,0.0,4.0,419.0,0.0,189.0,3.0,879.0,32.0,12.0,9.0,459.0,20.0,226.0,38.0
FFF,2014B,609171,M,East Midlands Region,Lower Than A Level,30-40%,0-35,0,120,N,Fail,-151.0,NA,24.0,92.0,51.0,60.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,252.0,0.0,165.0,14.0,387.0,8.0,4.0,0.0,122.0,14.0,100.0,8.0
FFF,2014B,609347,M,East Midlands Region,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn,-22.0,128.0,22.0,76.0,51.0,76.0,85.0,71.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,158.0,0.0,137.0,0.0,178.0,3.0,8.0,0.0,36.0,47.0,119.0,18.0
FFF,2014B,609868,F,Wales,Lower Than A Level,10-20,0-35,0,90,N,Fail,-123.0,NA,22.0,78.0,52.0,56.0,86.0,21.0,NA,NA,NA,NA,76.0,78.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,270.0,0.0,77.0,0.0,163.0,0.0,5.0,0.0,145.0,16.0,84.0,7.0
FFF,2014B,609891,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,1,240,N,Pass,-22.0,NA,24.0,80.0,52.0,56.0,87.0,41.0,129.0,40.0,171.0,73.0,229.0,59.0,229.0,64.0,229.0,60.0,229.0,70.0,229.0,74.0,229.0,68.0,229.0,70.0,0.0,0.0,2.0,218.0,0.0,300.0,0.0,1033.0,0.0,2.0,0.0,1550.0,24.0,268.0,18.0
FFF,2014B,610094,M,Yorkshire Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,-134.0,NA,22.0,36.0,51.0,84.0,93.0,75.0,128.0,74.0,173.0,82.0,143.0,83.0,158.0,87.0,175.0,73.0,175.0,67.0,175.0,71.0,215.0,81.0,215.0,62.0,0.0,0.0,1.0,875.0,0.0,588.0,2.0,1419.0,51.0,8.0,20.0,596.0,69.0,202.0,36.0
FFF,2014B,610267,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,-95.0,39.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
FFF,2014B,610272,M,North Region,Lower Than A Level,NA,0-35,0,60,N,Pass,-43.0,NA,23.0,92.0,52.0,84.0,87.0,70.0,129.0,93.0,170.0,70.0,20.0,93.0,175.0,98.0,219.0,85.0,219.0,84.0,219.0,70.0,219.0,84.0,219.0,76.0,0.0,0.0,2.0,64.0,0.0,266.0,11.0,1173.0,8.0,8.0,10.0,552.0,20.0,152.0,20.0
FFF,2014B,610273,M,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-149.0,NA,23.0,60.0,49.0,86.0,84.0,85.0,127.0,85.0,168.0,93.0,181.0,85.0,188.0,92.0,191.0,81.0,199.0,79.0,199.0,83.0,200.0,89.0,199.0,71.0,0.0,0.0,2.0,36.0,0.0,201.0,0.0,613.0,2.0,5.0,0.0,563.0,38.0,155.0,12.0
