code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,34899_date,34899_score,34900_date,34900_score,34901_date,34901_score,34902_date,34902_score,34903_date,34903_score,34904_date,34904_score,34905_date,34905_score,34906_date,34906_score,34907_date,34907_score,34908_date,34908_score,34909_date,34909_score,34910_date,34910_score,clicks_dataplus,clicks_dualpane,clicks_forumng,clicks_glossary,clicks_homepage,clicks_htmlactivity,clicks_oucollaborate,clicks_oucontent,clicks_ouwiki,clicks_page,clicks_questionnaire,clicks_quiz,clicks_repeatactivity,clicks_resource,clicks_subpage,clicks_url
FFF,2014J,645405,M,South West Region,Lower Than A Level,70-80%,35-55,0,120,N,Pass,-115.0,NA,20.0,74.0,51.0,96.0,94.0,89.0,135.0,90.0,198.0,87.0,20.0,100.0,18.0,100.0,95.0,96.0,115.0,96.0,191.0,79.0,237.0,80.0,242.0,77.0,32.0,1.0,1704.0,0.0,1311.0,6.0,9.0,3005.0,113.0,17.0,28.0,2409.0,0.0,57.0,684.0,88.0
FFF,2014J,645407,M,East Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,-113.0,24.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,8.0,0.0,16.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
FFF,2014J,645433,M,Scotland,A Level or Equivalent,30-40%,35-55,0,60,N,Withdrawn,-79.0,164.0,23.0,96.0,52.0,78.0,94.0,92.0,136.0,89.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,157.0,0.0,106.0,5.0,9.0,283.0,4.0,0.0,0.0,2.0,0.0,12.0,78.0,3.0
FFF,2014J,645496,M,South West Region,Lower Than A Level,0-10%,35-55,0,90,Y,Fail,-155.0,NA,24.0,84.0,51.0,72.0,100.0,61.0,140.0,38.0,NA,NA,165.0,80.0,165.0,75.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,1.0,86.0,2.0,436.0,4.0,6.0,1044.0,20.0,5.0,9.0,591.0,0.0,24.0,380.0,43.0
FFF,2014J,645518,M,Scotland,Lower Than A Level,80-90%,35-55,0,60,N,Fail,-51.0,NA,24.0,96.0,52.0,80.0,94.0,73.0,154.0,83.0,199.0,85.0,14.0,81.0,35.0,82.0,55.0,73.0,109.0,81.0,132.0,79.0,209.0,69.0,193.0,80.0,0.0,1.0,427.0,0.0,579.0,6.0,26.0,1350.0,20.0,3.0,11.0,897.0,0.0,116.0,403.0,26.0
FFF,2014J,645529,F,South West Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn,-136.0,-12.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2014J,645586,M,Scotland,HE Qualification,10-20,0-35,0,90,N,Pass,-63.0,NA,23.0,78.0,50.0,84.0,94.0,77.0,136.0,78.0,199.0,82.0,201.0,92.0,201.0,93.0,214.0,83.0,214.0,79.0,214.0,78.0,219.0,68.0,219.0,77.0,2.0,0.0,187.0,2.0,328.0,7.0,3.0,994.0,47.0,3.0,12.0,573.0,0.0,20.0,229.0,17.0
FFF,2014J,645618,F,North Western Region,HE Qualification,20-30%,35-55,0,210,N,Withdrawn,-155.0,-151.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2014J,645638,M,South West Region,A Level or Equivalent,70-80%,0-35,0,120,N,Withdrawn,-79.0,-36.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2014J,645705,M,Wales,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,-56.0,NA,23.0,92.0,52.0,84.0,94.0,80.0,136.0,57.0,207.0,57.0,214.0,73.0,215.0,76.0,215.0,64.0,215.0,63.0,215.0,59.0,242.0,47.0,215.0,58.0,21.0,0.0,73.0,52.0,336.0,4.0,2.0,1153.0,25.0,2.0,17.0,726.0,0.0,31.0,267.0,36.0
FFF,2014J,645732,M,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-155.0,NA,9.0,84.0,44.0,76.0,89.0,86.0,NA,NA,NA,NA,10.0,83.0,10.0,88.0,72.0,84.0,199.0,73.0,226.0,77.0,226.0,79.0,226.0,73.0,0.0,0.0,169.0,0.0,158.0,4.0,1.0,742.0,4.0,1.0,10.0,622.0,0.0,16.0,153.0,15.0
FFF,2014J,645784,F,Scotland,Lower Than A Level,10-20,0-35,0,90,N,Pass,-106.0,NA,21.0,64.0,52.0,58.0,93.0,75.0,143.0,60.0,198.0,91.0,199.0,82.0,199.0,96.0,214.0,70.0,223.0,71.0,223.0,86.0,231.0,72.0,231.0,81.0,13.0,0.0,566.0,0.0,544.0,5.0,9.0,1592.0,38.0,7.0,31.0,684.0,0.0,54.0,258.0,45.0
FFF,2014J,645787,F,London Region,No Formal quals,50-60%,35-55,0,210,N,Withdrawn,-155.0,10.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,27.0,1.0,57.0,9.0,1.0,95.0,0.0,1.0,0.0,2.0,0.0,12.0,44.0,8.0
FFF,2014J,645790,M,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,120,N,Fail,-150.0,NA,24.0,76.0,58.0,22.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,2.0,0.0,27.0,3.0,0.0,15.0,0.0,0.0,0.0,1.0,0.0,5.0,20.0,0.0
FFF,2014J,645800,M,Wales,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn,-155.0,59.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,1.0,0.0,20.0,1.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,3.0
FFF,2014J,645840,M,Ireland,Lower Than A Level,90-100%,35-55,0,120,N,Fail,-129.0,NA,16.0,34.0,38.0,32.0,93.0,25.0,135.0,21.0,177.0,21.0,14.0,72.0,35.0,87.0,91.0,47.0,112.0,69.0,145.0,52.0,158.0,50.0,164.0,56.0,15.0,0.0,1616.0,1.0,943.0,8.0,3.0,1355.0,12.0,8.0,43.0,817.0,0.0,32.0,258.0,112.0
FFF,2014J,645880,M,Scotland,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,-91.0,NA,23.0,68.0,52.0,76.0,93.0,66.0,143.0,65.0,NA,NA,18.0,66.0,238.0,68.0,240.0,64.0,240.0,85.0,240.0,73.0,241.0,50.0,NA,NA,1.0,1.0,74.0,0.0,180.0,4.0,11.0,790.0,1.0,4.0,0.0,768.0,0.0,19.0,185.0,4.0
FFF,2014J,645948,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,90,N,Pass,-122.0,NA,22.0,92.0,52.0,68.0,93.0,80.0,136.0,83.0,NA,NA,16.0,93.0,16.0,94.0,72.0,76.0,222.0,67.0,222.0,80.0,223.0,91.0,223.0,70.0,0.0,1.0,1207.0,0.0,440.0,2.0,1.0,171.0,17.0,2.0,13.0,655.0,0.0,25.0,141.0,14.0
FFF,2014J,645960,F,Wales,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,-15.0,NA,24.0,88.0,52.0,92.0,95.0,83.0,136.0,84.0,198.0,63.0,241.0,62.0,241.0,48.0,243.0,41.0,243.0,69.0,243.0,57.0,243.0,56.0,243.0,63.0,0.0,0.0,341.0,0.0,314.0,2.0,4.0,644.0,5.0,0.0,3.0,717.0,0.0,40.0,246.0,19.0
FFF,2014J,645997,M,London Region,HE Qualification,10-20,0-35,0,90,N,Pass,-60.0,NA,23.0,72.0,51.0,86.0,94.0,69.0,140.0,58.0,204.0,66.0,208.0,68.0,212.0,81.0,242.0,62.0,238.0,71.0,241.0,53.0,242.0,54.0,242.0,77.0,15.0,2.0,352.0,0.0,645.0,4.0,4.0,2344.0,38.0,14.0,27.0,1079.0,0.0,38.0,497.0,39.0
FFF,2014J,646015,M,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,Distinction,-148.0,NA,23.0,94.0,50.0,90.0,93.0,83.0,135.0,88.0,198.0,91.0,52.0,96.0,66.0,98.0,95.0,82.0,118.0,92.0,168.0,83.0,234.0,79.0,219.0,89.0,26.0,0.0,331.0,0.0,303.0,3.0,14.0,1009.0,81.0,8.0,21.0,666.0,0.0,32.0,239.0,39.0
FFF,2014J,646017,M,South West Region,A Level or Equivalent,0-10%,0-35,0,90,N,Pass,-154.0,NA,23.0,50.0,50.0,88.0,92.0,81.0,158.0,78.0,198.0,92.0,46.0,93.0,112.0,96.0,168.0,69.0,170.0,73.0,170.0,76.0,191.0,79.0,191.0,82.0,13.0,0.0,2323.0,0.0,1153.0,2.0,8.0,2484.0,28.0,7.0,9.0,698.0,0.0,40.0,424.0,45.0
FFF,2014J,646053,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,120,Y,Pass,-87.0,NA,23.0,82.0,52.0,96.0,94.0,91.0,135.0,64.0,194.0,96.0,116.0,87.0,116.0,85.0,152.0,77.0,152.0,72.0,223.0,80.0,229.0,89.0,226.0,68.0,0.0,0.0,80.0,0.0,550.0,4.0,5.0,2676.0,15.0,9.0,6.0,814.0,0.0,31.0,540.0,37.0
FFF,2014J,646074,M,London Region,Lower Than A Level,70-80%,35-55,0,90,N,Pass,-35.0,NA,24.0,88.0,51.0,80.0,94.0,87.0,136.0,86.0,199.0,94.0,25.0,95.0,54.0,94.0,100.0,87.0,233.0,98.0,233.0,83.0,233.0,85.0,233.0,80.0,1.0,4.0,894.0,0.0,868.0,6.0,12.0,3171.0,60.0,10.0,14.0,657.0,0.0,45.0,673.0,95.0
FFF,2014J,646083,M,Wales,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,-105.0,-10.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2014J,646085,F,Yorkshire Region,A Level or Equivalent,60-70%,35-55,0,60,N,Distinction,-36.0,NA,22.0,86.0,50.0,96.0,93.0,94.0,133.0,90.0,191.0,96.0,65.0,93.0,65.0,88.0,100.0,86.0,100.0,91.0,173.0,90.0,194.0,88.0,196.0,89.0,21.0,4.0,331.0,2.0,721.0,5.0,34.0,1955.0,35.0,8.0,9.0,793.0,0.0,89.0,344.0,43.0
FFF,2014J,646091,M,North Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,-70.0,12.0,18.0,76.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,117.0,0.0,70.0,2.0,7.0,56.0,0.0,2.0,0.0,68.0,0.0,7.0,48.0,2.0
FFF,2014J,646120,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,90,N,Withdrawn,-137.0,-75.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2014J,646138,M,North Western Region,Lower Than A Level,80-90%,0-35,0,90,N,Pass,-154.0,NA,24.0,90.0,51.0,98.0,107.0,88.0,135.0,83.0,198.0,83.0,242.0,84.0,242.0,86.0,242.0,70.0,242.0,78.0,242.0,76.0,242.0,78.0,242.0,71.0,8.0,0.0,26.0,0.0,151.0,2.0,4.0,1002.0,10.0,3.0,17.0,620.0,0.0,17.0,123.0,18.0
FFF,2014J,646313,F,Scotland,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-109.0,NA,24.0,64.0,52.0,76.0,100.0,57.0,142.0,61.0,195.0,80.0,33.0,82.0,52.0,83.0,172.0,65.0,172.0,73.0,186.0,53.0,222.0,57.0,221.0,76.0,11.0,1.0,201.0,0.0,380.0,5.0,2.0,1931.0,19.0,12.0,30.0,743.0,0.0,30.0,316.0,25.0
FFF,2014J,646357,M,Wales,Lower Than A Level,30-40%,35-55,0,60,N,Distinction,-38.0,NA,22.0,98.0,49.0,88.0,92.0,90.0,128.0,89.0,194.0,98.0,23.0,92.0,37.0,98.0,61.0,82.0,102.0,85.0,165.0,73.0,207.0,85.0,205.0,89.0,19.0,0.0,676.0,1.0,623.0,8.0,9.0,1860.0,69.0,9.0,34.0,1013.0,0.0,52.0,453.0,71.0
FFF,2014J,646402,M,Scotland,Post Graduate Qualification,50-60%,0-35,0,120,N,Pass,-94.0,NA,17.0,82.0,51.0,98.0,96.0,94.0,136.0,96.0,201.0,96.0,19.0,90.0,30.0,94.0,44.0,81.0,101.0,98.0,131.0,86.0,223.0,87.0,166.0,76.0,3.0,1.0,343.0,0.0,523.0,3.0,7.0,939.0,14.0,8.0,3.0,637.0,0.0,34.0,310.0,38.0
FFF,2014J,646460,M,South East Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,-64.0,NA,23.0,88.0,51.0,72.0,100.0,78.0,135.0,83.0,198.0,81.0,19.0,76.0,41.0,89.0,63.0,58.0,179.0,81.0,214.0,59.0,226.0,70.0,214.0,59.0,5.0,2.0,151.0,0.0,391.0,4.0,2.0,2362.0,24.0,3.0,15.0,757.0,0.0,27.0,227.0,27.0
FFF,2014J,646498,M,South West Region,A Level or Equivalent,20-30%,0-35,0,120,Y,Withdrawn,-135.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2014J,646539,F,Scotland,HE Qualification,0-10%,0-35,0,90,N,Pass,-79.0,NA,24.0,86.0,51.0,78.0,94.0,82.0,136.0,70.0,201.0,38.0,69.0,85.0,69.0,91.0,234.0,87.0,236.0,83.0,236.0,86.0,241.0,86.0,241.0,95.0,0.0,0.0,110.0,0.0,274.0,2.0,0.0,900.0,4.0,3.0,7.0,683.0,0.0,17.0,199.0,12.0
FFF,2014J,646540,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction,-24.0,NA,18.0,82.0,49.0,94.0,93.0,93.0,132.0,90.0,198.0,95.0,-2.0,100.0,0.0,99.0,47.0,99.0,97.0,100.0,114.0,100.0,210.0,89.0,209.0,84.0,12.0,3.0,457.0,0.0,367.0,10.0,12.0,1641.0,29.0,5.0,35.0,1762.0,0.0,38.0,302.0,29.0
FFF,2014J,646551,M,London Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,-150.0,NA,23.0,84.0,50.0,90.0,93.0,85.0,135.0,80.0,198.0,92.0,52.0,88.0,41.0,92.0,79.0,81.0,124.0,83.0,167.0,84.0,224.0,82.0,224.0,74.0,21.0,1.0,44.0,0.0,589.0,6.0,35.0,3054.0,22.0,7.0,27.0,1853.0,0.0,103.0,565.0,33.0
FFF,2014J,646613,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn,-109.0,-15.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2014J,646638,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,-17.0,NA,23.0,78.0,51.0,80.0,93.0,76.0,136.0,59.0,199.0,58.0,103.0,92.0,103.0,93.0,240.0,84.0,240.0,78.0,240.0,93.0,240.0,83.0,240.0,87.0,0.0,0.0,69.0,0.0,155.0,3.0,0.0,328.0,0.0,0.0,0.0,484.0,0.0,24.0,137.0,18.0
FFF,2014J,646670,M,South East Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,-155.0,NA,23.0,70.0,47.0,68.0,99.0,55.0,136.0,63.0,199.0,83.0,23.0,81.0,47.0,84.0,235.0,66.0,235.0,68.0,236.0,73.0,237.0,89.0,236.0,74.0,8.0,0.0,125.0,0.0,372.0,2.0,57.0,1210.0,0.0,0.0,0.0,974.0,0.0,26.0,321.0,15.0
FFF,2014J,646734,M,Scotland,A Level or Equivalent,50-60%,0-35,0,90,N,Withdrawn,-70.0,196.0,28.0,72.0,52.0,58.0,94.0,64.0,137.0,64.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,68.0,0.0,95.0,0.0,2.0,243.0,0.0,0.0,0.0,1.0,0.0,15.0,74.0,0.0
FFF,2014J,646742,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,210,N,Withdrawn,-122.0,75.0,23.0,62.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,38.0,0.0,69.0,3.0,3.0,70.0,3.0,1.0,0.0,1.0,0.0,9.0,81.0,9.0
FFF,2014J,646750,M,North Region,A Level or Equivalent,NA,0-35,0,120,N,Pass,-87.0,NA,23.0,96.0,51.0,98.0,90.0,82.0,135.0,86.0,198.0,73.0,12.0,97.0,48.0,97.0,67.0,80.0,192.0,80.0,226.0,91.0,227.0,89.0,226.0,84.0,1.0,0.0,236.0,0.0,219.0,6.0,17.0,570.0,19.0,0.0,17.0,666.0,0.0,28.0,168.0,14.0
FFF,2014J,646778,M,London Region,A Level or Equivalent,30-40%,35-55,0,60,N,Distinction,-129.0,NA,24.0,74.0,52.0,88.0,94.0,83.0,136.0,88.0,199.0,86.0,30.0,86.0,37.0,98.0,88.0,94.0,123.0,83.0,163.0,80.0,178.0,91.0,179.0,96.0,3.0,0.0,791.0,0.0,496.0,10.0,6.0,2538.0,42.0,1.0,3.0,688.0,0.0,33.0,505.0,24.0
FFF,2014J,646807,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,180,N,Withdrawn,-22.0,137.0,23.0,86.0,48.0,80.0,93.0,85.0,NA,NA,NA,NA,51.0,89.0,51.0,93.0,103.0,81.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,59.0,0.0,205.0,4.0,1.0,724.0,8.0,1.0,9.0,514.0,0.0,27.0,234.0,14.0
FFF,2014J,646972,F,London Region,HE Qualification,20-30%,0-35,0,60,N,Withdrawn,-79.0,11.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2014J,646990,M,East Midlands Region,A Level or Equivalent,30-40%,35-55,0,120,N,Pass,-155.0,NA,22.0,92.0,49.0,90.0,93.0,86.0,135.0,90.0,192.0,90.0,45.0,94.0,80.0,89.0,142.0,90.0,157.0,82.0,179.0,94.0,228.0,83.0,224.0,79.0,5.0,0.0,189.0,0.0,672.0,6.0,8.0,1692.0,26.0,7.0,15.0,1056.0,0.0,40.0,426.0,36.0
FFF,2014J,647005,M,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,-112.0,12.0,23.0,88.0,52.0,94.0,NA,NA,NA,NA,NA,NA,26.0,79.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,126.0,0.0,103.0,7.0,11.0,417.0,31.0,2.0,12.0,79.0,0.0,9.0,114.0,18.0
FFF,2014J,647033,M,Yorkshire Region,Lower Than A Level,10-20,0-35,0,120,Y,Withdrawn,-28.0,12.0,24.0,70.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,36.0,0.0,35.0,1.0,1.0,53.0,1.0,1.0,0.0,4.0,0.0,5.0,32.0,0.0
FFF,2014J,647040,M,London Region,A Level or Equivalent,30-40%,35-55,0,120,N,Pass,-37.0,NA,23.0,82.0,51.0,90.0,93.0,83.0,136.0,74.0,199.0,81.0,38.0,77.0,44.0,68.0,179.0,67.0,205.0,73.0,206.0,81.0,238.0,81.0,234.0,83.0,12.0,0.0,826.0,0.0,614.0,8.0,31.0,1622.0,94.0,2.0,13.0,635.0,0.0,56.0,318.0,109.0
FFF,2014J,647045,F,Wales,Lower Than A Level,0-10%,35-55,0,90,N,Fail,-150.0,NA,25.0,48.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,207.0,0.0,215.0,12.0,3.0,431.0,5.0,4.0,0.0,73.0,0.0,33.0,222.0,23.0
FFF,2014J,647072,M,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-155.0,12.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2014J,647111,M,London Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,-72.0,74.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,16.0,0.0,13.0,2.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0
FFF,2014J,647154,M,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-143.0,NA,23.0,64.0,52.0,68.0,94.0,70.0,136.0,74.0,199.0,52.0,18.0,73.0,41.0,69.0,128.0,67.0,129.0,75.0,238.0,62.0,238.0,63.0,238.0,60.0,0.0,0.0,200.0,0.0,229.0,9.0,0.0,779.0,42.0,1.0,10.0,914.0,0.0,27.0,186.0,25.0
FFF,2014J,647169,M,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,120,N,Distinction,-129.0,NA,23.0,96.0,51.0,90.0,95.0,86.0,136.0,90.0,198.0,96.0,233.0,94.0,233.0,96.0,240.0,93.0,240.0,91.0,240.0,89.0,240.0,90.0,240.0,97.0,13.0,2.0,321.0,0.0,427.0,1.0,7.0,1627.0,23.0,17.0,37.0,662.0,0.0,22.0,192.0,31.0
FFF,2014J,647171,M,London Region,Lower Than A Level,10-20,0-35,0,120,Y,Fail,-154.0,NA,24.0,68.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,31.0,0.0,30.0,4.0,1.0,59.0,0.0,1.0,0.0,1.0,0.0,24.0,47.0,3.0
FFF,2014J,647194,M,North Western Region,HE Qualification,70-80%,0-35,0,60,N,Fail,-23.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,18.0,0.0,27.0,3.0,1.0,25.0,0.0,1.0,0.0,0.0,0.0,2.0,6.0,2.0
FFF,2014J,647210,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,-153.0,54.0,24.0,80.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,377.0,0.0,234.0,3.0,2.0,282.0,55.0,0.0,9.0,34.0,0.0,9.0,55.0,6.0
FFF,2014J,647245,M,London Region,No Formal quals,20-30%,0-35,0,150,N,Withdrawn,-25.0,9.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,1.0,0.0,16.0,4.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,1.0
FFF,2014J,647284,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,120,N,Withdrawn,-81.0,2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,5.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0
FFF,2014J,647320,F,Ireland,Lower Than A Level,30-40%,0-35,0,120,N,Pass,-23.0,NA,23.0,86.0,51.0,86.0,94.0,66.0,135.0,89.0,199.0,94.0,12.0,98.0,26.0,90.0,63.0,86.0,118.0,84.0,149.0,81.0,241.0,84.0,229.0,86.0,0.0,0.0,764.0,0.0,583.0,7.0,2.0,1886.0,19.0,2.0,3.0,1388.0,0.0,38.0,466.0,40.0
FFF,2014J,647321,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,Y,Withdrawn,-115.0,12.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,7.0,2.0,43.0,11.0,0.0,159.0,2.0,2.0,0.0,0.0,0.0,2.0,48.0,6.0
FFF,2014J,647324,M,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,Y,Distinction,-154.0,NA,23.0,82.0,50.0,96.0,93.0,78.0,135.0,89.0,199.0,98.0,14.0,93.0,37.0,89.0,98.0,88.0,135.0,87.0,201.0,82.0,219.0,91.0,219.0,83.0,27.0,1.0,982.0,0.0,854.0,4.0,57.0,1753.0,31.0,9.0,11.0,971.0,0.0,45.0,243.0,22.0
FFF,2014J,647339,M,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,90,N,Fail,-127.0,NA,22.0,88.0,51.0,82.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,252.0,0.0,124.0,1.0,5.0,75.0,2.0,1.0,0.0,31.0,0.0,55.0,49.0,2.0
FFF,2014J,647348,F,South East Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,-141.0,12.0,23.0,78.0,52.0,60.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,93.0,0.0,55.0,6.0,0.0,103.0,2.0,0.0,0.0,11.0,0.0,6.0,55.0,1.0
FFF,2014J,647391,F,Scotland,HE Qualification,0-10%,0-35,0,150,N,Pass,-78.0,NA,10.0,80.0,52.0,80.0,94.0,64.0,136.0,77.0,199.0,72.0,184.0,84.0,184.0,94.0,191.0,55.0,201.0,81.0,203.0,70.0,207.0,79.0,206.0,71.0,0.0,0.0,210.0,0.0,192.0,6.0,2.0,482.0,0.0,4.0,0.0,1056.0,0.0,35.0,212.0,24.0
