code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,14984_date,14984_score,14985_date,14985_score,14986_date,14986_score,14987_date,14987_score,14988_date,14988_score,14989_date,14989_score,14991_date,14991_score,14992_date,14992_score,14993_date,14993_score,14994_date,14994_score,14995_date,14995_score,clicks_forumng,clicks_glossary,clicks_homepage,clicks_oucontent,clicks_ouelluminate,clicks_quiz,clicks_resource,clicks_sharedsubpage,clicks_subpage,clicks_url
BBB,2013B,519387,F,London Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,-82.0,NA,19.0,69.0,47.0,70.0,96.0,62.0,124.0,51.0,163.0,65.0,NA,NA,60.0,100.0,95.0,60.0,126.0,100.0,164.0,100.0,189.0,100.0,546.0,0.0,140.0,0.0,0.0,79.0,17.0,0.0,27.0,3.0
BBB,2013B,519602,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,Y,Pass,-21.0,NA,19.0,80.0,67.0,69.0,85.0,68.0,132.0,65.0,NA,NA,200.0,64.0,60.0,100.0,NA,NA,NA,NA,NA,NA,NA,NA,45.0,0.0,57.0,1.0,0.0,15.0,32.0,0.0,50.0,3.0
BBB,2013B,519647,F,South West Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,-179.0,27.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2013B,519800,F,Wales,Lower Than A Level,70-80%,35-55,1,120,N,Pass,-111.0,NA,18.0,87.0,52.0,64.0,88.0,81.0,138.0,77.0,NA,NA,188.0,72.0,60.0,100.0,95.0,80.0,126.0,100.0,NA,NA,189.0,100.0,3714.0,7.0,547.0,1.0,1.0,77.0,22.0,0.0,54.0,36.0
BBB,2013B,520049,F,West Midlands Region,Lower Than A Level,60-70%,35-55,0,60,N,Withdrawn,-50.0,-2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2013B,520230,F,South Region,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn,-23.0,27.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2013B,520749,M,East Anglian Region,Lower Than A Level,20-30%,0-35,1,120,Y,Withdrawn,-2.0,16.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,28.0,1.0,0.0,2.0,9.0,0.0,19.0,6.0
BBB,2013B,520836,M,Ireland,Lower Than A Level,60-70%,0-35,0,60,N,Pass,-149.0,NA,19.0,70.0,54.0,71.0,103.0,72.0,124.0,71.0,180.0,75.0,NA,NA,60.0,100.0,95.0,80.0,126.0,80.0,164.0,80.0,189.0,60.0,417.0,0.0,210.0,0.0,0.0,79.0,4.0,0.0,15.0,9.0
BBB,2013B,521069,M,South Region,A Level or Equivalent,10-20,35-55,0,60,N,Fail,-104.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.0,0.0,41.0,3.0,0.0,1.0,21.0,0.0,18.0,17.0
BBB,2013B,521081,F,Yorkshire Region,Lower Than A Level,10-20,0-35,0,90,Y,Fail,-65.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0,0.0,16.0,0.0,0.0,1.0,3.0,0.0,10.0,6.0
BBB,2013B,521096,F,Ireland,Lower Than A Level,70-80%,0-35,0,120,N,Pass,-42.0,NA,17.0,87.0,46.0,86.0,87.0,85.0,121.0,82.0,158.0,82.0,NA,NA,60.0,100.0,95.0,100.0,126.0,100.0,164.0,100.0,189.0,80.0,2022.0,5.0,711.0,1.0,0.0,153.0,86.0,0.0,265.0,79.0
BBB,2013B,521394,F,Ireland,Lower Than A Level,0-10%,0-35,1,120,N,Pass,-114.0,NA,16.0,89.0,51.0,83.0,87.0,90.0,123.0,85.0,NA,NA,185.0,85.0,60.0,100.0,95.0,100.0,126.0,100.0,164.0,60.0,189.0,100.0,1443.0,10.0,338.0,0.0,1.0,66.0,24.0,0.0,45.0,25.0
BBB,2013B,521430,F,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Distinction,-34.0,NA,16.0,62.0,46.0,72.0,88.0,83.0,122.0,95.0,162.0,91.0,186.0,93.0,60.0,100.0,95.0,100.0,126.0,100.0,164.0,100.0,189.0,60.0,5378.0,24.0,851.0,2.0,0.0,141.0,151.0,0.0,279.0,43.0
BBB,2013B,521496,M,Wales,Lower Than A Level,10-20,0-35,1,120,N,Fail,-61.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
BBB,2013B,521764,F,London Region,A Level or Equivalent,10-20,35-55,0,60,N,Pass,-18.0,NA,15.0,72.0,52.0,62.0,88.0,79.0,128.0,89.0,NA,NA,195.0,77.0,60.0,100.0,95.0,100.0,126.0,100.0,164.0,80.0,189.0,80.0,668.0,3.0,286.0,1.0,1.0,70.0,29.0,0.0,29.0,12.0
BBB,2013B,521903,F,South West Region,Lower Than A Level,70-80%,0-35,1,120,Y,Fail,-59.0,NA,18.0,73.0,51.0,59.0,85.0,63.0,132.0,66.0,167.0,65.0,186.0,66.0,60.0,80.0,95.0,80.0,NA,NA,164.0,40.0,189.0,100.0,102.0,1.0,153.0,1.0,0.0,102.0,53.0,0.0,66.0,24.0
BBB,2013B,522090,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-50.0,NA,19.0,73.0,47.0,61.0,89.0,62.0,129.0,69.0,160.0,59.0,187.0,82.0,60.0,100.0,95.0,100.0,126.0,100.0,164.0,80.0,189.0,100.0,58.0,0.0,29.0,1.0,0.0,68.0,7.0,0.0,17.0,0.0
BBB,2013B,522249,F,South West Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,-119.0,NA,19.0,65.0,48.0,62.0,96.0,75.0,138.0,68.0,NA,NA,198.0,80.0,60.0,80.0,95.0,100.0,126.0,100.0,NA,NA,NA,NA,441.0,0.0,174.0,0.0,0.0,51.0,13.0,0.0,53.0,19.0
BBB,2013B,522302,F,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,-67.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
BBB,2013B,522373,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,-29.0,NA,17.0,73.0,48.0,75.0,88.0,78.0,126.0,78.0,162.0,79.0,187.0,80.0,60.0,100.0,95.0,100.0,126.0,100.0,164.0,100.0,189.0,100.0,165.0,2.0,116.0,0.0,0.0,101.0,37.0,0.0,66.0,14.0
BBB,2013B,522383,F,Wales,Lower Than A Level,0-10%,0-35,1,120,Y,Fail,-16.0,NA,18.0,75.0,47.0,41.0,NA,NA,NA,NA,NA,NA,NA,NA,60.0,80.0,95.0,40.0,126.0,80.0,164.0,100.0,NA,NA,294.0,0.0,147.0,1.0,0.0,67.0,14.0,0.0,17.0,10.0
BBB,2013B,522512,F,Wales,Lower Than A Level,30-40%,0-35,1,120,N,Fail,-29.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0
BBB,2013B,523012,F,Scotland,A Level or Equivalent,60-70%,35-55,0,120,N,Pass,-23.0,NA,16.0,85.0,41.0,83.0,83.0,82.0,122.0,86.0,156.0,85.0,182.0,87.0,60.0,100.0,95.0,100.0,126.0,80.0,164.0,100.0,189.0,100.0,339.0,0.0,309.0,1.0,0.0,78.0,67.0,0.0,80.0,27.0
BBB,2013B,523156,F,North Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,-27.0,27.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0
BBB,2013B,523596,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,75,N,Fail,-85.0,NA,22.0,71.0,47.0,75.0,89.0,79.0,134.0,76.0,158.0,78.0,190.0,70.0,60.0,100.0,95.0,80.0,126.0,60.0,164.0,100.0,189.0,100.0,118.0,2.0,95.0,0.0,0.0,105.0,6.0,0.0,17.0,14.0
BBB,2013B,523630,F,South Region,Lower Than A Level,30-40%,35-55,0,120,N,Pass,-61.0,NA,19.0,83.0,47.0,65.0,96.0,77.0,131.0,80.0,173.0,95.0,188.0,80.0,60.0,100.0,95.0,100.0,126.0,100.0,164.0,100.0,189.0,100.0,112.0,0.0,106.0,0.0,10.0,81.0,151.0,0.0,82.0,14.0
BBB,2013B,523672,M,Wales,Lower Than A Level,10-20,35-55,0,90,N,Pass,-28.0,NA,18.0,40.0,46.0,55.0,89.0,42.0,124.0,46.0,159.0,62.0,187.0,43.0,60.0,100.0,95.0,100.0,126.0,80.0,164.0,100.0,189.0,80.0,235.0,2.0,80.0,1.0,0.0,71.0,1.0,0.0,8.0,3.0
BBB,2013B,523789,F,London Region,A Level or Equivalent,20-30%,0-35,1,240,N,Withdrawn,-151.0,-23.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2013B,523966,F,Wales,A Level or Equivalent,20-30%,0-35,0,150,N,Pass,-113.0,NA,15.0,85.0,45.0,92.0,89.0,87.0,135.0,75.0,169.0,87.0,NA,NA,60.0,100.0,95.0,100.0,126.0,60.0,164.0,100.0,189.0,80.0,365.0,2.0,233.0,2.0,1.0,108.0,21.0,0.0,47.0,13.0
BBB,2013B,524101,F,North Region,Lower Than A Level,50-60%,35-55,1,120,N,Withdrawn,-126.0,143.0,16.0,75.0,46.0,72.0,NA,NA,NA,NA,NA,NA,NA,NA,60.0,100.0,95.0,80.0,NA,NA,NA,NA,NA,NA,1254.0,0.0,288.0,0.0,0.0,36.0,11.0,0.0,19.0,14.0
BBB,2013B,524171,F,North Western Region,A Level or Equivalent,40-50%,0-35,0,120,N,Fail,-142.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
BBB,2013B,524452,F,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-101.0,NA,19.0,82.0,46.0,83.0,88.0,81.0,122.0,86.0,158.0,87.0,183.0,89.0,60.0,100.0,95.0,100.0,126.0,80.0,164.0,80.0,189.0,100.0,1745.0,3.0,309.0,1.0,0.0,86.0,34.0,0.0,52.0,15.0
BBB,2013B,524496,F,West Midlands Region,A Level or Equivalent,0-10%,35-55,0,60,N,Withdrawn,-147.0,16.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2013B,524598,M,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-135.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2013B,524769,F,South West Region,Lower Than A Level,30-40%,0-35,1,150,Y,Withdrawn,-30.0,27.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.0,0.0,6.0,0.0,0.0,1.0,4.0,0.0,6.0,1.0
BBB,2013B,524968,F,West Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,-52.0,-2.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,8.0,0.0,0.0,1.0,4.0,0.0,3.0,2.0
BBB,2013B,525501,F,East Anglian Region,Lower Than A Level,20-30%,35-55,0,60,Y,Pass,-119.0,NA,16.0,80.0,50.0,75.0,96.0,81.0,123.0,53.0,158.0,65.0,187.0,86.0,60.0,100.0,95.0,100.0,126.0,80.0,164.0,80.0,189.0,100.0,1043.0,0.0,564.0,3.0,1.0,98.0,120.0,0.0,242.0,28.0
BBB,2013B,525520,F,North Region,Lower Than A Level,70-80%,35-55,0,60,N,Fail,-144.0,NA,18.0,60.0,53.0,82.0,89.0,75.0,132.0,83.0,NA,NA,187.0,80.0,60.0,60.0,95.0,80.0,126.0,100.0,164.0,80.0,189.0,40.0,429.0,0.0,210.0,1.0,0.0,117.0,75.0,0.0,117.0,21.0
BBB,2013B,525543,F,East Midlands Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn,-161.0,-142.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2013B,525679,F,London Region,Lower Than A Level,10-20,0-35,0,120,N,Fail,-116.0,NA,19.0,65.0,57.0,55.0,NA,NA,167.0,53.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.0,0.0,33.0,0.0,0.0,1.0,2.0,0.0,7.0,5.0
BBB,2013B,525683,F,North Western Region,Lower Than A Level,30-40%,0-35,0,75,N,Pass,-96.0,NA,16.0,85.0,43.0,65.0,92.0,78.0,NA,NA,163.0,62.0,187.0,71.0,60.0,100.0,95.0,80.0,126.0,80.0,164.0,100.0,189.0,60.0,3773.0,9.0,1349.0,0.0,0.0,162.0,34.0,0.0,54.0,10.0
BBB,2013B,525797,F,East Midlands Region,Lower Than A Level,90-100%,0-35,1,120,N,Fail,-121.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2013B,525869,F,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,-86.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.0,0.0,11.0,1.0,0.0,0.0,3.0,0.0,5.0,1.0
BBB,2013B,525942,M,Scotland,Lower Than A Level,0-10%,0-35,0,60,Y,Withdrawn,-68.0,216.0,18.0,69.0,47.0,83.0,89.0,91.0,131.0,87.0,180.0,89.0,NA,NA,60.0,100.0,95.0,100.0,126.0,100.0,164.0,100.0,189.0,100.0,1089.0,0.0,419.0,1.0,1.0,95.0,47.0,0.0,95.0,52.0
BBB,2013B,526200,F,South West Region,Lower Than A Level,60-70%,0-35,1,240,N,Fail,-115.0,NA,19.0,93.0,51.0,95.0,89.0,85.0,NA,NA,NA,NA,NA,NA,60.0,80.0,95.0,100.0,126.0,80.0,164.0,100.0,NA,NA,357.0,0.0,254.0,1.0,0.0,60.0,11.0,0.0,31.0,11.0
BBB,2013B,526370,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,-73.0,NA,26.0,75.0,54.0,68.0,99.0,63.0,124.0,78.0,NA,NA,187.0,62.0,60.0,60.0,95.0,100.0,126.0,40.0,NA,NA,189.0,40.0,117.0,0.0,220.0,1.0,0.0,114.0,17.0,0.0,32.0,31.0
BBB,2013B,526506,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,1,240,N,Withdrawn,-43.0,79.0,-1.0,72.0,-1.0,70.0,NA,NA,NA,NA,NA,NA,NA,NA,-1.0,100.0,NA,NA,NA,NA,NA,NA,NA,NA,226.0,0.0,137.0,0.0,0.0,31.0,12.0,0.0,2.0,0.0
BBB,2013B,527020,F,South Region,Lower Than A Level,30-40%,35-55,0,120,Y,Pass,-79.0,NA,18.0,69.0,64.0,59.0,88.0,55.0,124.0,65.0,159.0,51.0,186.0,55.0,60.0,100.0,95.0,80.0,126.0,60.0,164.0,60.0,189.0,60.0,29.0,0.0,62.0,1.0,0.0,73.0,23.0,0.0,34.0,11.0
BBB,2013B,527164,F,South East Region,A Level or Equivalent,0-10%,0-35,0,120,N,Distinction,-93.0,NA,18.0,70.0,46.0,86.0,88.0,83.0,123.0,83.0,157.0,80.0,185.0,86.0,60.0,100.0,95.0,100.0,126.0,100.0,164.0,100.0,189.0,20.0,4506.0,4.0,1148.0,2.0,4.0,152.0,77.0,0.0,156.0,46.0
BBB,2013B,527227,F,Yorkshire Region,Lower Than A Level,70-80%,35-55,1,120,N,Pass,-128.0,NA,16.0,75.0,44.0,68.0,88.0,63.0,122.0,77.0,157.0,77.0,192.0,79.0,60.0,100.0,95.0,80.0,126.0,100.0,164.0,100.0,189.0,100.0,664.0,0.0,237.0,1.0,0.0,71.0,41.0,1.0,83.0,19.0
BBB,2013B,527313,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,120,N,Fail,-16.0,NA,26.0,73.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.0,0.0,17.0,1.0,0.0,1.0,4.0,0.0,5.0,2.0
BBB,2013B,527343,F,Wales,A Level or Equivalent,0-10%,0-35,1,120,N,Withdrawn,-46.0,29.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
BBB,2013B,527382,F,Wales,Lower Than A Level,0-10%,0-35,0,60,Y,Withdrawn,-59.0,39.0,33.0,67.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.0,0.0,7.0,1.0,0.0,2.0,2.0,0.0,3.0,1.0
BBB,2013B,527400,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail,-65.0,NA,15.0,63.0,50.0,61.0,NA,NA,NA,NA,NA,NA,NA,NA,60.0,80.0,95.0,100.0,NA,NA,NA,NA,NA,NA,671.0,12.0,127.0,0.0,0.0,36.0,3.0,0.0,5.0,1.0
BBB,2013B,527659,F,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-109.0,NA,18.0,47.0,46.0,11.0,NA,NA,NA,NA,NA,NA,NA,NA,60.0,100.0,NA,NA,NA,NA,NA,NA,NA,NA,34.0,0.0,11.0,0.0,0.0,16.0,0.0,0.0,1.0,1.0
BBB,2013B,527886,F,North Western Region,Lower Than A Level,40-50%,0-35,1,120,N,Pass,-88.0,NA,19.0,90.0,47.0,87.0,89.0,95.0,136.0,90.0,NA,NA,188.0,84.0,60.0,100.0,95.0,100.0,126.0,100.0,164.0,100.0,189.0,100.0,563.0,1.0,220.0,1.0,4.0,103.0,22.0,0.0,30.0,16.0
BBB,2013B,527980,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Distinction,-116.0,NA,15.0,90.0,44.0,80.0,87.0,90.0,123.0,85.0,158.0,85.0,186.0,87.0,60.0,100.0,95.0,100.0,126.0,80.0,164.0,80.0,189.0,80.0,1006.0,0.0,379.0,1.0,0.0,106.0,29.0,0.0,49.0,27.0
BBB,2013B,528161,F,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-116.0,NA,17.0,79.0,61.0,75.0,90.0,71.0,138.0,69.0,171.0,74.0,187.0,72.0,60.0,80.0,95.0,60.0,NA,NA,164.0,100.0,189.0,80.0,92.0,0.0,61.0,2.0,0.0,57.0,12.0,0.0,32.0,8.0
BBB,2013B,528175,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,150,Y,Withdrawn,-88.0,83.0,17.0,71.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.0,0.0,78.0,1.0,2.0,9.0,13.0,0.0,30.0,18.0
BBB,2013B,528220,F,East Midlands Region,A Level or Equivalent,0-10%,35-55,1,180,N,Withdrawn,-128.0,110.0,19.0,62.0,47.0,45.0,100.0,54.0,NA,NA,NA,NA,NA,NA,60.0,60.0,95.0,100.0,NA,NA,NA,NA,NA,NA,167.0,0.0,58.0,0.0,0.0,60.0,2.0,0.0,6.0,1.0
BBB,2013B,528250,F,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-130.0,NA,4.0,68.0,44.0,70.0,87.0,69.0,129.0,70.0,156.0,60.0,177.0,73.0,60.0,100.0,95.0,100.0,126.0,80.0,164.0,100.0,189.0,80.0,156.0,0.0,160.0,1.0,1.0,80.0,42.0,0.0,56.0,16.0
BBB,2013B,528261,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,1,120,N,Distinction,-109.0,NA,16.0,85.0,45.0,91.0,87.0,91.0,123.0,91.0,158.0,94.0,187.0,87.0,60.0,100.0,95.0,100.0,126.0,100.0,164.0,100.0,189.0,100.0,429.0,0.0,281.0,1.0,27.0,101.0,34.0,0.0,53.0,15.0
BBB,2013B,528270,F,South West Region,Lower Than A Level,70-80%,0-35,0,180,N,Withdrawn,-142.0,-131.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2013B,528353,F,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,-24.0,NA,18.0,84.0,46.0,83.0,89.0,77.0,124.0,76.0,159.0,78.0,187.0,75.0,60.0,100.0,95.0,100.0,126.0,80.0,164.0,100.0,189.0,80.0,746.0,0.0,223.0,0.0,1.0,87.0,40.0,0.0,77.0,23.0
BBB,2013B,528649,M,London Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,-36.0,NA,19.0,55.0,47.0,59.0,88.0,40.0,124.0,35.0,177.0,40.0,NA,NA,60.0,100.0,95.0,100.0,126.0,100.0,164.0,100.0,189.0,80.0,111.0,0.0,140.0,1.0,0.0,64.0,31.0,0.0,35.0,9.0
BBB,2013B,528698,F,South East Region,Lower Than A Level,70-80%,35-55,0,120,N,Pass,-85.0,NA,-4.0,76.0,43.0,70.0,72.0,77.0,122.0,77.0,157.0,80.0,186.0,84.0,60.0,80.0,95.0,100.0,126.0,100.0,164.0,60.0,189.0,100.0,1380.0,5.0,257.0,0.0,0.0,83.0,69.0,0.0,181.0,22.0
BBB,2013B,528904,F,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-24.0,NA,17.0,84.0,44.0,88.0,88.0,86.0,123.0,77.0,NA,NA,186.0,79.0,60.0,100.0,95.0,100.0,126.0,100.0,164.0,80.0,189.0,100.0,839.0,0.0,291.0,1.0,0.0,78.0,24.0,0.0,40.0,5.0
BBB,2013B,528918,F,East Midlands Region,Lower Than A Level,20-30%,35-55,1,120,N,Withdrawn,-22.0,74.0,17.0,62.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.0,0.0,17.0,1.0,0.0,1.0,12.0,0.0,10.0,4.0
BBB,2013B,529065,F,North Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,-20.0,NA,19.0,77.0,47.0,85.0,89.0,75.0,124.0,77.0,162.0,85.0,191.0,87.0,60.0,100.0,95.0,100.0,126.0,60.0,164.0,80.0,189.0,100.0,825.0,4.0,306.0,2.0,1.0,117.0,23.0,0.0,41.0,16.0
BBB,2013B,529118,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,1,120,Y,Withdrawn,-73.0,-5.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2013B,529174,F,Wales,Lower Than A Level,90-100%,0-35,1,120,N,Fail,-92.0,NA,19.0,73.0,54.0,66.0,89.0,55.0,124.0,62.0,159.0,75.0,187.0,73.0,NA,NA,NA,NA,126.0,60.0,164.0,20.0,189.0,40.0,133.0,0.0,97.0,2.0,0.0,46.0,19.0,0.0,28.0,4.0
BBB,2013B,529212,F,West Midlands Region,Lower Than A Level,40-50%,0-35,1,180,N,Pass,-59.0,NA,18.0,78.0,59.0,76.0,102.0,76.0,138.0,76.0,165.0,69.0,185.0,70.0,NA,NA,95.0,40.0,NA,NA,164.0,80.0,189.0,40.0,103.0,0.0,102.0,1.0,0.0,40.0,40.0,0.0,49.0,6.0
BBB,2013B,529383,F,Scotland,HE Qualification,80-90%,35-55,1,150,N,Fail,-18.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.0,0.0,44.0,0.0,0.0,5.0,41.0,0.0,75.0,8.0
BBB,2013B,529446,F,North Western Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,-50.0,NA,8.0,68.0,45.0,72.0,88.0,71.0,NA,NA,159.0,91.0,NA,NA,60.0,100.0,95.0,100.0,NA,NA,164.0,100.0,NA,NA,408.0,0.0,147.0,1.0,1.0,58.0,65.0,0.0,88.0,13.0
BBB,2013B,529452,F,Wales,A Level or Equivalent,90-100%,35-55,0,75,N,Fail,-22.0,NA,18.0,23.0,54.0,87.0,104.0,77.0,131.0,65.0,173.0,60.0,201.0,70.0,60.0,100.0,95.0,80.0,126.0,80.0,164.0,80.0,189.0,100.0,483.0,2.0,288.0,2.0,1.0,68.0,52.0,1.0,36.0,14.0
BBB,2013B,529502,F,Wales,HE Qualification,30-40%,35-55,0,60,N,Pass,-15.0,NA,19.0,50.0,50.0,79.0,101.0,56.0,132.0,79.0,163.0,82.0,187.0,76.0,60.0,60.0,95.0,100.0,126.0,100.0,NA,NA,189.0,40.0,2214.0,0.0,670.0,1.0,1.0,62.0,64.0,0.0,93.0,34.0
BBB,2013B,529767,F,West Midlands Region,Lower Than A Level,60-70%,35-55,1,120,N,Withdrawn,-23.0,27.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2013B,530065,F,Yorkshire Region,A Level or Equivalent,70-80%,35-55,0,180,N,Pass,-120.0,NA,-3.0,49.0,51.0,66.0,87.0,59.0,123.0,59.0,159.0,49.0,186.0,39.0,60.0,100.0,95.0,80.0,126.0,80.0,164.0,40.0,189.0,40.0,33.0,0.0,47.0,0.0,0.0,80.0,2.0,0.0,8.0,0.0
BBB,2013B,530153,F,Scotland,HE Qualification,40-50%,35-55,0,60,N,Fail,-106.0,NA,18.0,78.0,46.0,63.0,NA,NA,NA,NA,NA,NA,NA,NA,60.0,100.0,NA,NA,NA,NA,NA,NA,NA,NA,156.0,16.0,93.0,1.0,2.0,26.0,31.0,0.0,52.0,27.0
