code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,15020_date,15020_score,15021_date,15021_score,15022_date,15022_score,15023_date,15023_score,15024_date,15024_score,clicks_forumng,clicks_glossary,clicks_homepage,clicks_oucollaborate,clicks_oucontent,clicks_questionnaire,clicks_quiz,clicks_resource,clicks_subpage,clicks_url
BBB,2014J,656276,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,-120.0,NA,16.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,33.0,0.0,50.0,0.0,0.0,16.0,3.0,1.0
BBB,2014J,656352,F,East Anglian Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,44.0,NA,NA,NA,63.0,39.0,108.0,42.0,152.0,45.0,201.0,60.0,51.0,2.0,134.0,0.0,491.0,3.0,101.0,73.0,82.0,3.0
BBB,2014J,656373,F,Wales,A Level or Equivalent,80-90%,35-55,0,60,N,Distinction,-60.0,NA,18.0,100.0,52.0,84.0,127.0,80.0,151.0,75.0,200.0,78.0,43.0,1.0,192.0,17.0,738.0,11.0,153.0,23.0,44.0,1.0
BBB,2014J,656386,F,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-31.0,NA,16.0,100.0,53.0,58.0,109.0,60.0,151.0,63.0,201.0,67.0,80.0,1.0,289.0,0.0,1888.0,10.0,190.0,27.0,26.0,2.0
BBB,2014J,656412,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,120,N,Withdrawn,-73.0,12.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,10.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0
BBB,2014J,656453,F,Ireland,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,-105.0,20.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
BBB,2014J,656455,M,Ireland,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,-108.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
BBB,2014J,656472,F,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,-74.0,12.0,19.0,100.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,10.0,0.0,4.0,0.0,0.0,5.0,3.0,0.0
BBB,2014J,656475,M,Ireland,HE Qualification,80-90%,35-55,0,60,N,Fail,-17.0,NA,19.0,0.0,49.0,38.0,107.0,30.0,150.0,38.0,197.0,36.0,0.0,0.0,52.0,0.0,50.0,0.0,80.0,11.0,15.0,4.0
BBB,2014J,656481,F,Ireland,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,-17.0,NA,13.0,100.0,54.0,70.0,110.0,66.0,152.0,76.0,201.0,75.0,1.0,0.0,253.0,0.0,752.0,5.0,221.0,45.0,64.0,1.0
BBB,2014J,656494,F,Ireland,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,5.0,NA,15.0,100.0,53.0,50.0,107.0,59.0,151.0,55.0,197.0,40.0,0.0,0.0,37.0,0.0,138.0,0.0,84.0,25.0,4.0,1.0
BBB,2014J,656522,F,South East Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-70.0,NA,15.0,100.0,54.0,78.0,110.0,81.0,151.0,80.0,201.0,67.0,0.0,0.0,12.0,0.0,41.0,0.0,1.0,4.0,3.0,0.0
BBB,2014J,656540,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-42.0,NA,16.0,100.0,52.0,48.0,109.0,52.0,151.0,60.0,200.0,53.0,0.0,0.0,170.0,0.0,691.0,14.0,164.0,52.0,39.0,3.0
BBB,2014J,656549,F,Scotland,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,-100.0,202.0,-5.0,1.0,39.0,40.0,103.0,35.0,145.0,35.0,202.0,0.0,21.0,0.0,46.0,5.0,131.0,0.0,44.0,4.0,5.0,1.0
BBB,2014J,656557,F,South East Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass,-127.0,NA,7.0,100.0,47.0,75.0,109.0,85.0,150.0,81.0,200.0,79.0,123.0,3.0,357.0,14.0,723.0,7.0,190.0,109.0,35.0,1.0
BBB,2014J,656566,F,London Region,A Level or Equivalent,10-20,0-35,0,180,N,Fail,-95.0,NA,18.0,100.0,53.0,45.0,110.0,77.0,149.0,45.0,201.0,74.0,222.0,1.0,127.0,44.0,261.0,0.0,119.0,31.0,34.0,6.0
BBB,2014J,656576,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,180,N,Withdrawn,-15.0,-1.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,4.0,0.0,3.0,0.0,0.0,10.0,0.0,0.0
BBB,2014J,656681,F,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-24.0,NA,12.0,100.0,53.0,67.0,109.0,64.0,150.0,50.0,204.0,70.0,78.0,21.0,231.0,15.0,664.0,7.0,127.0,54.0,81.0,6.0
BBB,2014J,656698,F,Ireland,Lower Than A Level,0-10%,35-55,0,60,N,Fail,-98.0,NA,22.0,0.0,53.0,76.0,110.0,88.0,154.0,70.0,201.0,60.0,0.0,2.0,111.0,0.0,752.0,6.0,5.0,23.0,37.0,2.0
BBB,2014J,656711,F,Ireland,Lower Than A Level,60-70%,35-55,0,60,N,Pass,-17.0,NA,16.0,0.0,53.0,62.0,109.0,82.0,151.0,68.0,200.0,65.0,0.0,0.0,80.0,0.0,226.0,0.0,0.0,22.0,16.0,4.0
BBB,2014J,656755,F,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,-127.0,NA,NA,NA,73.0,40.0,126.0,35.0,179.0,45.0,NA,NA,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
BBB,2014J,656784,F,Scotland,HE Qualification,20-30%,0-35,0,60,N,Fail,-93.0,NA,18.0,100.0,54.0,60.0,110.0,65.0,151.0,90.0,NA,NA,101.0,1.0,159.0,26.0,352.0,0.0,104.0,34.0,41.0,2.0
BBB,2014J,656873,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,-24.0,NA,19.0,1.0,53.0,48.0,109.0,45.0,151.0,50.0,200.0,72.0,57.0,0.0,274.0,10.0,1006.0,8.0,280.0,66.0,36.0,5.0
BBB,2014J,656915,F,Scotland,HE Qualification,60-70%,0-35,0,60,N,Pass,-59.0,NA,17.0,100.0,52.0,60.0,109.0,65.0,151.0,75.0,200.0,75.0,98.0,6.0,302.0,14.0,1290.0,15.0,150.0,50.0,52.0,0.0
BBB,2014J,656990,M,London Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,-95.0,NA,17.0,100.0,51.0,58.0,107.0,69.0,156.0,73.0,200.0,95.0,95.0,2.0,602.0,23.0,3709.0,8.0,277.0,132.0,96.0,12.0
BBB,2014J,657032,F,South Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass,-43.0,NA,17.0,1.0,51.0,77.0,110.0,74.0,151.0,74.0,206.0,68.0,33.0,0.0,211.0,34.0,786.0,16.0,232.0,42.0,44.0,1.0
BBB,2014J,657099,F,South Region,A Level or Equivalent,30-40%,0-35,0,120,Y,Fail,-28.0,NA,9.0,1.0,48.0,54.0,107.0,40.0,153.0,40.0,197.0,40.0,0.0,0.0,11.0,0.0,62.0,0.0,32.0,3.0,4.0,0.0
BBB,2014J,657290,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,-73.0,NA,15.0,1.0,53.0,88.0,108.0,70.0,152.0,64.0,201.0,75.0,275.0,1.0,285.0,22.0,736.0,11.0,166.0,74.0,36.0,2.0
BBB,2014J,657293,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction,-122.0,NA,0.0,100.0,49.0,83.0,108.0,99.0,149.0,83.0,200.0,85.0,9.0,1.0,153.0,6.0,354.0,0.0,97.0,106.0,54.0,1.0
BBB,2014J,674201,F,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,-113.0,55.0,12.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,8.0,0.0,29.0,0.0,79.0,0.0,49.0,5.0,6.0,3.0
BBB,2014J,674214,F,South Region,HE Qualification,40-50%,35-55,0,60,N,Pass,-92.0,NA,18.0,100.0,52.0,95.0,110.0,55.0,152.0,72.0,201.0,90.0,2.0,2.0,146.0,18.0,413.0,7.0,66.0,19.0,18.0,1.0
BBB,2014J,674276,F,Scotland,HE Qualification,30-40%,35-55,0,60,N,Pass,-102.0,NA,17.0,100.0,53.0,70.0,110.0,70.0,152.0,60.0,201.0,75.0,69.0,7.0,238.0,1.0,912.0,0.0,198.0,92.0,53.0,3.0
BBB,2014J,674280,F,Yorkshire Region,Lower Than A Level,10-20,35-55,0,120,N,Withdrawn,-73.0,-9.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2014J,674290,F,North Region,A Level or Equivalent,80-90%,0-35,0,60,N,Distinction,-37.0,NA,19.0,1.0,53.0,85.0,105.0,90.0,173.0,85.0,208.0,90.0,261.0,5.0,290.0,5.0,1037.0,11.0,150.0,42.0,74.0,2.0
BBB,2014J,674319,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,-80.0,12.0,18.0,100.0,NA,NA,NA,NA,NA,NA,NA,NA,2.0,0.0,33.0,0.0,89.0,0.0,0.0,19.0,10.0,2.0
BBB,2014J,674322,M,Scotland,HE Qualification,40-50%,0-35,0,60,N,Pass,-88.0,NA,19.0,1.0,53.0,74.0,110.0,63.0,152.0,65.0,201.0,55.0,0.0,0.0,23.0,26.0,57.0,0.0,0.0,159.0,16.0,1.0
BBB,2014J,674323,F,London Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,-102.0,12.0,19.0,100.0,NA,NA,NA,NA,NA,NA,NA,NA,24.0,0.0,7.0,0.0,20.0,0.0,0.0,5.0,5.0,0.0
BBB,2014J,674349,F,South Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction,-77.0,NA,15.0,100.0,50.0,58.0,104.0,69.0,149.0,80.0,209.0,89.0,2.0,2.0,188.0,4.0,1092.0,9.0,159.0,161.0,39.0,2.0
BBB,2014J,674495,F,Scotland,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-101.0,NA,17.0,100.0,53.0,76.0,110.0,70.0,152.0,70.0,201.0,72.0,110.0,6.0,258.0,21.0,406.0,0.0,85.0,41.0,26.0,1.0
BBB,2014J,674501,F,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,Y,Withdrawn,-48.0,-36.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2014J,674502,F,South East Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,-120.0,-9.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2014J,674548,F,Ireland,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn,-17.0,160.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2014J,674576,F,North Western Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,-30.0,NA,17.0,100.0,48.0,80.0,117.0,88.0,151.0,78.0,200.0,82.0,704.0,13.0,353.0,13.0,777.0,0.0,126.0,63.0,23.0,5.0
BBB,2014J,674605,F,Wales,Lower Than A Level,90-100%,35-55,0,60,N,Pass,-80.0,NA,18.0,80.0,53.0,67.0,109.0,67.0,150.0,72.0,199.0,68.0,176.0,6.0,213.0,6.0,714.0,6.0,117.0,29.0,42.0,3.0
BBB,2014J,674616,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,-112.0,NA,19.0,1.0,136.0,70.0,138.0,60.0,159.0,62.0,NA,NA,0.0,0.0,13.0,0.0,7.0,0.0,0.0,5.0,12.0,0.0
BBB,2014J,674643,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn,-16.0,-8.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2014J,674746,F,East Anglian Region,HE Qualification,50-60%,0-35,0,120,N,Withdrawn,-17.0,27.0,19.0,100.0,NA,NA,NA,NA,NA,NA,NA,NA,10.0,1.0,28.0,0.0,130.0,0.0,0.0,7.0,6.0,1.0
BBB,2014J,674748,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,-116.0,73.0,16.0,100.0,NA,NA,NA,NA,NA,NA,NA,NA,23.0,0.0,111.0,1.0,34.0,0.0,60.0,31.0,40.0,4.0
BBB,2014J,674758,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn,-99.0,100.0,10.0,1.0,53.0,56.0,NA,NA,NA,NA,NA,NA,0.0,1.0,18.0,0.0,9.0,0.0,0.0,9.0,9.0,0.0
BBB,2014J,674777,F,Scotland,Lower Than A Level,10-20,0-35,0,60,N,Pass,-101.0,NA,12.0,100.0,41.0,95.0,97.0,63.0,155.0,60.0,201.0,63.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2014J,674784,F,South West Region,HE Qualification,40-50%,0-35,0,120,N,Pass,-28.0,NA,11.0,100.0,54.0,75.0,109.0,70.0,150.0,75.0,209.0,64.0,74.0,0.0,102.0,5.0,121.0,0.0,148.0,41.0,60.0,0.0
BBB,2014J,674922,F,North Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,-107.0,NA,17.0,1.0,49.0,68.0,105.0,67.0,151.0,67.0,193.0,61.0,12.0,0.0,59.0,0.0,264.0,0.0,137.0,31.0,22.0,1.0
BBB,2014J,674960,F,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-115.0,NA,18.0,1.0,53.0,67.0,110.0,58.0,152.0,50.0,200.0,42.0,22.0,0.0,46.0,0.0,40.0,0.0,60.0,15.0,13.0,2.0
BBB,2014J,675042,F,Yorkshire Region,No Formal quals,0-10%,0-35,0,60,N,Pass,-29.0,NA,19.0,100.0,53.0,79.0,109.0,81.0,151.0,60.0,200.0,67.0,52.0,1.0,138.0,10.0,487.0,3.0,94.0,53.0,40.0,3.0
BBB,2014J,675047,F,North Region,HE Qualification,30-40%,0-35,0,60,N,Withdrawn,-114.0,12.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2014J,675059,F,London Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-116.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.0,0.0,18.0,0.0,16.0,0.0,0.0,3.0,8.0,2.0
BBB,2014J,675085,F,Scotland,Lower Than A Level,0-10%,0-35,0,60,Y,Pass,-51.0,NA,6.0,1.0,53.0,79.0,109.0,68.0,151.0,60.0,198.0,86.0,265.0,1.0,266.0,2.0,1319.0,16.0,193.0,51.0,30.0,0.0
BBB,2014J,675094,F,East Midlands Region,Lower Than A Level,10-20,35-55,0,90,N,Withdrawn,-116.0,140.0,19.0,1.0,NA,NA,113.0,50.0,NA,NA,NA,NA,8.0,0.0,104.0,0.0,111.0,0.0,1.0,46.0,19.0,1.0
BBB,2014J,675096,M,East Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn,-116.0,201.0,17.0,1.0,50.0,60.0,108.0,67.0,151.0,50.0,NA,NA,127.0,5.0,407.0,1.0,1077.0,4.0,170.0,90.0,40.0,3.0
BBB,2014J,675116,F,London Region,Lower Than A Level,30-40%,0-35,0,240,N,Withdrawn,-79.0,12.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2014J,675159,F,Scotland,Lower Than A Level,20-30%,35-55,0,60,N,Pass,-71.0,NA,19.0,100.0,53.0,88.0,109.0,71.0,151.0,79.0,201.0,70.0,203.0,5.0,388.0,3.0,2243.0,13.0,174.0,254.0,97.0,7.0
BBB,2014J,675161,M,London Region,Lower Than A Level,10-20,0-35,0,120,Y,Withdrawn,-42.0,-30.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2014J,675165,F,Yorkshire Region,HE Qualification,30-40%,35-55,0,60,N,Withdrawn,-20.0,12.0,20.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0
BBB,2014J,675178,F,Wales,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn,-116.0,-93.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2014J,675223,F,Scotland,Lower Than A Level,0-10%,0-35,0,60,N,Pass,-29.0,NA,19.0,1.0,55.0,84.0,117.0,67.0,152.0,60.0,202.0,60.0,63.0,5.0,263.0,15.0,363.0,0.0,6.0,61.0,52.0,4.0
BBB,2014J,675231,F,Scotland,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-39.0,NA,19.0,100.0,49.0,71.0,109.0,78.0,157.0,85.0,199.0,77.0,36.0,0.0,123.0,13.0,407.0,0.0,71.0,146.0,28.0,2.0
BBB,2014J,675246,F,West Midlands Region,HE Qualification,70-80%,0-35,0,60,N,Withdrawn,-115.0,-33.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2014J,675526,F,Scotland,Lower Than A Level,0-10%,35-55,0,120,N,Pass,-99.0,NA,-2.0,100.0,32.0,70.0,83.0,70.0,123.0,30.0,183.0,60.0,494.0,0.0,379.0,8.0,387.0,0.0,143.0,63.0,51.0,1.0
BBB,2014J,675576,F,South East Region,Lower Than A Level,20-30%,35-55,0,60,N,Pass,-74.0,NA,18.0,1.0,53.0,60.0,109.0,45.0,152.0,52.0,201.0,90.0,3.0,4.0,175.0,0.0,428.0,0.0,72.0,73.0,62.0,0.0
BBB,2014J,675627,F,London Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn,-70.0,-16.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2014J,675671,F,West Midlands Region,A Level or Equivalent,0-10%,35-55,0,60,N,Withdrawn,-15.0,NA,17.0,100.0,NA,NA,NA,NA,NA,NA,NA,NA,9.0,0.0,12.0,0.0,15.0,0.0,0.0,4.0,3.0,1.0
BBB,2014J,675673,F,North Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn,-71.0,12.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2014J,675728,F,East Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail,-114.0,NA,12.0,1.0,50.0,48.0,102.0,57.0,155.0,50.0,200.0,58.0,2.0,0.0,46.0,0.0,50.0,0.0,0.0,14.0,13.0,1.0
BBB,2014J,675750,F,West Midlands Region,Lower Than A Level,10-20,35-55,0,120,N,Withdrawn,-63.0,123.0,18.0,100.0,53.0,62.0,NA,NA,NA,NA,NA,NA,14.0,0.0,67.0,1.0,63.0,0.0,21.0,18.0,6.0,2.0
BBB,2014J,675807,F,Scotland,HE Qualification,20-30%,35-55,0,60,N,Pass,-60.0,NA,19.0,100.0,54.0,97.0,110.0,80.0,152.0,90.0,209.0,70.0,54.0,1.0,166.0,2.0,308.0,0.0,125.0,44.0,41.0,1.0
BBB,2014J,675922,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn,-94.0,12.0,18.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,23.0,1.0,65.0,0.0,0.0,6.0,9.0,2.0
BBB,2014J,675929,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-109.0,NA,5.0,1.0,60.0,42.0,109.0,55.0,156.0,38.0,NA,NA,0.0,0.0,7.0,0.0,7.0,0.0,0.0,2.0,3.0,0.0
BBB,2014J,676011,F,South West Region,A Level or Equivalent,70-80%,0-35,0,120,N,Fail,-113.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,18.0,0.0,22.0,0.0,0.0,3.0,0.0,0.0
BBB,2014J,676093,F,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,-112.0,-22.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2014J,676151,F,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,-51.0,NA,10.0,1.0,36.0,67.0,109.0,72.0,152.0,67.0,201.0,65.0,1928.0,23.0,1031.0,34.0,1590.0,14.0,142.0,78.0,88.0,1.0
BBB,2014J,676169,F,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-93.0,NA,12.0,100.0,46.0,60.0,101.0,56.0,149.0,54.0,198.0,55.0,0.0,0.0,5.0,0.0,28.0,0.0,0.0,10.0,4.0,0.0
BBB,2014J,676176,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,-112.0,NA,4.0,100.0,48.0,88.0,87.0,61.0,131.0,70.0,177.0,82.0,167.0,0.0,211.0,11.0,380.0,1.0,122.0,35.0,55.0,3.0
BBB,2014J,676258,F,South West Region,Lower Than A Level,40-50%,35-55,0,120,N,Withdrawn,-77.0,12.0,18.0,100.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,17.0,0.0,24.0,0.0,0.0,3.0,1.0,1.0
BBB,2014J,676322,F,Scotland,Lower Than A Level,60-70%,0-35,0,120,N,Distinction,-29.0,NA,17.0,100.0,53.0,60.0,110.0,70.0,152.0,95.0,201.0,96.0,124.0,0.0,201.0,9.0,227.0,0.0,2.0,46.0,33.0,2.0
BBB,2014J,676350,F,London Region,Lower Than A Level,40-50%,0-35,0,60,N,Fail,-84.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2014J,676376,F,Wales,A Level or Equivalent,90-100%,0-35,0,180,N,Withdrawn,-63.0,-33.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2014J,676401,F,South East Region,HE Qualification,40-50%,35-55,0,120,N,Distinction,-29.0,NA,5.0,100.0,44.0,72.0,103.0,70.0,150.0,74.0,200.0,78.0,153.0,2.0,208.0,11.0,989.0,14.0,191.0,59.0,49.0,6.0
BBB,2014J,676420,F,South West Region,Lower Than A Level,60-70%,0-35,0,90,N,Withdrawn,-109.0,27.0,3.0,1.0,NA,NA,NA,NA,NA,NA,NA,NA,0.0,1.0,46.0,0.0,57.0,0.0,0.0,9.0,24.0,1.0
BBB,2014J,676428,F,South East Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass,-74.0,NA,14.0,100.0,54.0,90.0,109.0,82.0,150.0,65.0,200.0,80.0,5.0,1.0,143.0,5.0,773.0,11.0,99.0,29.0,37.0,3.0
BBB,2014J,676604,F,West Midlands Region,Lower Than A Level,50-60%,0-35,0,90,N,Fail,-108.0,NA,15.0,100.0,53.0,40.0,109.0,30.0,NA,NA,NA,NA,4.0,2.0,94.0,0.0,316.0,0.0,176.0,24.0,37.0,8.0
BBB,2014J,676633,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,120,N,Pass,-101.0,NA,2.0,1.0,45.0,64.0,107.0,58.0,147.0,54.0,195.0,68.0,124.0,1.0,414.0,14.0,1324.0,3.0,378.0,64.0,89.0,9.0
BBB,2014J,676705,F,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,Distinction,-71.0,NA,17.0,1.0,52.0,87.0,110.0,84.0,151.0,86.0,201.0,86.0,97.0,4.0,160.0,4.0,693.0,13.0,3.0,31.0,9.0,1.0
BBB,2014J,676750,F,South East Region,Lower Than A Level,60-70%,35-55,0,60,N,Distinction,-86.0,NA,17.0,100.0,51.0,73.0,109.0,81.0,158.0,77.0,199.0,78.0,14.0,3.0,135.0,2.0,356.0,6.0,0.0,19.0,18.0,1.0
BBB,2014J,676785,F,East Midlands Region,HE Qualification,20-30%,35-55,0,60,N,Withdrawn,-88.0,-31.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2014J,676898,F,South West Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,-22.0,NA,12.0,100.0,51.0,69.0,109.0,67.0,165.0,77.0,200.0,75.0,13.0,0.0,125.0,13.0,501.0,0.0,50.0,31.0,29.0,1.0
BBB,2014J,676948,F,Wales,Lower Than A Level,0-10%,35-55,0,60,N,Pass,-17.0,NA,18.0,100.0,54.0,62.0,110.0,45.0,152.0,57.0,205.0,63.0,3.0,1.0,89.0,12.0,245.0,0.0,1.0,25.0,7.0,2.0
BBB,2014J,676962,M,Wales,Lower Than A Level,50-60%,0-35,0,60,N,Pass,-70.0,NA,18.0,75.0,53.0,62.0,116.0,74.0,150.0,66.0,208.0,67.0,0.0,0.0,86.0,0.0,73.0,0.0,6.0,16.0,32.0,0.0
BBB,2014J,676969,F,Scotland,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-30.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2014J,676973,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,-85.0,12.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2014J,677004,F,London Region,Lower Than A Level,0-10%,35-55,0,60,N,Fail,-31.0,NA,3.0,1.0,24.0,60.0,109.0,55.0,151.0,60.0,NA,NA,38.0,26.0,287.0,6.0,216.0,0.0,162.0,68.0,65.0,1.0
BBB,2014J,677039,F,South West Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,-86.0,-22.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2014J,677154,F,London Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,-105.0,NA,18.0,100.0,60.0,68.0,110.0,55.0,200.0,68.0,NA,NA,6.0,1.0,81.0,7.0,109.0,0.0,0.0,28.0,11.0,3.0
BBB,2014J,677190,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,-98.0,-94.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BBB,2014J,677201,F,Scotland,Lower Than A Level,30-40%,0-35,0,120,N,Fail,-94.0,NA,1.0,100.0,59.0,50.0,103.0,45.0,215.0,40.0,215.0,60.0,39.0,0.0,161.0,4.0,208.0,0.0,155.0,19.0,16.0,3.0
BBB,2014J,677203,M,West Midlands Region,A Level or Equivalent,90-100%,35-55,0,120,N,Pass,-93.0,NA,-2.0,100.0,52.0,74.0,99.0,60.0,150.0,55.0,183.0,75.0,60.0,7.0,280.0,3.0,412.0,0.0,202.0,59.0,37.0,1.0
