code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,34873_date,34873_score,34874_date,34874_score,34875_date,34875_score,34876_date,34876_score,34877_date,34877_score,34878_date,34878_score,34879_date,34879_score,34880_date,34880_score,34881_date,34881_score,34882_date,34882_score,34883_date,34883_score,34884_date,34884_score,clicks_dataplus,clicks_dualpane,clicks_folder,clicks_forumng,clicks_glossary,clicks_homepage,clicks_oucollaborate,clicks_oucontent,clicks_ouwiki,clicks_page,clicks_questionnaire,clicks_quiz,clicks_repeatactivity,clicks_resource,clicks_subpage,clicks_url
FFF,2013J,574232,M,London Region,A Level or Equivalent,70-80%,0-35,0,240,N,Withdrawn,-101.0,-22.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2013J,574237,M,South West Region,A Level or Equivalent,30-40%,0-35,0,90,Y,Withdrawn,-149.0,-51.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2013J,574245,M,West Midlands Region,Lower Than A Level,30-40%,0-35,0,150,N,Fail,-72.0,NA,19.0,82.0,47.0,84.0,95.0,84.0,NA,NA,NA,NA,7.0,84.0,39.0,80.0,58.0,78.0,126.0,84.0,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,241.0,0.0,234.0,2.0,224.0,2.0,7.0,12.0,318.0,0.0,12.0,120.0,9.0
FFF,2013J,574282,M,London Region,A Level or Equivalent,70-80%,35-55,0,90,N,Withdrawn,-29.0,37.0,15.0,96.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,136.0,0.0,139.0,8.0,122.0,5.0,10.0,0.0,63.0,0.0,21.0,90.0,13.0
FFF,2013J,574283,M,South Region,A Level or Equivalent,20-30%,35-55,0,120,N,Pass,-149.0,NA,19.0,86.0,47.0,84.0,99.0,81.0,135.0,69.0,173.0,82.0,5.0,84.0,5.0,94.0,125.0,80.0,125.0,85.0,131.0,81.0,174.0,71.0,157.0,87.0,0.0,0.0,3.0,547.0,0.0,278.0,1.0,615.0,6.0,10.0,4.0,612.0,0.0,125.0,270.0,29.0
FFF,2013J,574305,F,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn,-88.0,-46.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2013J,574315,M,North Western Region,A Level or Equivalent,0-10%,35-55,0,120,N,Distinction,-144.0,NA,15.0,90.0,46.0,98.0,95.0,98.0,129.0,94.0,172.0,97.0,4.0,100.0,11.0,100.0,48.0,98.0,136.0,91.0,209.0,93.0,214.0,95.0,210.0,92.0,0.0,11.0,4.0,5322.0,0.0,3036.0,9.0,1192.0,84.0,7.0,10.0,1196.0,0.0,130.0,594.0,27.0
FFF,2013J,574382,M,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,N,Fail,-148.0,NA,NA,NA,54.0,46.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,6.0,0.0,32.0,0.0,50.0,0.0,48.0,0.0,5.0,0.0,0.0,0.0,15.0,43.0,6.0
FFF,2013J,574418,M,Ireland,Lower Than A Level,NA,0-35,0,60,N,Pass,-185.0,NA,10.0,78.0,41.0,96.0,88.0,92.0,121.0,76.0,156.0,98.0,16.0,100.0,19.0,100.0,69.0,100.0,97.0,100.0,144.0,100.0,196.0,88.0,188.0,82.0,7.0,2.0,2.0,243.0,0.0,311.0,7.0,1797.0,28.0,5.0,3.0,3088.0,0.0,37.0,424.0,29.0
FFF,2013J,574446,M,South Region,Lower Than A Level,90-100%,0-35,0,120,N,Distinction,-144.0,NA,16.0,94.0,46.0,92.0,95.0,90.0,131.0,97.0,173.0,90.0,4.0,100.0,39.0,99.0,122.0,90.0,152.0,93.0,152.0,93.0,217.0,80.0,217.0,94.0,5.0,3.0,1.0,439.0,4.0,566.0,0.0,2131.0,16.0,8.0,9.0,1200.0,0.0,41.0,337.0,29.0
FFF,2013J,574470,M,South Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,-141.0,91.0,15.0,86.0,46.0,66.0,NA,NA,NA,NA,NA,NA,10.0,92.0,27.0,74.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,57.0,0.0,70.0,5.0,184.0,0.0,3.0,0.0,360.0,0.0,17.0,65.0,0.0
FFF,2013J,574534,M,East Midlands Region,Lower Than A Level,10-20,0-35,0,120,N,Pass,-67.0,NA,15.0,86.0,46.0,72.0,95.0,71.0,130.0,71.0,172.0,79.0,3.0,100.0,3.0,97.0,48.0,82.0,97.0,96.0,151.0,75.0,192.0,81.0,192.0,76.0,17.0,7.0,3.0,318.0,0.0,558.0,20.0,2275.0,14.0,13.0,20.0,1167.0,0.0,51.0,620.0,41.0
FFF,2013J,574551,M,Scotland,A Level or Equivalent,40-50%,0-35,0,90,N,Pass,-107.0,NA,18.0,80.0,47.0,78.0,103.0,79.0,138.0,74.0,180.0,27.0,18.0,92.0,65.0,97.0,104.0,89.0,150.0,89.0,150.0,95.0,236.0,92.0,235.0,86.0,0.0,1.0,2.0,21.0,0.0,198.0,0.0,585.0,5.0,6.0,7.0,469.0,0.0,17.0,107.0,7.0
FFF,2013J,574570,M,London Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-153.0,NA,16.0,62.0,46.0,64.0,87.0,83.0,131.0,53.0,173.0,76.0,234.0,76.0,46.0,97.0,70.0,84.0,234.0,92.0,234.0,91.0,234.0,78.0,234.0,81.0,31.0,18.0,4.0,54.0,0.0,318.0,1.0,1534.0,47.0,9.0,24.0,676.0,0.0,26.0,259.0,29.0
FFF,2013J,574664,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,120,N,Fail,-149.0,NA,19.0,74.0,NA,NA,NA,NA,NA,NA,NA,NA,3.0,82.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,49.0,0.0,98.0,0.0,164.0,0.0,5.0,0.0,94.0,0.0,12.0,81.0,2.0
FFF,2013J,574681,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,-134.0,NA,17.0,66.0,47.0,72.0,96.0,81.0,134.0,62.0,172.0,82.0,137.0,81.0,137.0,88.0,142.0,79.0,150.0,71.0,150.0,76.0,216.0,76.0,206.0,62.0,0.0,0.0,5.0,69.0,0.0,213.0,0.0,439.0,0.0,4.0,0.0,578.0,0.0,32.0,156.0,30.0
FFF,2013J,574683,M,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,120,N,Fail,-44.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.0,84.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,4.0,0.0,24.0,0.0,46.0,0.0,0.0,0.0,175.0,0.0,0.0,17.0,0.0
FFF,2013J,574695,M,Scotland,Lower Than A Level,90-100%,35-55,0,60,N,Withdrawn,-87.0,130.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,73.0,0.0,60.0,0.0,269.0,15.0,5.0,0.0,1.0,0.0,16.0,99.0,10.0
FFF,2013J,574722,M,London Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,-60.0,NA,18.0,90.0,46.0,86.0,95.0,82.0,130.0,90.0,172.0,90.0,207.0,85.0,207.0,98.0,207.0,92.0,207.0,83.0,207.0,90.0,236.0,95.0,236.0,85.0,3.0,18.0,3.0,445.0,0.0,773.0,0.0,1903.0,17.0,15.0,1.0,522.0,0.0,26.0,326.0,32.0
FFF,2013J,574732,F,Wales,Lower Than A Level,70-80%,0-35,0,60,N,Pass,-144.0,NA,12.0,78.0,45.0,78.0,93.0,72.0,126.0,74.0,172.0,91.0,227.0,72.0,227.0,84.0,227.0,70.0,227.0,75.0,227.0,75.0,227.0,76.0,227.0,81.0,8.0,7.0,2.0,449.0,14.0,516.0,17.0,1404.0,20.0,11.0,15.0,773.0,0.0,34.0,424.0,39.0
FFF,2013J,574735,M,Yorkshire Region,Lower Than A Level,40-50%,35-55,0,60,N,Withdrawn,-95.0,202.0,20.0,50.0,48.0,14.0,96.0,29.0,131.0,40.0,173.0,32.0,151.0,77.0,175.0,72.0,182.0,65.0,185.0,77.0,185.0,60.0,185.0,67.0,185.0,78.0,0.0,0.0,1.0,76.0,0.0,399.0,8.0,1279.0,18.0,9.0,0.0,1161.0,0.0,68.0,424.0,44.0
FFF,2013J,574737,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn,-74.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2013J,574815,M,South Region,Lower Than A Level,90-100%,0-35,0,180,N,Withdrawn,-184.0,97.0,19.0,78.0,53.0,50.0,NA,NA,NA,NA,NA,NA,178.0,72.0,178.0,74.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,120.0,0.0,185.0,14.0,125.0,0.0,6.0,0.0,19.0,0.0,9.0,58.0,2.0
FFF,2013J,574820,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,-81.0,235.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,10.0,0.0,22.0,0.0,58.0,0.0,3.0,0.0,1.0,0.0,5.0,28.0,5.0
FFF,2013J,574845,M,South West Region,Lower Than A Level,10-20,0-35,0,90,N,Pass,-113.0,NA,17.0,76.0,46.0,84.0,95.0,84.0,129.0,80.0,172.0,81.0,38.0,91.0,152.0,94.0,153.0,92.0,199.0,91.0,199.0,90.0,237.0,86.0,224.0,98.0,15.0,15.0,3.0,710.0,0.0,804.0,0.0,2357.0,20.0,15.0,38.0,581.0,0.0,121.0,388.0,48.0
FFF,2013J,574856,M,Wales,Lower Than A Level,20-30%,0-35,0,60,N,Fail,-93.0,NA,18.0,58.0,54.0,34.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,49.0,0.0,29.0,2.0,52.0,0.0,2.0,0.0,2.0,0.0,5.0,35.0,0.0
FFF,2013J,574871,M,South East Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,-134.0,109.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,9.0,0.0,25.0,0.0,40.0,1.0,4.0,0.0,29.0,0.0,2.0,19.0,1.0
FFF,2013J,574874,M,London Region,A Level or Equivalent,50-60%,0-35,0,120,N,Distinction,-185.0,NA,17.0,86.0,45.0,88.0,95.0,85.0,131.0,91.0,171.0,88.0,27.0,90.0,27.0,98.0,62.0,83.0,101.0,83.0,142.0,82.0,216.0,88.0,206.0,83.0,37.0,25.0,2.0,7259.0,1.0,4573.0,5.0,2269.0,86.0,42.0,34.0,496.0,0.0,87.0,698.0,115.0
FFF,2013J,574919,F,Wales,Lower Than A Level,0-10%,0-35,0,150,N,Withdrawn,-174.0,72.0,16.0,84.0,44.0,84.0,NA,NA,NA,NA,NA,NA,3.0,96.0,28.0,84.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,6.0,0.0,265.0,0.0,311.0,0.0,790.0,36.0,13.0,9.0,574.0,0.0,46.0,218.0,13.0
FFF,2013J,574950,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,-136.0,-14.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2013J,574955,M,North Region,Lower Than A Level,20-30%,0-35,0,120,N,Fail,-46.0,NA,24.0,88.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,16.0,0.0,20.0,0.0,174.0,4.0,1.0,0.0,71.0,0.0,7.0,22.0,0.0
FFF,2013J,575003,M,Scotland,Lower Than A Level,90-100%,0-35,0,90,N,Withdrawn,-107.0,93.0,16.0,74.0,46.0,62.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,132.0,0.0,155.0,0.0,118.0,6.0,8.0,0.0,80.0,0.0,11.0,73.0,4.0
FFF,2013J,575019,F,North Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn,-100.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,2.0,0.0,7.0,0.0,1.0,8.0,1.0
FFF,2013J,575039,M,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,-16.0,NA,18.0,82.0,46.0,80.0,96.0,49.0,130.0,68.0,172.0,78.0,108.0,69.0,108.0,94.0,108.0,74.0,108.0,69.0,138.0,69.0,234.0,70.0,234.0,68.0,0.0,11.0,1.0,747.0,4.0,347.0,20.0,533.0,66.0,3.0,0.0,663.0,0.0,39.0,214.0,24.0
FFF,2013J,575186,M,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,120,N,Pass,-148.0,NA,14.0,82.0,43.0,86.0,92.0,72.0,129.0,67.0,172.0,67.0,44.0,76.0,45.0,76.0,94.0,77.0,129.0,75.0,234.0,58.0,234.0,67.0,234.0,54.0,0.0,5.0,4.0,215.0,0.0,450.0,15.0,1160.0,17.0,10.0,7.0,805.0,0.0,32.0,275.0,13.0
FFF,2013J,575265,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,-149.0,NA,18.0,88.0,46.0,46.0,102.0,72.0,130.0,72.0,173.0,67.0,13.0,81.0,48.0,97.0,156.0,79.0,156.0,86.0,156.0,90.0,236.0,78.0,236.0,77.0,0.0,1.0,3.0,156.0,0.0,130.0,2.0,429.0,41.0,3.0,9.0,531.0,0.0,25.0,114.0,5.0
FFF,2013J,575282,F,Wales,A Level or Equivalent,10-20,0-35,0,120,N,Fail,-12.0,NA,19.0,86.0,47.0,58.0,103.0,20.0,126.0,40.0,187.0,57.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,9.0,1.0,418.0,1.0,396.0,10.0,1009.0,41.0,21.0,3.0,341.0,0.0,59.0,455.0,41.0
FFF,2013J,575372,M,London Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass,-184.0,NA,17.0,72.0,45.0,66.0,95.0,67.0,130.0,59.0,171.0,73.0,4.0,97.0,27.0,91.0,208.0,67.0,207.0,80.0,207.0,76.0,208.0,75.0,208.0,66.0,7.0,1.0,4.0,284.0,0.0,515.0,0.0,1162.0,23.0,6.0,9.0,1741.0,0.0,25.0,242.0,41.0
FFF,2013J,575459,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,240,Y,Withdrawn,-117.0,73.0,19.0,70.0,47.0,62.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,89.0,0.0,146.0,0.0,214.0,0.0,12.0,0.0,5.0,0.0,15.0,108.0,15.0
FFF,2013J,575476,M,North Western Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,-149.0,26.0,18.0,72.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,147.0,0.0,97.0,2.0,203.0,23.0,10.0,0.0,66.0,0.0,13.0,94.0,9.0
FFF,2013J,575512,M,North Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass,-184.0,NA,18.0,86.0,46.0,80.0,95.0,71.0,130.0,61.0,172.0,78.0,6.0,96.0,65.0,80.0,117.0,75.0,227.0,50.0,227.0,70.0,236.0,72.0,236.0,66.0,0.0,1.0,3.0,276.0,0.0,366.0,10.0,983.0,38.0,8.0,6.0,825.0,0.0,50.0,218.0,30.0
FFF,2013J,575533,M,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-30.0,0.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,23.0,0.0,11.0,0.0,4.0,0.0,0.0,0.0,43.0,0.0,0.0,4.0,0.0
FFF,2013J,575655,M,London Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn,-183.0,-171.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2013J,575678,M,Scotland,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-71.0,NA,18.0,80.0,46.0,68.0,108.0,73.0,130.0,68.0,172.0,66.0,104.0,85.0,185.0,88.0,200.0,72.0,209.0,76.0,222.0,78.0,228.0,64.0,224.0,67.0,0.0,0.0,3.0,79.0,0.0,321.0,1.0,700.0,6.0,6.0,3.0,743.0,0.0,20.0,203.0,9.0
FFF,2013J,575797,M,Wales,Lower Than A Level,60-70%,0-35,0,120,N,Pass,-164.0,NA,18.0,94.0,47.0,80.0,100.0,82.0,131.0,72.0,173.0,43.0,11.0,83.0,104.0,85.0,147.0,85.0,229.0,91.0,229.0,81.0,234.0,84.0,234.0,75.0,0.0,0.0,3.0,60.0,0.0,307.0,1.0,624.0,7.0,9.0,6.0,551.0,0.0,22.0,165.0,15.0
FFF,2013J,575822,M,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,120,N,Fail,-113.0,NA,NA,NA,53.0,NA,NA,NA,NA,NA,NA,NA,27.0,79.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,79.0,0.0,62.0,1.0,46.0,0.0,6.0,0.0,75.0,0.0,3.0,23.0,2.0
FFF,2013J,575875,F,Scotland,A Level or Equivalent,20-30%,0-35,0,150,N,Withdrawn,-107.0,85.0,18.0,80.0,46.0,82.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,125.0,0.0,100.0,0.0,88.0,0.0,7.0,0.0,0.0,0.0,8.0,58.0,2.0
FFF,2013J,575919,M,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-38.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,3.0,0.0,21.0,0.0,45.0,0.0,4.0,0.0,9.0,0.0,0.0,22.0,1.0
FFF,2013J,575941,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,90,N,Withdrawn,-148.0,25.0,12.0,62.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,98.0,0.0,97.0,2.0,110.0,2.0,16.0,0.0,79.0,0.0,10.0,85.0,20.0
FFF,2013J,575956,M,Scotland,Lower Than A Level,10-20,0-35,0,60,N,Pass,-65.0,NA,17.0,80.0,46.0,78.0,95.0,79.0,130.0,89.0,171.0,80.0,186.0,85.0,186.0,92.0,186.0,85.0,186.0,82.0,214.0,86.0,223.0,59.0,223.0,82.0,0.0,3.0,3.0,362.0,5.0,227.0,1.0,1326.0,22.0,10.0,9.0,554.0,0.0,21.0,249.0,19.0
FFF,2013J,576032,M,Scotland,Lower Than A Level,70-80%,35-55,0,60,N,Fail,-179.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2013J,576088,F,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Fail,-96.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,72.0,0.0,68.0,0.0,55.0,0.0,10.0,0.0,34.0,0.0,4.0,65.0,9.0
FFF,2013J,576097,M,North Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-65.0,NA,17.0,64.0,46.0,68.0,94.0,83.0,131.0,88.0,173.0,94.0,27.0,81.0,60.0,98.0,65.0,76.0,154.0,87.0,194.0,73.0,234.0,93.0,222.0,86.0,8.0,8.0,7.0,458.0,0.0,623.0,22.0,2238.0,25.0,14.0,30.0,748.0,0.0,43.0,359.0,34.0
FFF,2013J,576107,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,-117.0,NA,19.0,86.0,46.0,84.0,102.0,71.0,130.0,28.0,NA,NA,108.0,71.0,108.0,74.0,234.0,63.0,234.0,65.0,234.0,67.0,236.0,46.0,236.0,62.0,0.0,0.0,1.0,175.0,0.0,158.0,3.0,277.0,2.0,5.0,0.0,665.0,0.0,15.0,138.0,9.0
FFF,2013J,576205,F,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,-138.0,NA,16.0,74.0,40.0,74.0,96.0,81.0,141.0,83.0,172.0,85.0,67.0,79.0,67.0,91.0,171.0,82.0,168.0,73.0,167.0,93.0,202.0,88.0,186.0,83.0,4.0,8.0,2.0,983.0,0.0,624.0,8.0,1546.0,31.0,18.0,27.0,1367.0,0.0,51.0,373.0,39.0
FFF,2013J,576229,M,East Midlands Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-38.0,NA,19.0,62.0,47.0,62.0,96.0,43.0,134.0,39.0,173.0,65.0,18.0,80.0,58.0,90.0,234.0,66.0,234.0,78.0,235.0,72.0,234.0,82.0,236.0,74.0,1.0,0.0,2.0,212.0,0.0,482.0,3.0,1086.0,4.0,17.0,0.0,984.0,0.0,92.0,538.0,36.0
FFF,2013J,576281,M,East Midlands Region,Lower Than A Level,80-90%,0-35,0,90,N,Fail,-144.0,NA,17.0,76.0,NA,NA,NA,NA,NA,NA,NA,NA,19.0,84.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,25.0,0.0,32.0,3.0,46.0,0.0,4.0,0.0,71.0,0.0,5.0,30.0,2.0
FFF,2013J,576390,M,London Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,-59.0,NA,26.0,66.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,2.0,0.0,26.0,1.0,75.0,0.0,1.0,0.0,2.0,0.0,10.0,27.0,2.0
FFF,2013J,576399,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,-149.0,NA,10.0,96.0,36.0,88.0,92.0,78.0,130.0,73.0,172.0,64.0,32.0,79.0,62.0,82.0,69.0,80.0,152.0,81.0,152.0,86.0,159.0,76.0,159.0,69.0,0.0,0.0,3.0,293.0,0.0,330.0,0.0,1275.0,5.0,7.0,4.0,1330.0,0.0,20.0,272.0,12.0
FFF,2013J,576417,M,Wales,Lower Than A Level,70-80%,0-35,0,60,N,Fail,-165.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FFF,2013J,576423,M,London Region,A Level or Equivalent,10-20,0-35,0,240,N,Fail,-65.0,NA,18.0,80.0,46.0,74.0,95.0,35.0,130.0,32.0,176.0,22.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,40.0,0.0,77.0,0.0,118.0,1.0,2.0,0.0,1.0,0.0,22.0,72.0,2.0
FFF,2013J,576431,M,London Region,A Level or Equivalent,60-70%,0-35,0,90,N,Pass,-127.0,NA,18.0,74.0,46.0,76.0,95.0,80.0,130.0,87.0,180.0,73.0,220.0,70.0,220.0,87.0,220.0,71.0,224.0,76.0,224.0,72.0,224.0,64.0,224.0,84.0,0.0,0.0,3.0,208.0,0.0,223.0,6.0,242.0,4.0,4.0,0.0,568.0,0.0,21.0,127.0,13.0
FFF,2013J,576433,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Distinction,-32.0,NA,17.0,90.0,44.0,88.0,95.0,85.0,130.0,94.0,172.0,81.0,33.0,97.0,14.0,100.0,80.0,98.0,227.0,89.0,227.0,91.0,227.0,89.0,227.0,98.0,10.0,14.0,2.0,577.0,0.0,397.0,4.0,1583.0,22.0,11.0,18.0,803.0,0.0,32.0,294.0,20.0
FFF,2013J,576466,M,Scotland,A Level or Equivalent,10-20,0-35,0,90,Y,Withdrawn,-65.0,65.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.0,65.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,6.0,0.0,31.0,0.0,56.0,0.0,2.0,0.0,86.0,0.0,0.0,21.0,0.0
FFF,2013J,576512,M,South Region,A Level or Equivalent,50-60%,0-35,0,90,N,Fail,-22.0,NA,18.0,64.0,47.0,52.0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0,0.0,0.0,137.0,0.0,132.0,4.0,213.0,10.0,13.0,8.0,125.0,0.0,15.0,104.0,7.0
FFF,2013J,576518,M,London Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-144.0,NA,25.0,90.0,46.0,84.0,96.0,88.0,131.0,93.0,180.0,95.0,235.0,79.0,235.0,93.0,235.0,81.0,235.0,78.0,235.0,80.0,235.0,85.0,235.0,67.0,0.0,0.0,5.0,793.0,17.0,490.0,1.0,1131.0,20.0,8.0,3.0,583.0,0.0,26.0,268.0,15.0
FFF,2013J,576568,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-144.0,NA,17.0,64.0,46.0,84.0,97.0,68.0,131.0,85.0,172.0,70.0,89.0,95.0,89.0,99.0,192.0,79.0,210.0,87.0,216.0,83.0,210.0,86.0,224.0,79.0,21.0,6.0,3.0,522.0,0.0,374.0,11.0,1522.0,30.0,12.0,24.0,511.0,0.0,40.0,323.0,29.0
