code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,ass_1_date,ass_1_score,ass_2_date,ass_2_score,ass_3_date,ass_3_score,ass_4_date,ass_4_score,ass_5_date,ass_5_score,ass_6_date,ass_6_score,ass_7_date,ass_7_score,ass_8_date,ass_8_score,ass_9_date,ass_9_score,clicks_forumng,clicks_glossary,clicks_homepage,clicks_oucontent,clicks_quiz,clicks_resource,clicks_subpage
2014B,624230,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,30,N,Pass,-24.0,,61.0,70.0,117.0,75.0,178.0,65.0,95.0,80.0,136.0,100.0,222.0,100.0,222.0,40.0,222.0,60.0,222.0,60.0,6.0,2.0,83.0,102.0,95.0,43.0,19.0
2014B,624297,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,90,N,Withdrawn,-29.0,25.0,,,,,,,,,,,,,,,,,,,6.0,0.0,9.0,19.0,0.0,10.0,2.0
2014B,624321,F,Yorkshire Region,A Level or Equivalent,20-30%,35-55,0,30,N,Withdrawn,-43.0,221.0,60.0,85.0,116.0,70.0,162.0,70.0,108.0,100.0,143.0,100.0,,,,,,,,,94.0,0.0,74.0,44.0,42.0,21.0,4.0
2014B,624327,F,South Region,Lower Than A Level,30-40%,35-55,0,30,Y,Fail,-22.0,,67.0,80.0,,,,,,,,,,,,,,,,,0.0,0.0,48.0,17.0,0.0,16.0,5.0
2014B,624430,F,South East Region,A Level or Equivalent,10-20,35-55,0,30,N,Fail,-8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,624433,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,30,N,Pass,-34.0,,58.0,85.0,117.0,95.0,164.0,85.0,90.0,20.0,143.0,100.0,157.0,80.0,210.0,80.0,219.0,60.0,,,46.0,0.0,115.0,174.0,72.0,39.0,18.0
2014B,624455,F,North Western Region,Lower Than A Level,30-40%,0-35,0,30,N,Fail,-10.0,,,,,,,,,,,,,,,,,,,,21.0,0.0,16.0,2.0,0.0,8.0,9.0
2014B,624522,F,East Anglian Region,No Formal quals,10-20,0-35,0,30,N,Pass,-22.0,,53.0,76.0,115.0,70.0,164.0,68.0,128.0,80.0,124.0,40.0,150.0,44.0,177.0,80.0,195.0,40.0,219.0,40.0,2.0,0.0,64.0,49.0,77.0,12.0,14.0
2014B,624569,F,West Midlands Region,Lower Than A Level,80-90%,35-55,0,30,N,Fail,-41.0,,60.0,60.0,116.0,65.0,180.0,0.0,81.0,100.0,156.0,100.0,156.0,80.0,207.0,100.0,207.0,100.0,207.0,60.0,21.0,0.0,19.0,31.0,92.0,1.0,15.0
2014B,624650,M,Yorkshire Region,Lower Than A Level,70-80%,35-55,0,30,N,Withdrawn,-86.0,130.0,48.0,60.0,,,,,,,,,,,,,,,,,96.0,2.0,67.0,39.0,0.0,40.0,29.0
2014B,624667,F,East Anglian Region,No Formal quals,10-20,0-35,0,30,N,Fail,-15.0,,60.0,70.0,,,,,,,,,,,,,,,,,0.0,0.0,39.0,153.0,0.0,8.0,8.0
2014B,624679,F,East Anglian Region,Lower Than A Level,50-60%,35-55,0,30,Y,Fail,-10.0,,19.0,82.0,129.0,86.0,194.0,75.0,89.0,100.0,131.0,100.0,195.0,100.0,195.0,60.0,196.0,100.0,,,886.0,127.0,350.0,136.0,97.0,55.0,44.0
2014B,624706,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,30,N,Fail,-45.0,,60.0,62.0,,,,,101.0,60.0,124.0,60.0,,,,,,,,,83.0,0.0,35.0,30.0,38.0,9.0,9.0
2014B,624714,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,30,N,Distinction,-17.0,,59.0,72.0,116.0,60.0,179.0,72.0,97.0,100.0,175.0,100.0,,,188.0,100.0,199.0,100.0,,,8.0,22.0,156.0,206.0,95.0,44.0,26.0
2014B,624727,F,South Region,Lower Than A Level,50-60%,35-55,0,30,N,Pass,-10.0,,64.0,70.0,116.0,79.0,173.0,68.0,110.0,80.0,166.0,100.0,171.0,100.0,215.0,100.0,221.0,80.0,,,43.0,0.0,167.0,131.0,140.0,33.0,22.0
2014B,624767,F,London Region,A Level or Equivalent,90-100%,35-55,0,30,N,Withdrawn,-24.0,212.0,43.0,80.0,114.0,90.0,165.0,75.0,80.0,100.0,151.0,100.0,147.0,100.0,192.0,100.0,192.0,100.0,,,109.0,1.0,153.0,551.0,86.0,36.0,28.0
2014B,624777,M,South West Region,A Level or Equivalent,20-30%,35-55,0,30,N,Distinction,-80.0,,52.0,72.0,107.0,76.0,161.0,70.0,76.0,100.0,125.0,60.0,163.0,100.0,201.0,80.0,201.0,40.0,,,215.0,2.0,129.0,154.0,93.0,20.0,20.0
2014B,624795,F,North Region,No Formal quals,10-20,0-35,0,30,N,Fail,-22.0,,49.0,65.0,112.0,60.0,200.0,30.0,73.0,100.0,139.0,40.0,,,202.0,100.0,202.0,40.0,214.0,100.0,196.0,0.0,170.0,71.0,88.0,67.0,25.0
2014B,624828,F,East Anglian Region,Lower Than A Level,10-20,0-35,0,30,N,Fail,-43.0,,60.0,40.0,,,,,,,,,,,,,,,,,0.0,0.0,5.0,1.0,1.0,3.0,3.0
2014B,624906,M,South Region,Lower Than A Level,30-40%,35-55,0,30,N,Pass,-17.0,,58.0,75.0,116.0,72.0,164.0,69.0,88.0,100.0,136.0,60.0,165.0,100.0,212.0,100.0,215.0,100.0,215.0,100.0,87.0,4.0,114.0,166.0,172.0,9.0,50.0
2014B,624912,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass,-45.0,,54.0,65.0,118.0,63.0,164.0,65.0,84.0,100.0,151.0,40.0,220.0,52.0,220.0,60.0,220.0,40.0,220.0,20.0,40.0,3.0,119.0,176.0,29.0,15.0,33.0
2014B,624938,M,London Region,A Level or Equivalent,0-10%,0-35,0,30,N,Pass,-50.0,,59.0,61.0,123.0,58.0,173.0,67.0,212.0,80.0,212.0,80.0,212.0,80.0,212.0,60.0,212.0,60.0,212.0,40.0,29.0,0.0,79.0,116.0,91.0,25.0,31.0
2014B,624940,F,East Midlands Region,Lower Than A Level,80-90%,0-35,0,90,N,Withdrawn,-25.0,-25.0,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,625033,F,London Region,No Formal quals,20-30%,35-55,0,30,N,Distinction,-34.0,,54.0,73.0,113.0,75.0,160.0,59.0,75.0,80.0,122.0,100.0,143.0,60.0,178.0,100.0,194.0,60.0,207.0,100.0,157.0,0.0,212.0,416.0,205.0,18.0,19.0
2014B,625079,M,South Region,HE Qualification,90-100%,35-55,0,90,N,Withdrawn,-47.0,-45.0,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,625089,F,South East Region,Lower Than A Level,40-50%,0-35,0,30,N,Pass,-17.0,,61.0,83.0,123.0,78.0,174.0,70.0,128.0,60.0,175.0,80.0,179.0,80.0,221.0,100.0,223.0,40.0,223.0,100.0,109.0,1.0,93.0,120.0,148.0,17.0,26.0
2014B,625106,M,South East Region,Lower Than A Level,80-90%,35-55,0,30,N,Fail,-41.0,,59.0,70.0,148.0,40.0,170.0,65.0,222.0,100.0,222.0,80.0,222.0,80.0,222.0,80.0,,,,,2.0,0.0,36.0,62.0,70.0,6.0,5.0
2014B,625376,F,South Region,Lower Than A Level,80-90%,35-55,0,30,N,Pass,-17.0,,40.0,75.0,112.0,68.0,173.0,65.0,101.0,100.0,199.0,60.0,199.0,100.0,199.0,100.0,199.0,100.0,212.0,80.0,857.0,11.0,503.0,531.0,154.0,136.0,61.0
2014B,625399,M,East Anglian Region,Lower Than A Level,20-30%,35-55,0,30,N,Fail,-29.0,,,,,,,,,,,,,,,,,,,,1.0,0.0,37.0,31.0,0.0,18.0,12.0
2014B,625446,F,South Region,No Formal quals,90-100%,0-35,0,30,N,Pass,-82.0,,60.0,72.0,116.0,79.0,165.0,79.0,81.0,100.0,136.0,100.0,152.0,40.0,181.0,60.0,194.0,60.0,214.0,80.0,26.0,0.0,170.0,103.0,125.0,52.0,39.0
2014B,625494,F,East Midlands Region,A Level or Equivalent,80-90%,35-55,0,30,N,Pass,-59.0,,51.0,75.0,116.0,73.0,164.0,70.0,95.0,100.0,153.0,100.0,154.0,100.0,189.0,60.0,212.0,80.0,,,21.0,0.0,72.0,42.0,75.0,20.0,14.0
2014B,625540,M,North Region,Lower Than A Level,60-70%,0-35,0,30,N,Fail,-51.0,,82.0,41.0,,,,,,,,,,,,,,,,,1.0,0.0,36.0,6.0,14.0,15.0,5.0
2014B,625544,F,North Region,Lower Than A Level,40-50%,0-35,0,30,N,Distinction,-52.0,,58.0,74.0,115.0,50.0,164.0,68.0,87.0,100.0,166.0,80.0,220.0,80.0,220.0,60.0,220.0,20.0,220.0,80.0,0.0,0.0,34.0,51.0,29.0,7.0,20.0
2014B,625545,F,South East Region,A Level or Equivalent,20-30%,0-35,0,30,N,Distinction,-44.0,,59.0,72.0,115.0,66.0,163.0,69.0,103.0,100.0,156.0,80.0,202.0,100.0,207.0,80.0,216.0,80.0,,,201.0,2.0,250.0,335.0,115.0,87.0,20.0
2014B,625603,F,South Region,A Level or Equivalent,80-90%,0-35,0,30,N,Pass,-12.0,,58.0,69.0,109.0,58.0,170.0,63.0,111.0,100.0,171.0,100.0,222.0,40.0,222.0,80.0,223.0,80.0,223.0,100.0,58.0,1.0,48.0,126.0,118.0,5.0,8.0
2014B,625649,F,South East Region,Lower Than A Level,40-50%,0-35,0,30,N,Pass,-60.0,,47.0,78.0,115.0,68.0,173.0,68.0,139.0,100.0,139.0,100.0,175.0,100.0,193.0,100.0,221.0,100.0,,,0.0,0.0,56.0,94.0,84.0,8.0,5.0
2014B,625651,F,South Region,A Level or Equivalent,90-100%,35-55,0,30,N,Distinction,-51.0,,53.0,76.0,99.0,83.0,156.0,83.0,87.0,100.0,126.0,100.0,153.0,100.0,180.0,100.0,193.0,60.0,209.0,60.0,148.0,2.0,181.0,231.0,122.0,16.0,27.0
2014B,625676,F,East Midlands Region,Lower Than A Level,90-100%,35-55,0,30,N,Fail,-28.0,,79.0,60.0,156.0,14.0,,,158.0,100.0,189.0,80.0,,,,,,,,,9.0,2.0,61.0,69.0,46.0,16.0,6.0
2014B,625722,F,North Western Region,Lower Than A Level,30-40%,35-55,0,30,N,Pass,-34.0,,60.0,85.0,117.0,70.0,166.0,80.0,95.0,100.0,145.0,100.0,157.0,80.0,207.0,100.0,208.0,100.0,212.0,60.0,597.0,3.0,247.0,348.0,116.0,34.0,56.0
2014B,625775,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,30,Y,Fail,-52.0,,51.0,65.0,117.0,75.0,179.0,60.0,222.0,80.0,222.0,80.0,222.0,60.0,,,222.0,80.0,,,47.0,1.0,93.0,299.0,57.0,35.0,27.0
2014B,625875,M,North Western Region,Lower Than A Level,20-30%,0-35,0,90,Y,Distinction,-12.0,,53.0,78.0,113.0,64.0,164.0,68.0,73.0,100.0,124.0,100.0,150.0,100.0,185.0,100.0,196.0,100.0,208.0,60.0,36.0,1.0,125.0,181.0,91.0,17.0,10.0
2014B,625903,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,90,N,Pass,-8.0,,59.0,75.0,117.0,75.0,181.0,35.0,192.0,80.0,192.0,100.0,192.0,100.0,192.0,100.0,,,,,49.0,2.0,120.0,189.0,53.0,25.0,30.0
2014B,625912,M,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass,-24.0,,73.0,75.0,116.0,42.0,170.0,60.0,74.0,80.0,166.0,60.0,167.0,100.0,215.0,80.0,216.0,40.0,216.0,80.0,0.0,0.0,105.0,125.0,111.0,56.0,33.0
2014B,625930,F,East Midlands Region,Lower Than A Level,40-50%,35-55,0,30,N,Withdrawn,-45.0,103.0,60.0,85.0,,,,,,,,,,,,,,,,,2.0,0.0,26.0,9.0,0.0,9.0,7.0
2014B,626023,M,South Region,A Level or Equivalent,90-100%,0-35,0,30,N,Pass,-41.0,,53.0,70.0,107.0,68.0,150.0,75.0,90.0,100.0,121.0,100.0,144.0,80.0,194.0,100.0,223.0,100.0,223.0,100.0,253.0,1.0,278.0,576.0,182.0,26.0,30.0
2014B,626091,F,South Region,A Level or Equivalent,80-90%,0-35,0,30,N,Distinction,-29.0,,43.0,79.0,117.0,82.0,166.0,70.0,179.0,100.0,196.0,100.0,158.0,100.0,196.0,80.0,,,,,73.0,5.0,122.0,154.0,95.0,21.0,17.0
2014B,626092,F,West Midlands Region,Lower Than A Level,0-10%,35-55,0,30,N,Fail,-10.0,,47.0,74.0,115.0,54.0,164.0,59.0,74.0,100.0,136.0,60.0,166.0,80.0,220.0,80.0,220.0,20.0,220.0,80.0,11.0,0.0,63.0,39.0,46.0,14.0,10.0
2014B,626096,F,South Region,Lower Than A Level,30-40%,0-35,0,30,N,Fail,-34.0,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,1.0,0.0,2.0,3.0
2014B,626145,F,East Anglian Region,Lower Than A Level,50-60%,35-55,0,30,N,Distinction,-8.0,,35.0,85.0,107.0,84.0,165.0,75.0,73.0,100.0,121.0,80.0,143.0,80.0,180.0,100.0,192.0,100.0,207.0,100.0,214.0,4.0,126.0,423.0,137.0,4.0,9.0
2014B,626159,F,South West Region,Lower Than A Level,60-70%,35-55,0,30,Y,Pass,-45.0,,28.0,90.0,93.0,75.0,145.0,88.0,73.0,80.0,121.0,80.0,143.0,80.0,177.0,80.0,189.0,100.0,207.0,100.0,2281.0,17.0,1329.0,569.0,124.0,50.0,53.0
2014B,626213,F,West Midlands Region,Lower Than A Level,40-50%,35-55,0,30,N,Fail,-12.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,4.0,0.0,3.0,2.0
2014B,626256,F,London Region,Lower Than A Level,10-20,0-35,0,90,N,Pass,-22.0,,37.0,80.0,116.0,80.0,164.0,81.0,84.0,60.0,161.0,100.0,175.0,60.0,188.0,100.0,189.0,40.0,217.0,60.0,43.0,1.0,424.0,463.0,186.0,140.0,56.0
2014B,626282,F,London Region,Lower Than A Level,50-60%,0-35,0,30,N,Distinction,-75.0,,39.0,75.0,102.0,80.0,153.0,88.0,73.0,100.0,121.0,100.0,151.0,100.0,181.0,100.0,207.0,80.0,207.0,80.0,210.0,5.0,169.0,382.0,130.0,50.0,15.0
2014B,626287,F,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,30,N,Pass,-17.0,,21.0,72.0,116.0,70.0,165.0,68.0,,,202.0,100.0,202.0,80.0,219.0,100.0,219.0,100.0,,,14.0,1.0,32.0,103.0,59.0,9.0,22.0
2014B,626306,F,East Midlands Region,No Formal quals,0-10%,0-35,0,30,N,Pass,-8.0,,52.0,65.0,114.0,75.0,171.0,71.0,90.0,100.0,124.0,40.0,175.0,80.0,189.0,100.0,209.0,100.0,,,86.0,1.0,75.0,239.0,97.0,11.0,32.0
2014B,626307,F,South Region,Lower Than A Level,0-10%,0-35,0,30,Y,Withdrawn,-50.0,178.0,59.0,65.0,129.0,58.0,,,175.0,100.0,175.0,60.0,175.0,60.0,,,,,,,0.0,0.0,39.0,23.0,38.0,0.0,12.0
2014B,626317,F,South West Region,Lower Than A Level,40-50%,35-55,0,30,Y,Fail,-29.0,,48.0,66.0,116.0,76.0,,,83.0,100.0,,,,,,,,,,,72.0,1.0,96.0,150.0,35.0,43.0,23.0
2014B,626372,M,South Region,Lower Than A Level,30-40%,0-35,0,30,N,Pass,-28.0,,55.0,80.0,111.0,84.0,163.0,84.0,83.0,100.0,140.0,100.0,143.0,100.0,199.0,100.0,199.0,80.0,212.0,100.0,134.0,0.0,92.0,67.0,173.0,1.0,10.0
2014B,626379,F,South Region,A Level or Equivalent,40-50%,35-55,0,30,N,Pass,-75.0,,59.0,65.0,117.0,75.0,186.0,67.0,112.0,80.0,130.0,80.0,200.0,72.0,202.0,100.0,222.0,40.0,220.0,60.0,39.0,3.0,144.0,314.0,139.0,60.0,34.0
2014B,626585,F,Yorkshire Region,A Level or Equivalent,40-50%,35-55,0,30,N,Pass,-50.0,,45.0,78.0,111.0,79.0,164.0,73.0,90.0,100.0,136.0,100.0,144.0,100.0,188.0,100.0,201.0,100.0,221.0,80.0,225.0,5.0,141.0,322.0,145.0,23.0,27.0
2014B,626589,F,South Region,Lower Than A Level,70-80%,0-35,0,30,N,Pass,-12.0,,56.0,90.0,112.0,93.0,165.0,78.0,88.0,100.0,137.0,80.0,144.0,100.0,193.0,80.0,193.0,80.0,222.0,80.0,22.0,0.0,95.0,225.0,116.0,14.0,17.0
2014B,626618,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,30,N,Fail,-59.0,,60.0,55.0,116.0,50.0,179.0,45.0,87.0,80.0,181.0,80.0,185.0,72.0,185.0,80.0,224.0,40.0,224.0,80.0,0.0,0.0,8.0,3.0,83.0,4.0,11.0
2014B,626629,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,30,N,Fail,-22.0,,60.0,68.0,117.0,69.0,165.0,60.0,133.0,100.0,133.0,80.0,150.0,100.0,224.0,80.0,224.0,80.0,224.0,100.0,1.0,0.0,58.0,72.0,163.0,21.0,17.0
2014B,626667,F,South Region,A Level or Equivalent,90-100%,35-55,0,30,N,Fail,-45.0,,58.0,85.0,115.0,75.0,,,96.0,100.0,147.0,100.0,,,,,,,,,4.0,1.0,49.0,41.0,54.0,13.0,4.0
2014B,626675,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,30,N,Fail,-20.0,,54.0,67.0,116.0,79.0,,,118.0,80.0,,,,,,,,,,,4.0,0.0,19.0,50.0,22.0,7.0,7.0
2014B,626708,F,South West Region,Lower Than A Level,60-70%,35-55,0,30,N,Distinction,-50.0,,59.0,63.0,117.0,62.0,164.0,57.0,83.0,100.0,130.0,100.0,145.0,80.0,180.0,100.0,195.0,60.0,221.0,60.0,71.0,0.0,67.0,76.0,137.0,8.0,23.0
2014B,626751,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,30,N,Withdrawn,-24.0,83.0,,,,,,,,,,,,,,,,,,,12.0,0.0,3.0,7.0,0.0,5.0,9.0
2014B,626927,F,East Anglian Region,Lower Than A Level,80-90%,35-55,0,30,N,Withdrawn,-24.0,154.0,57.0,57.0,115.0,56.0,,,,,,,,,,,,,,,3.0,0.0,41.0,43.0,8.0,23.0,2.0
2014B,626940,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,30,N,Fail,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,626982,F,London Region,Lower Than A Level,10-20,35-55,0,30,N,Pass,-22.0,,74.0,75.0,116.0,77.0,187.0,83.0,101.0,100.0,156.0,80.0,216.0,80.0,216.0,100.0,216.0,100.0,216.0,100.0,33.0,0.0,79.0,286.0,182.0,23.0,17.0
2014B,627043,M,South Region,Lower Than A Level,80-90%,35-55,0,30,N,Fail,-8.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,1.0,0.0,2.0,0.0
2014B,627050,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,30,N,Pass,-12.0,,56.0,50.0,95.0,49.0,160.0,58.0,167.0,40.0,167.0,60.0,167.0,80.0,216.0,100.0,192.0,40.0,216.0,60.0,4.0,4.0,48.0,31.0,120.0,11.0,30.0
2014B,627057,F,South West Region,A Level or Equivalent,60-70%,35-55,0,30,N,Pass,-12.0,,60.0,56.0,122.0,48.0,164.0,40.0,102.0,80.0,123.0,60.0,165.0,60.0,192.0,60.0,192.0,40.0,219.0,60.0,54.0,4.0,124.0,132.0,147.0,25.0,22.0
2014B,627076,F,South East Region,Lower Than A Level,40-50%,0-35,0,30,Y,Fail,-11.0,,,,,,,,,,,,,,,,,,,,2.0,0.0,45.0,20.0,0.0,25.0,15.0
2014B,627217,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,30,N,Distinction,-24.0,,34.0,66.0,115.0,64.0,165.0,66.0,91.0,100.0,131.0,80.0,143.0,100.0,186.0,100.0,189.0,80.0,207.0,100.0,414.0,3.0,385.0,231.0,90.0,25.0,37.0
2014B,627251,F,West Midlands Region,A Level or Equivalent,20-30%,35-55,0,30,N,Pass,-22.0,,60.0,70.0,117.0,70.0,165.0,65.0,171.0,60.0,171.0,80.0,171.0,80.0,193.0,100.0,194.0,80.0,222.0,80.0,97.0,0.0,75.0,152.0,97.0,24.0,17.0
2014B,627264,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,30,N,Distinction,-52.0,,59.0,65.0,108.0,70.0,163.0,85.0,73.0,100.0,129.0,100.0,143.0,100.0,185.0,100.0,189.0,80.0,207.0,100.0,414.0,0.0,190.0,350.0,106.0,21.0,13.0
2014B,627327,F,West Midlands Region,Lower Than A Level,90-100%,35-55,0,30,N,Pass,-13.0,,61.0,75.0,117.0,70.0,170.0,75.0,90.0,100.0,138.0,100.0,,,199.0,100.0,,,209.0,100.0,211.0,29.0,175.0,570.0,139.0,31.0,17.0
2014B,627330,F,South Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass,-17.0,,54.0,68.0,113.0,75.0,162.0,69.0,82.0,100.0,131.0,80.0,152.0,80.0,185.0,100.0,195.0,80.0,217.0,80.0,32.0,0.0,111.0,276.0,100.0,34.0,48.0
2014B,627441,F,London Region,A Level or Equivalent,0-10%,0-35,0,30,N,Fail,-53.0,,61.0,55.0,,,,,,,,,,,,,,,,,0.0,0.0,18.0,0.0,0.0,4.0,0.0
2014B,627530,F,North Western Region,A Level or Equivalent,10-20,0-35,0,90,N,Pass,-28.0,,57.0,70.0,115.0,60.0,154.0,80.0,83.0,80.0,124.0,80.0,146.0,100.0,178.0,100.0,189.0,20.0,,,0.0,0.0,81.0,132.0,76.0,2.0,8.0
2014B,627597,M,North Region,A Level or Equivalent,90-100%,0-35,0,30,N,Pass,-8.0,,58.0,60.0,114.0,70.0,159.0,61.0,84.0,100.0,125.0,80.0,150.0,60.0,177.0,100.0,191.0,80.0,209.0,80.0,37.0,2.0,133.0,164.0,84.0,20.0,18.0
2014B,627661,F,Yorkshire Region,A Level or Equivalent,30-40%,35-55,0,30,N,Pass,-5.0,,61.0,35.0,117.0,70.0,166.0,67.0,207.0,100.0,207.0,60.0,207.0,100.0,207.0,80.0,207.0,80.0,207.0,60.0,0.0,0.0,41.0,45.0,118.0,8.0,25.0
2014B,627764,F,East Anglian Region,Lower Than A Level,20-30%,35-55,0,30,Y,Pass,-10.0,,54.0,69.0,129.0,79.0,158.0,82.0,143.0,80.0,143.0,100.0,157.0,100.0,219.0,100.0,,,,,12.0,0.0,31.0,39.0,86.0,7.0,14.0
2014B,627773,F,South West Region,Lower Than A Level,10-20,0-35,0,30,N,Distinction,-40.0,,57.0,85.0,116.0,90.0,164.0,85.0,73.0,100.0,122.0,100.0,144.0,100.0,186.0,100.0,194.0,80.0,212.0,100.0,101.0,1.0,99.0,212.0,92.0,22.0,38.0
2014B,627787,F,South West Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass,-12.0,,61.0,68.0,117.0,58.0,170.0,56.0,73.0,100.0,121.0,80.0,144.0,80.0,193.0,100.0,193.0,100.0,224.0,100.0,683.0,1.0,303.0,418.0,136.0,21.0,28.0
2014B,627812,F,Yorkshire Region,Lower Than A Level,60-70%,0-35,0,30,N,Withdrawn,-23.0,119.0,50.0,60.0,,,,,,,,,,,,,,,,,0.0,0.0,16.0,2.0,0.0,5.0,6.0
2014B,627821,F,South Region,A Level or Equivalent,40-50%,35-55,0,30,N,Distinction,-25.0,,60.0,60.0,111.0,70.0,166.0,80.0,91.0,100.0,144.0,100.0,193.0,100.0,210.0,100.0,217.0,100.0,,,76.0,1.0,107.0,189.0,74.0,38.0,38.0
2014B,627827,F,London Region,Lower Than A Level,30-40%,35-55,0,30,N,Fail,-24.0,,60.0,68.0,108.0,56.0,163.0,53.0,81.0,80.0,132.0,60.0,145.0,80.0,189.0,80.0,207.0,60.0,208.0,80.0,54.0,2.0,97.0,300.0,121.0,24.0,42.0
2014B,627834,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,30,Y,Distinction,-28.0,,58.0,80.0,110.0,84.0,163.0,82.0,88.0,100.0,140.0,100.0,199.0,100.0,200.0,100.0,202.0,80.0,223.0,100.0,17.0,2.0,86.0,223.0,140.0,4.0,27.0
2014B,627843,F,North Western Region,Lower Than A Level,20-30%,0-35,0,30,N,Withdrawn,-24.0,116.0,52.0,70.0,,,,,73.0,100.0,,,,,,,,,,,4.0,2.0,69.0,56.0,23.0,21.0,15.0
2014B,627895,F,South East Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass,-17.0,,58.0,70.0,117.0,65.0,173.0,60.0,87.0,100.0,140.0,80.0,210.0,100.0,210.0,100.0,210.0,20.0,210.0,60.0,63.0,2.0,81.0,207.0,80.0,13.0,6.0
2014B,627901,F,East Anglian Region,Lower Than A Level,90-100%,35-55,0,30,N,Pass,-45.0,,44.0,75.0,110.0,45.0,163.0,72.0,75.0,100.0,122.0,80.0,144.0,72.0,177.0,100.0,192.0,100.0,,,170.0,0.0,92.0,142.0,86.0,10.0,21.0
2014B,627973,F,South West Region,A Level or Equivalent,30-40%,0-35,0,30,N,Fail,-17.0,,55.0,76.0,117.0,72.0,,,,,,,,,,,,,,,10.0,0.0,77.0,39.0,5.0,9.0,11.0
2014B,628189,M,South East Region,Lower Than A Level,30-40%,35-55,0,90,N,Fail,-17.0,,54.0,55.0,113.0,60.0,173.0,50.0,145.0,60.0,145.0,60.0,145.0,100.0,215.0,60.0,215.0,0.0,215.0,80.0,9.0,7.0,79.0,25.0,114.0,10.0,6.0
2014B,628217,F,London Region,A Level or Equivalent,30-40%,0-35,0,30,N,Fail,-12.0,,65.0,86.0,131.0,56.0,166.0,62.0,,,,,,,,,,,,,0.0,0.0,11.0,27.0,1.0,2.0,1.0
2014B,628227,F,South Region,Lower Than A Level,40-50%,0-35,0,30,N,Pass,-28.0,,59.0,60.0,115.0,65.0,165.0,55.0,224.0,80.0,224.0,80.0,224.0,80.0,224.0,80.0,224.0,40.0,224.0,40.0,0.0,2.0,61.0,56.0,75.0,8.0,11.0
2014B,628245,M,London Region,Lower Than A Level,80-90%,35-55,0,30,N,Fail,-44.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,628280,F,London Region,Lower Than A Level,30-40%,35-55,0,30,N,Pass,-17.0,,59.0,65.0,117.0,60.0,165.0,58.0,108.0,100.0,207.0,80.0,207.0,32.0,207.0,100.0,207.0,60.0,207.0,60.0,45.0,2.0,78.0,183.0,109.0,19.0,34.0
2014B,628316,F,South East Region,Lower Than A Level,70-80%,0-35,0,30,N,Distinction,-45.0,,33.0,78.0,113.0,85.0,164.0,74.0,109.0,100.0,154.0,100.0,154.0,100.0,212.0,100.0,,,,,2.0,0.0,66.0,126.0,66.0,8.0,7.0
2014B,628365,F,South Region,Lower Than A Level,80-90%,0-35,0,30,N,Fail,-17.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,2.0,0.0,7.0,2.0
2014B,628367,F,North Western Region,Lower Than A Level,50-60%,35-55,0,30,N,Pass,-8.0,,59.0,85.0,117.0,70.0,166.0,54.0,165.0,100.0,165.0,60.0,224.0,72.0,224.0,60.0,224.0,80.0,224.0,60.0,14.0,2.0,20.0,33.0,97.0,4.0,24.0
2014B,628369,F,North Western Region,A Level or Equivalent,50-60%,0-35,0,30,N,Pass,-17.0,,60.0,72.0,116.0,65.0,165.0,76.0,108.0,100.0,167.0,80.0,223.0,60.0,191.0,80.0,215.0,40.0,223.0,100.0,39.0,2.0,64.0,234.0,108.0,18.0,36.0
