code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,ass_1_date,ass_1_score,ass_2_date,ass_2_score,ass_3_date,ass_3_score,ass_4_date,ass_4_score,ass_5_date,ass_5_score,ass_6_date,ass_6_score,ass_7_date,ass_7_score,ass_8_date,ass_8_score,ass_9_date,ass_9_score,ass_10_date,ass_10_score,ass_11_date,ass_11_score,clicks_forumng,clicks_glossary,clicks_homepage,clicks_oucollaborate,clicks_oucontent,clicks_ouelluminate,clicks_quiz,clicks_resource,clicks_sharedsubpage,clicks_subpage,clicks_url
2013J,598253,F,Wales,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-15.0,,2.0,57.0,41.0,48.0,94.0,58.0,130.0,61.0,,,212.0,59.0,56.0,100.0,102.0,80.0,133.0,80.0,,,210.0,60.0,0.0,0.0,21.0,0.0,1.0,,51.0,7.0,0.0,10.0,2.0
2013J,598260,F,Ireland,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn,-28.0,240.0,21.0,47.0,47.0,50.0,98.0,57.0,,,174.0,51.0,,,56.0,80.0,102.0,80.0,133.0,60.0,168.0,60.0,210.0,20.0,14.0,0.0,62.0,0.0,1.0,,110.0,11.0,0.0,21.0,14.0
2013J,598315,F,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,Y,Fail,-71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013J,598351,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,120,N,Pass,-71.0,,18.0,74.0,54.0,48.0,110.0,57.0,,,173.0,56.0,209.0,32.0,56.0,80.0,,,133.0,100.0,168.0,100.0,210.0,60.0,63.0,0.0,95.0,0.0,16.0,,66.0,112.0,0.0,35.0,2.0
2013J,598394,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,-66.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013J,598462,F,South West Region,A Level or Equivalent,60-70%,35-55,0,120,N,Pass,-46.0,,19.0,87.0,47.0,42.0,96.0,43.0,141.0,63.0,172.0,79.0,208.0,79.0,56.0,100.0,102.0,100.0,133.0,100.0,168.0,100.0,210.0,100.0,347.0,5.0,153.0,2.0,42.0,,133.0,24.0,0.0,45.0,13.0
2013J,598503,F,Scotland,Lower Than A Level,40-50%,35-55,0,60,N,Withdrawn,-46.0,65.0,14.0,65.0,,,,,,,,,,,,,,,,,,,,,630.0,2.0,131.0,1.0,13.0,,8.0,33.0,0.0,56.0,22.0
2013J,598538,F,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,-67.0,,19.0,60.0,,,,,,,,,,,,,,,,,,,,,29.0,0.0,13.0,1.0,1.0,,1.0,4.0,0.0,12.0,7.0
2013J,598562,M,East Anglian Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-71.0,,19.0,30.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,3.0,5.0
2013J,598596,F,North Western Region,Lower Than A Level,0-10%,0-35,0,90,N,Withdrawn,-67.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013J,598623,F,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,-57.0,,17.0,80.0,46.0,79.0,95.0,50.0,131.0,54.0,172.0,72.0,206.0,68.0,56.0,60.0,102.0,100.0,133.0,60.0,168.0,100.0,210.0,80.0,760.0,2.0,281.0,0.0,60.0,,129.0,97.0,0.0,141.0,31.0
2013J,598709,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-36.0,,18.0,69.0,65.0,70.0,103.0,61.0,131.0,62.0,172.0,55.0,208.0,61.0,56.0,100.0,102.0,80.0,133.0,80.0,168.0,60.0,210.0,40.0,656.0,10.0,309.0,0.0,4.0,,80.0,26.0,0.0,55.0,73.0
2013J,598760,F,Wales,A Level or Equivalent,50-60%,0-35,0,90,N,Pass,-30.0,,16.0,83.0,45.0,79.0,95.0,73.0,,,166.0,75.0,208.0,76.0,56.0,80.0,102.0,80.0,133.0,100.0,168.0,80.0,210.0,80.0,84.0,0.0,108.0,0.0,27.0,,71.0,20.0,0.0,30.0,31.0
2013J,598865,F,South Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass,-67.0,,19.0,56.0,46.0,63.0,111.0,54.0,146.0,45.0,,,221.0,56.0,56.0,80.0,,,,,,,,,157.0,0.0,67.0,1.0,52.0,,19.0,5.0,0.0,19.0,12.0
2013J,598883,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,120,N,Distinction,-42.0,,16.0,91.0,44.0,90.0,90.0,89.0,128.0,86.0,163.0,88.0,206.0,89.0,56.0,100.0,102.0,100.0,133.0,100.0,168.0,100.0,210.0,100.0,201.0,2.0,201.0,0.0,11.0,,82.0,13.0,0.0,29.0,22.0
2013J,598901,F,South East Region,A Level or Equivalent,30-40%,35-55,0,120,Y,Withdrawn,-67.0,-51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013J,598907,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-53.0,,19.0,88.0,46.0,82.0,95.0,63.0,131.0,70.0,169.0,64.0,,,56.0,100.0,102.0,100.0,133.0,60.0,168.0,60.0,210.0,100.0,977.0,0.0,511.0,2.0,9.0,,100.0,35.0,0.0,45.0,61.0
2013J,598914,F,South West Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,-56.0,,15.0,72.0,46.0,80.0,95.0,72.0,130.0,82.0,166.0,84.0,,,56.0,80.0,102.0,100.0,133.0,100.0,168.0,100.0,210.0,60.0,50.0,0.0,84.0,1.0,6.0,,66.0,35.0,0.0,46.0,12.0
2013J,598969,F,North Region,HE Qualification,80-90%,35-55,0,120,N,Pass,-67.0,,3.0,75.0,37.0,76.0,84.0,73.0,116.0,89.0,156.0,87.0,199.0,93.0,56.0,80.0,102.0,60.0,133.0,100.0,168.0,60.0,210.0,100.0,521.0,0.0,544.0,0.0,24.0,,81.0,62.0,0.0,97.0,112.0
2013J,598986,F,London Region,Lower Than A Level,0-10%,35-55,0,60,N,Fail,-63.0,,19.0,80.0,45.0,76.0,95.0,83.0,130.0,79.0,164.0,77.0,208.0,74.0,56.0,80.0,102.0,40.0,133.0,60.0,168.0,60.0,210.0,100.0,52.0,1.0,81.0,1.0,13.0,,88.0,42.0,0.0,17.0,10.0
2013J,599016,F,London Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Pass,-28.0,,,,,,,,,,,,,,,,,,133.0,80.0,168.0,40.0,210.0,60.0,1.0,0.0,27.0,0.0,21.0,,51.0,1.0,0.0,5.0,0.0
2013J,599037,F,South East Region,Lower Than A Level,40-50%,35-55,0,60,Y,Pass,-67.0,,18.0,67.0,46.0,74.0,97.0,63.0,130.0,79.0,172.0,77.0,208.0,65.0,56.0,100.0,102.0,60.0,133.0,100.0,168.0,100.0,210.0,100.0,1195.0,9.0,444.0,2.0,44.0,,91.0,191.0,0.0,192.0,54.0
2013J,599161,F,Scotland,Lower Than A Level,70-80%,35-55,0,120,N,Withdrawn,-43.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013J,599230,F,South West Region,HE Qualification,60-70%,35-55,0,60,N,Distinction,-67.0,,15.0,74.0,46.0,82.0,95.0,85.0,130.0,83.0,165.0,78.0,207.0,87.0,56.0,100.0,102.0,80.0,133.0,100.0,168.0,100.0,210.0,80.0,1763.0,8.0,958.0,0.0,43.0,,99.0,45.0,0.0,41.0,58.0
2013J,599292,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-60.0,,19.0,75.0,47.0,82.0,103.0,80.0,,,172.0,35.0,,,56.0,100.0,102.0,100.0,133.0,100.0,168.0,100.0,210.0,100.0,771.0,0.0,483.0,0.0,4.0,,82.0,7.0,0.0,17.0,8.0
2013J,599402,F,North Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-49.0,,11.0,55.0,47.0,61.0,215.0,32.0,,,170.0,50.0,208.0,61.0,56.0,100.0,,,,,168.0,80.0,210.0,100.0,70.0,0.0,59.0,2.0,34.0,,40.0,20.0,0.0,43.0,9.0
2013J,599423,F,London Region,Lower Than A Level,10-20,0-35,0,120,Y,Withdrawn,-66.0,37.0,18.0,75.0,,,,,,,,,,,,,,,,,,,,,2.0,0.0,12.0,0.0,1.0,,2.0,13.0,0.0,11.0,1.0
2013J,599427,F,London Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,-29.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0
2013J,599432,F,East Anglian Region,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,-67.0,79.0,19.0,60.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,37.0,0.0,1.0,,1.0,4.0,0.0,10.0,11.0
2013J,599434,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,-58.0,,19.0,73.0,55.0,72.0,,,,,,,,,,,,,,,,,,,112.0,4.0,83.0,0.0,9.0,,0.0,4.0,0.0,21.0,12.0
2013J,599456,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,-66.0,-56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013J,599475,F,Wales,HE Qualification,80-90%,0-35,0,60,N,Withdrawn,-45.0,-26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013J,599606,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,-53.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013J,599639,F,West Midlands Region,A Level or Equivalent,80-90%,35-55,0,120,N,Withdrawn,-36.0,131.0,16.0,78.0,45.0,77.0,95.0,59.0,,,,,,,56.0,100.0,102.0,100.0,,,,,,,534.0,1.0,145.0,0.0,22.0,,39.0,10.0,0.0,43.0,12.0
2013J,599640,F,South Region,Lower Than A Level,40-50%,35-55,0,120,N,Fail,-66.0,,19.0,70.0,,,,,,,,,,,,,,,,,,,,,73.0,1.0,56.0,0.0,4.0,,1.0,22.0,0.0,31.0,10.0
2013J,599644,F,Wales,Lower Than A Level,10-20,35-55,0,120,Y,Fail,-36.0,,16.0,44.0,46.0,58.0,95.0,62.0,,,,,,,56.0,100.0,102.0,40.0,,,,,,,46.0,0.0,131.0,0.0,3.0,,45.0,48.0,0.0,99.0,28.0
2013J,599709,F,Wales,A Level or Equivalent,50-60%,0-35,0,120,N,Fail,-15.0,,19.0,80.0,50.0,68.0,,,,,,,,,56.0,80.0,,,133.0,80.0,,,,,454.0,1.0,140.0,4.0,1.0,,29.0,8.0,0.0,22.0,20.0
2013J,599739,F,Yorkshire Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,-10.0,,19.0,80.0,96.0,61.0,96.0,56.0,131.0,78.0,162.0,70.0,208.0,56.0,56.0,100.0,102.0,80.0,133.0,60.0,168.0,80.0,210.0,80.0,95.0,1.0,93.0,2.0,16.0,,74.0,36.0,0.0,45.0,14.0
2013J,599748,F,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-27.0,,18.0,70.0,44.0,73.0,92.0,79.0,113.0,77.0,155.0,83.0,183.0,85.0,56.0,100.0,102.0,100.0,133.0,100.0,168.0,100.0,210.0,100.0,146.0,0.0,78.0,0.0,26.0,,66.0,36.0,0.0,50.0,14.0
2013J,599785,F,Scotland,HE Qualification,50-60%,35-55,0,60,N,Pass,-66.0,,19.0,85.0,48.0,51.0,96.0,55.0,135.0,76.0,179.0,85.0,209.0,76.0,56.0,100.0,102.0,100.0,133.0,100.0,168.0,100.0,210.0,80.0,291.0,0.0,72.0,0.0,7.0,,99.0,14.0,0.0,14.0,6.0
2013J,599787,M,Scotland,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-66.0,,12.0,85.0,46.0,65.0,94.0,79.0,128.0,74.0,163.0,79.0,206.0,75.0,56.0,100.0,102.0,100.0,133.0,80.0,168.0,80.0,210.0,60.0,246.0,0.0,333.0,1.0,15.0,,71.0,192.0,0.0,308.0,45.0
2013J,599794,F,Scotland,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-66.0,,18.0,73.0,46.0,70.0,95.0,75.0,131.0,70.0,166.0,40.0,208.0,80.0,56.0,100.0,102.0,80.0,133.0,100.0,168.0,100.0,210.0,100.0,2397.0,5.0,1126.0,0.0,92.0,,68.0,398.0,0.0,714.0,51.0
2013J,599802,F,Scotland,Lower Than A Level,60-70%,35-55,0,60,N,Fail,-66.0,,16.0,79.0,,,,,,,,,,,,,,,,,,,,,424.0,21.0,148.0,0.0,10.0,,5.0,41.0,0.0,71.0,36.0
2013J,599836,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,-46.0,,17.0,74.0,46.0,59.0,93.0,77.0,130.0,77.0,166.0,76.0,207.0,67.0,56.0,100.0,102.0,40.0,133.0,60.0,168.0,60.0,210.0,100.0,255.0,0.0,244.0,0.0,34.0,,78.0,64.0,0.0,135.0,16.0
2013J,599840,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,-65.0,,18.0,65.0,46.0,65.0,95.0,68.0,131.0,70.0,166.0,67.0,208.0,65.0,56.0,80.0,102.0,100.0,133.0,20.0,168.0,100.0,210.0,100.0,26.0,0.0,132.0,0.0,1.0,,90.0,32.0,0.0,56.0,19.0
2013J,599895,F,East Midlands Region,HE Qualification,30-40%,0-35,0,60,N,Pass,-65.0,,14.0,70.0,46.0,81.0,90.0,73.0,127.0,81.0,162.0,93.0,205.0,90.0,56.0,100.0,102.0,100.0,133.0,100.0,168.0,100.0,210.0,100.0,623.0,3.0,359.0,0.0,17.0,,71.0,5.0,0.0,21.0,49.0
2013J,599908,F,East Anglian Region,Lower Than A Level,90-100%,35-55,0,120,N,Pass,-46.0,,18.0,70.0,51.0,73.0,94.0,61.0,130.0,60.0,172.0,64.0,208.0,64.0,56.0,100.0,102.0,100.0,133.0,100.0,168.0,100.0,210.0,80.0,453.0,4.0,339.0,0.0,8.0,,81.0,64.0,0.0,79.0,75.0
2013J,599960,F,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn,-43.0,90.0,17.0,87.0,45.0,85.0,,,,,,,,,56.0,100.0,,,,,,,,,29.0,0.0,8.0,0.0,0.0,,15.0,1.0,0.0,2.0,1.0
2013J,600006,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,-43.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013J,600121,F,London Region,A Level or Equivalent,40-50%,0-35,0,120,Y,Pass,-63.0,,17.0,69.0,45.0,70.0,84.0,71.0,127.0,71.0,159.0,74.0,202.0,69.0,56.0,80.0,102.0,100.0,133.0,80.0,168.0,100.0,210.0,60.0,1491.0,2.0,786.0,0.0,26.0,,137.0,43.0,0.0,83.0,11.0
2013J,600211,F,Yorkshire Region,Lower Than A Level,10-20,0-35,0,120,N,Fail,-15.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2013J,600218,F,London Region,HE Qualification,0-10%,0-35,0,60,N,Withdrawn,-57.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,2.0,,0.0,1.0,0.0,5.0,1.0
2013J,600254,F,West Midlands Region,Lower Than A Level,50-60%,0-35,0,120,N,Withdrawn,-25.0,3.0,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,17.0,0.0,0.0,,0.0,5.0,0.0,5.0,5.0
2013J,600263,F,Ireland,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,-43.0,,,,,,,,,,,,,,,,,,,,,,,,56.0,1.0,12.0,0.0,0.0,,0.0,1.0,0.0,6.0,5.0
2013J,600279,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,120,N,Pass,-59.0,,19.0,71.0,47.0,73.0,95.0,61.0,131.0,78.0,165.0,65.0,208.0,75.0,56.0,100.0,102.0,80.0,133.0,80.0,168.0,100.0,210.0,100.0,1091.0,2.0,671.0,1.0,26.0,,167.0,18.0,0.0,32.0,17.0
2013J,600370,F,South West Region,HE Qualification,70-80%,0-35,0,120,N,Pass,-3.0,,17.0,70.0,47.0,67.0,96.0,73.0,131.0,66.0,166.0,80.0,207.0,77.0,56.0,100.0,102.0,60.0,133.0,80.0,168.0,100.0,210.0,80.0,338.0,0.0,117.0,0.0,18.0,,64.0,23.0,0.0,46.0,2.0
2013J,600407,F,North Western Region,Lower Than A Level,40-50%,0-35,0,180,N,Withdrawn,-63.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013J,600428,F,South East Region,A Level or Equivalent,70-80%,35-55,0,120,N,Withdrawn,-63.0,135.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
2013J,600449,F,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,-44.0,94.0,18.0,83.0,54.0,83.0,,,,,,,,,56.0,100.0,,,,,,,,,59.0,0.0,20.0,0.0,0.0,,18.0,0.0,0.0,0.0,0.0
2013J,600470,F,Wales,HE Qualification,10-20,0-35,0,120,N,Fail,-31.0,,19.0,78.0,47.0,80.0,104.0,81.0,,,,,,,56.0,80.0,,,,,,,,,56.0,2.0,113.0,0.0,1.0,,29.0,16.0,0.0,36.0,15.0
2013J,600476,F,Wales,Lower Than A Level,70-80%,0-35,0,120,Y,Fail,-1.0,,,,,,,,,,,,,,,,,,,,,,,,46.0,0.0,25.0,0.0,0.0,,0.0,6.0,0.0,9.0,4.0
2013J,600490,F,South East Region,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction,-36.0,,18.0,83.0,59.0,94.0,94.0,84.0,142.0,83.0,163.0,94.0,,,56.0,100.0,102.0,100.0,133.0,100.0,168.0,100.0,210.0,100.0,256.0,0.0,101.0,0.0,9.0,,88.0,10.0,0.0,23.0,6.0
2013J,600541,F,Scotland,Lower Than A Level,30-40%,35-55,0,60,Y,Withdrawn,-49.0,101.0,,,,,,,,,,,,,,,,,,,,,,,32.0,0.0,6.0,0.0,1.0,,0.0,4.0,0.0,2.0,4.0
2013J,600579,F,South East Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,-50.0,234.0,23.0,64.0,54.0,75.0,,,,,,,,,,,,,,,,,,,1.0,0.0,19.0,0.0,0.0,,0.0,8.0,0.0,8.0,7.0
2013J,600681,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,-63.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013J,600684,F,South West Region,A Level or Equivalent,30-40%,35-55,0,60,N,Distinction,-30.0,,15.0,81.0,45.0,90.0,90.0,93.0,130.0,95.0,164.0,93.0,196.0,97.0,56.0,100.0,102.0,100.0,133.0,100.0,168.0,100.0,210.0,100.0,1945.0,4.0,1141.0,0.0,28.0,,193.0,131.0,0.0,180.0,181.0
2013J,600740,F,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-62.0,,17.0,74.0,46.0,79.0,96.0,72.0,136.0,71.0,166.0,59.0,208.0,81.0,56.0,100.0,102.0,100.0,133.0,100.0,168.0,60.0,210.0,80.0,79.0,0.0,148.0,0.0,1.0,,67.0,103.0,0.0,112.0,25.0
2013J,600749,M,Yorkshire Region,Lower Than A Level,10-20,0-35,0,120,N,Fail,-60.0,,18.0,70.0,,,,,,,,,,,,,,,,,,,,,4.0,0.0,16.0,0.0,0.0,,1.0,4.0,0.0,3.0,1.0
2013J,600770,F,East Midlands Region,Lower Than A Level,80-90%,35-55,0,60,N,Fail,-36.0,,25.0,70.0,,,,,,,,,,,,,,,,,,,,,55.0,0.0,27.0,0.0,1.0,,0.0,0.0,0.0,5.0,4.0
2013J,600771,M,South East Region,Lower Than A Level,10-20,35-55,0,60,N,Pass,-53.0,,19.0,85.0,47.0,75.0,96.0,72.0,131.0,84.0,166.0,74.0,208.0,40.0,56.0,100.0,102.0,100.0,133.0,60.0,168.0,100.0,210.0,80.0,233.0,1.0,143.0,0.0,7.0,,76.0,15.0,0.0,49.0,19.0
2013J,600833,F,Wales,Lower Than A Level,70-80%,0-35,0,120,N,Fail,-38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013J,600844,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,-60.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013J,600845,M,Wales,Lower Than A Level,20-30%,35-55,0,60,N,Fail,-31.0,,15.0,69.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0,0.0,0.0,,0.0,1.0,0.0,2.0,0.0
2013J,600856,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Distinction,-44.0,,10.0,77.0,43.0,78.0,92.0,77.0,128.0,79.0,162.0,84.0,202.0,83.0,56.0,80.0,102.0,100.0,133.0,80.0,168.0,60.0,210.0,60.0,631.0,1.0,424.0,0.0,52.0,,99.0,76.0,0.0,77.0,81.0
2013J,600966,F,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-21.0,,16.0,86.0,46.0,78.0,95.0,81.0,130.0,89.0,164.0,73.0,207.0,79.0,56.0,100.0,102.0,80.0,133.0,80.0,168.0,80.0,210.0,100.0,170.0,0.0,135.0,0.0,20.0,,74.0,12.0,0.0,17.0,9.0
2013J,600967,F,London Region,A Level or Equivalent,20-30%,35-55,0,120,N,Fail,-60.0,,19.0,59.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,5.0,0.0,3.0,,0.0,4.0,0.0,9.0,4.0
2013J,600999,F,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail,-58.0,,19.0,69.0,60.0,62.0,,,,,,,,,56.0,100.0,,,,,,,,,124.0,0.0,18.0,0.0,1.0,,12.0,11.0,0.0,19.0,12.0
2013J,601243,F,South West Region,HE Qualification,30-40%,35-55,0,120,N,Distinction,-29.0,,17.0,62.0,45.0,61.0,95.0,62.0,129.0,81.0,164.0,87.0,206.0,69.0,56.0,100.0,102.0,100.0,133.0,100.0,168.0,100.0,210.0,100.0,353.0,0.0,391.0,0.0,88.0,,116.0,56.0,1.0,111.0,23.0
2013J,601251,F,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-60.0,,10.0,95.0,45.0,91.0,92.0,93.0,131.0,85.0,164.0,80.0,204.0,93.0,56.0,100.0,102.0,100.0,133.0,100.0,168.0,100.0,210.0,100.0,787.0,5.0,108.0,1.0,17.0,,60.0,18.0,0.0,52.0,44.0
2013J,601269,F,Wales,Lower Than A Level,20-30%,0-35,0,60,N,Pass,-46.0,,17.0,80.0,58.0,78.0,94.0,76.0,134.0,80.0,172.0,79.0,,,56.0,100.0,102.0,100.0,,,168.0,80.0,210.0,100.0,295.0,1.0,168.0,0.0,17.0,,97.0,39.0,0.0,78.0,44.0
2013J,601346,F,East Midlands Region,A Level or Equivalent,20-30%,35-55,0,60,Y,Distinction,-46.0,,17.0,90.0,51.0,92.0,95.0,95.0,131.0,95.0,166.0,90.0,207.0,95.0,56.0,100.0,102.0,100.0,133.0,100.0,168.0,100.0,210.0,100.0,127.0,1.0,65.0,0.0,19.0,,62.0,13.0,0.0,45.0,10.0
2013J,601424,F,South Region,A Level or Equivalent,30-40%,0-35,0,90,N,Withdrawn,-56.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013J,601455,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-11.0,,17.0,61.0,46.0,65.0,93.0,60.0,131.0,70.0,166.0,75.0,208.0,70.0,56.0,100.0,102.0,100.0,133.0,100.0,168.0,40.0,210.0,80.0,22.0,0.0,112.0,0.0,24.0,,107.0,22.0,0.0,40.0,7.0
2013J,601472,F,Ireland,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn,-3.0,153.0,18.0,62.0,47.0,51.0,,,,,,,,,56.0,80.0,102.0,60.0,,,,,,,162.0,3.0,76.0,0.0,8.0,,41.0,23.0,0.0,21.0,21.0
2013J,601491,F,London Region,HE Qualification,30-40%,0-35,0,120,N,Withdrawn,-58.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013J,601497,F,Ireland,Lower Than A Level,10-20,35-55,0,60,N,Distinction,-28.0,,15.0,80.0,44.0,70.0,89.0,87.0,128.0,79.0,158.0,69.0,202.0,87.0,56.0,100.0,102.0,80.0,133.0,60.0,168.0,100.0,210.0,60.0,874.0,1.0,303.0,0.0,13.0,,76.0,38.0,0.0,56.0,3.0
2013J,601499,F,Ireland,Lower Than A Level,20-30%,35-55,0,60,N,Pass,-28.0,,15.0,60.0,44.0,63.0,95.0,51.0,129.0,61.0,166.0,68.0,206.0,85.0,56.0,100.0,102.0,80.0,133.0,60.0,168.0,80.0,210.0,100.0,1007.0,4.0,353.0,1.0,21.0,,105.0,22.0,0.0,48.0,17.0
2013J,601504,F,Ireland,Lower Than A Level,50-60%,35-55,0,60,N,Pass,-3.0,,15.0,62.0,42.0,55.0,95.0,79.0,130.0,77.0,159.0,67.0,207.0,83.0,56.0,100.0,102.0,100.0,133.0,100.0,168.0,40.0,210.0,80.0,3266.0,16.0,735.0,4.0,51.0,,139.0,98.0,0.0,202.0,101.0
2013J,601505,F,Scotland,HE Qualification,70-80%,0-35,0,120,N,Fail,-30.0,,18.0,67.0,47.0,65.0,96.0,69.0,138.0,68.0,,,,,56.0,100.0,102.0,100.0,133.0,100.0,168.0,80.0,,,242.0,1.0,75.0,0.0,4.0,,89.0,17.0,0.0,36.0,4.0
2013J,601551,F,London Region,Lower Than A Level,30-40%,0-35,0,60,Y,Fail,-30.0,,17.0,63.0,47.0,67.0,100.0,40.0,142.0,53.0,,,,,56.0,100.0,102.0,100.0,133.0,100.0,168.0,60.0,,,82.0,0.0,64.0,2.0,13.0,,65.0,18.0,0.0,31.0,5.0
2013J,601558,F,London Region,Lower Than A Level,0-10%,0-35,0,60,N,Fail,-12.0,,18.0,74.0,50.0,61.0,97.0,62.0,,,,,,,56.0,80.0,,,,,,,,,5.0,0.0,24.0,0.0,2.0,,22.0,23.0,0.0,39.0,4.0
2013J,601635,M,South East Region,HE Qualification,70-80%,0-35,0,60,N,Pass,-29.0,,19.0,85.0,53.0,56.0,,,153.0,63.0,187.0,85.0,208.0,78.0,56.0,100.0,102.0,80.0,133.0,100.0,168.0,80.0,210.0,100.0,492.0,0.0,107.0,1.0,22.0,,88.0,11.0,0.0,19.0,16.0
2013J,601655,M,Scotland,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-59.0,,17.0,61.0,58.0,64.0,89.0,70.0,129.0,68.0,164.0,73.0,219.0,76.0,56.0,100.0,102.0,100.0,133.0,80.0,168.0,100.0,210.0,100.0,941.0,0.0,219.0,0.0,20.0,,74.0,6.0,0.0,34.0,11.0
2013J,601706,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,Y,Withdrawn,-58.0,235.0,16.0,69.0,47.0,78.0,96.0,81.0,,,,,,,56.0,100.0,102.0,100.0,133.0,100.0,168.0,100.0,,,512.0,0.0,189.0,6.0,0.0,,96.0,20.0,0.0,6.0,10.0
