code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,ass_1_date,ass_1_score,ass_2_date,ass_2_score,ass_3_date,ass_3_score,ass_4_date,ass_4_score,ass_5_date,ass_5_score,ass_6_date,ass_6_score,ass_7_date,ass_7_score,ass_8_date,ass_8_score,ass_9_date,ass_9_score,clicks_forumng,clicks_homepage,clicks_oucollaborate,clicks_oucontent,clicks_page,clicks_quiz,clicks_resource,clicks_subpage,clicks_url
2014B,2421961,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,150,N,Withdrawn,-182.0,177.0,41.0,42.0,111.0,20.0,,,,,,,,,139.0,21.0,,,,,42.0,61.0,0.0,3.0,1.0,152.0,36.0,73.0,11.0
2014B,2433069,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,-66.0,,39.0,94.0,109.0,90.0,158.0,94.0,200.0,82.0,20.0,90.0,69.0,84.0,139.0,70.0,209.0,98.0,230.0,94.0,239.0,294.0,0.0,108.0,0.0,1543.0,77.0,206.0,7.0
2014B,2433221,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,120,Y,Pass,-254.0,,39.0,98.0,109.0,94.0,165.0,62.0,,,20.0,60.0,69.0,86.0,139.0,66.0,,,234.0,80.0,506.0,481.0,25.0,1046.0,8.0,1584.0,212.0,605.0,20.0
2014B,2436400,M,North Western Region,Lower Than A Level,20-30%,35-55,0,90,N,Withdrawn,-82.0,7.0,,,,,,,,,,,,,,,,,,,15.0,35.0,0.0,1.0,0.0,20.0,4.0,3.0,3.0
2014B,2446778,F,Yorkshire Region,A Level or Equivalent,70-80%,0-35,0,90,N,Withdrawn,-39.0,26.0,,,,,,,,,20.0,0.0,,,,,,,,,6.0,29.0,0.0,0.0,0.0,102.0,1.0,12.0,2.0
2014B,2447528,F,Scotland,HE Qualification,40-50%,35-55,0,30,N,Fail,-66.0,,31.0,90.0,,,,,,,20.0,90.0,69.0,85.0,,,,,,,52.0,218.0,0.0,164.0,1.0,505.0,47.0,98.0,9.0
2014B,2451726,F,North Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,-23.0,69.0,31.0,46.0,,,,,,,20.0,30.0,,,,,,,,,16.0,30.0,0.0,2.0,0.0,58.0,11.0,19.0,2.0
2014B,2454878,F,South Region,Lower Than A Level,40-50%,0-35,0,90,Y,Fail,-253.0,,,,102.0,18.0,,,,,,,69.0,52.0,,,,,,,0.0,92.0,0.0,2.0,0.0,360.0,75.0,21.0,1.0
2014B,2464727,F,London Region,Lower Than A Level,0-10%,0-35,0,60,Y,Withdrawn,-85.0,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,2471283,M,Scotland,Post Graduate Qualification,90-100%,35-55,0,30,N,Pass,-21.0,,,,,,,,,,20.0,40.0,69.0,55.0,139.0,73.0,209.0,54.0,230.0,40.0,44.0,102.0,0.0,34.0,3.0,449.0,229.0,112.0,7.0
2014B,2473058,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,90,N,Withdrawn,-68.0,59.0,,,,,,,,,20.0,20.0,,,,,,,,,5.0,32.0,0.0,12.0,0.0,52.0,12.0,32.0,0.0
2014B,2478799,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,-103.0,48.0,32.0,14.0,,,,,,,20.0,50.0,,,,,,,,,8.0,44.0,0.0,1.0,0.0,150.0,8.0,11.0,5.0
2014B,2486769,M,London Region,HE Qualification,0-10%,35-55,0,90,N,Fail,-154.0,,37.0,68.0,,,,,,,20.0,20.0,69.0,55.0,,,,,,,8.0,98.0,0.0,698.0,0.0,123.0,64.0,110.0,7.0
2014B,2488382,F,Scotland,HE Qualification,50-60%,0-35,0,30,N,Pass,-22.0,,32.0,98.0,102.0,96.0,151.0,96.0,200.0,84.0,20.0,90.0,69.0,98.0,139.0,69.0,209.0,63.0,230.0,70.0,86.0,117.0,0.0,1.0,4.0,692.0,99.0,132.0,2.0
2014B,2488713,M,North Western Region,HE Qualification,60-70%,35-55,0,30,N,Withdrawn,-95.0,33.0,,,,,,,,,20.0,60.0,,,,,,,,,0.0,82.0,0.0,17.0,0.0,104.0,40.0,43.0,4.0
2014B,2493107,F,North Western Region,Lower Than A Level,0-10%,35-55,0,90,Y,Withdrawn,-312.0,-21.0,,,,,,,,,,,,,,,,,,,0.0,9.0,0.0,0.0,0.0,82.0,1.0,9.0,0.0
2014B,2494507,M,Scotland,HE Qualification,80-90%,0-35,0,30,N,Pass,-52.0,,30.0,94.0,100.0,92.0,149.0,84.0,200.0,82.0,20.0,70.0,69.0,86.0,139.0,73.0,209.0,70.0,230.0,82.0,46.0,107.0,0.0,4.0,2.0,397.0,47.0,56.0,5.0
2014B,2498388,F,North Region,Lower Than A Level,,0-35,0,30,Y,Pass,-24.0,,32.0,96.0,101.0,94.0,150.0,73.0,,,20.0,80.0,69.0,89.0,139.0,85.0,209.0,78.0,237.0,78.0,146.0,135.0,20.0,118.0,2.0,458.0,120.0,96.0,5.0
2014B,2503063,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,90,N,Pass,-134.0,,31.0,88.0,101.0,83.0,151.0,76.0,209.0,31.0,20.0,70.0,69.0,89.0,139.0,70.0,209.0,37.0,234.0,82.0,104.0,132.0,10.0,0.0,2.0,232.0,40.0,98.0,1.0
2014B,2513997,M,London Region,HE Qualification,50-60%,55<=,0,60,N,Fail,-1.0,,29.0,90.0,110.0,75.0,159.0,62.0,207.0,78.0,20.0,70.0,,,,,,,,,19.0,74.0,0.0,2.0,3.0,69.0,48.0,54.0,5.0
2014B,2517778,F,North Western Region,Lower Than A Level,20-30%,0-35,0,150,N,Withdrawn,-85.0,31.0,,,,,,,,,20.0,0.0,,,,,,,,,16.0,56.0,0.0,5.0,0.0,240.0,12.0,40.0,1.0
2014B,2522932,F,Scotland,HE Qualification,20-30%,0-35,0,150,N,Withdrawn,-151.0,215.0,31.0,62.0,115.0,20.0,151.0,31.0,,,20.0,10.0,69.0,20.0,,,,,,,504.0,413.0,2.0,200.0,0.0,300.0,49.0,362.0,7.0
2014B,2524572,M,South East Region,A Level or Equivalent,60-70%,35-55,0,90,Y,Withdrawn,-74.0,-39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,2526493,F,Scotland,A Level or Equivalent,0-10%,35-55,0,60,N,Distinction,-25.0,,29.0,92.0,100.0,99.0,149.0,93.0,197.0,93.0,20.0,90.0,69.0,82.0,139.0,85.0,209.0,80.0,230.0,86.0,303.0,447.0,1.0,35.0,2.0,566.0,102.0,165.0,19.0
2014B,2529663,F,Wales,A Level or Equivalent,40-50%,35-55,0,30,N,Pass,-117.0,,,,,,,,,,20.0,90.0,69.0,89.0,139.0,88.0,209.0,65.0,230.0,84.0,10.0,57.0,0.0,76.0,0.0,542.0,23.0,79.0,8.0
2014B,2530985,M,London Region,HE Qualification,50-60%,0-35,0,30,N,Withdrawn,-312.0,-54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,2545113,M,North Western Region,A Level or Equivalent,70-80%,35-55,0,30,N,Pass,-122.0,,32.0,98.0,103.0,94.0,151.0,79.0,200.0,80.0,20.0,60.0,69.0,91.0,139.0,86.0,209.0,83.0,230.0,66.0,82.0,353.0,1.0,122.0,0.0,2237.0,314.0,405.0,6.0
2014B,2548877,M,London Region,HE Qualification,0-10%,0-35,0,30,N,Pass,-22.0,,,,102.0,77.0,151.0,62.0,200.0,75.0,20.0,90.0,69.0,84.0,139.0,100.0,209.0,78.0,230.0,78.0,896.0,941.0,6.0,718.0,3.0,1551.0,151.0,408.0,39.0
2014B,2555596,M,South Region,A Level or Equivalent,30-40%,0-35,0,90,N,Withdrawn,-29.0,188.0,32.0,88.0,102.0,88.0,,,,,20.0,30.0,,,,,,,,,170.0,125.0,0.0,32.0,0.0,108.0,40.0,100.0,2.0
2014B,2556060,M,London Region,Lower Than A Level,60-70%,35-55,0,30,N,Distinction,-12.0,,27.0,98.0,98.0,97.0,148.0,99.0,197.0,91.0,20.0,70.0,69.0,95.0,139.0,92.0,209.0,80.0,230.0,98.0,683.0,594.0,0.0,652.0,5.0,445.0,227.0,205.0,12.0
2014B,2558365,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,90,N,Withdrawn,-108.0,108.0,32.0,40.0,,,,,,,20.0,70.0,,,,,,,,,18.0,63.0,0.0,14.0,0.0,119.0,24.0,34.0,2.0
2014B,2564333,M,North Western Region,A Level or Equivalent,0-10%,35-55,0,60,Y,Withdrawn,-176.0,31.0,,,,,,,,,20.0,60.0,,,,,,,,,34.0,69.0,0.0,81.0,0.0,181.0,22.0,29.0,6.0
2014B,2564711,M,South West Region,A Level or Equivalent,10-20,0-35,0,60,Y,Distinction,-251.0,,17.0,98.0,88.0,94.0,151.0,93.0,186.0,83.0,20.0,80.0,69.0,93.0,139.0,91.0,209.0,78.0,230.0,94.0,142.0,247.0,0.0,23.0,1.0,1176.0,30.0,107.0,3.0
2014B,2567038,M,Scotland,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-15.0,,29.0,86.0,101.0,94.0,165.0,74.0,197.0,75.0,20.0,80.0,69.0,94.0,139.0,72.0,,,234.0,54.0,33.0,151.0,0.0,251.0,2.0,526.0,59.0,159.0,7.0
2014B,2569090,M,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Withdrawn,-29.0,103.0,31.0,56.0,,,,,,,20.0,70.0,69.0,84.0,,,,,,,5.0,106.0,0.0,42.0,0.0,209.0,21.0,37.0,4.0
2014B,2569834,F,East Anglian Region,A Level or Equivalent,80-90%,35-55,0,60,N,Withdrawn,-29.0,72.0,32.0,26.0,,,,,,,20.0,40.0,,,,,,,,,7.0,72.0,0.0,4.0,0.0,184.0,22.0,25.0,5.0
2014B,2569912,M,Ireland,A Level or Equivalent,,0-35,0,60,N,Withdrawn,-61.0,38.0,,,,,,,,,,,,,,,,,,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014B,2576298,M,South West Region,A Level or Equivalent,60-70%,0-35,0,90,N,Withdrawn,-240.0,-87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,2577091,M,Scotland,Post Graduate Qualification,90-100%,35-55,0,30,N,Withdrawn,-71.0,107.0,32.0,86.0,,,,,,,20.0,70.0,69.0,31.0,,,,,,,25.0,50.0,1.0,3.0,0.0,125.0,18.0,38.0,2.0
2014B,2581603,M,South Region,Lower Than A Level,30-40%,35-55,0,40,N,Pass,-137.0,,34.0,78.0,107.0,67.0,152.0,61.0,211.0,35.0,20.0,100.0,69.0,81.0,139.0,75.0,209.0,48.0,230.0,56.0,118.0,200.0,8.0,67.0,0.0,1195.0,78.0,95.0,10.0
2014B,2588201,M,South Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-80.0,,31.0,92.0,107.0,92.0,158.0,80.0,199.0,76.0,20.0,100.0,69.0,83.0,139.0,75.0,209.0,78.0,230.0,74.0,51.0,209.0,0.0,19.0,3.0,559.0,124.0,136.0,7.0
2014B,2591014,F,Scotland,HE Qualification,10-20,0-35,0,90,N,Withdrawn,-39.0,-22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,2598913,M,London Region,HE Qualification,30-40%,35-55,0,150,N,Fail,-228.0,,32.0,72.0,,,,,,,20.0,60.0,69.0,50.0,,,,,,,1.0,83.0,0.0,103.0,0.0,218.0,67.0,83.0,7.0
2014B,2602235,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,150,N,Withdrawn,-186.0,30.0,,,,,,,,,20.0,20.0,,,,,,,,,9.0,21.0,0.0,7.0,0.0,88.0,3.0,6.0,1.0
2014B,2602264,M,London Region,Post Graduate Qualification,10-20,35-55,0,120,N,Distinction,-22.0,,32.0,96.0,104.0,99.0,151.0,94.0,202.0,94.0,20.0,80.0,,,139.0,88.0,209.0,96.0,230.0,100.0,12.0,123.0,0.0,3.0,2.0,347.0,95.0,122.0,2.0
2014B,2603195,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-80.0,,32.0,86.0,123.0,46.0,170.0,49.0,200.0,43.0,20.0,50.0,69.0,70.0,,,209.0,50.0,234.0,50.0,48.0,113.0,0.0,1.0,0.0,313.0,31.0,47.0,2.0
2014B,2604856,M,South Region,Lower Than A Level,50-60%,35-55,0,90,N,Withdrawn,-135.0,-1.0,,,,,,,,,,,,,,,,,,,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2014B,2605030,M,Yorkshire Region,HE Qualification,0-10%,35-55,0,150,N,Withdrawn,-172.0,-4.0,,,,,,,,,,,,,,,,,,,0.0,10.0,0.0,22.0,0.0,5.0,15.0,12.0,2.0
2014B,2607849,M,North Region,Lower Than A Level,30-40%,0-35,0,90,Y,Distinction,-24.0,,,,,,,,,,20.0,90.0,69.0,86.0,139.0,83.0,209.0,96.0,234.0,68.0,465.0,723.0,5.0,439.0,9.0,1573.0,138.0,320.0,11.0
2014B,2609908,M,Scotland,A Level or Equivalent,60-70%,0-35,0,90,N,Pass,-47.0,,32.0,86.0,102.0,78.0,151.0,75.0,200.0,65.0,20.0,70.0,69.0,85.0,139.0,83.0,209.0,70.0,230.0,76.0,22.0,147.0,0.0,10.0,0.0,163.0,64.0,78.0,5.0
2014B,2613331,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,30,Y,Pass,-154.0,,,,,,,,,,20.0,80.0,69.0,98.0,139.0,90.0,209.0,78.0,230.0,76.0,17.0,279.0,0.0,338.0,0.0,1143.0,92.0,210.0,8.0
2014B,2615849,M,South Region,Lower Than A Level,50-60%,0-35,0,90,N,Withdrawn,-104.0,39.0,39.0,22.0,,,,,,,,,,,,,,,,,0.0,48.0,0.0,34.0,0.0,26.0,16.0,17.0,2.0
2014B,2616950,M,North Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-136.0,,30.0,74.0,109.0,50.0,142.0,67.0,199.0,44.0,20.0,70.0,69.0,64.0,139.0,69.0,209.0,70.0,234.0,94.0,28.0,178.0,0.0,14.0,2.0,420.0,62.0,92.0,4.0
2014B,2617635,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,-268.0,,,,,,,,,,20.0,60.0,,,,,,,,,0.0,9.0,0.0,0.0,0.0,38.0,1.0,14.0,1.0
2014B,2620636,F,South Region,A Level or Equivalent,90-100%,0-35,0,30,Y,Fail,-21.0,,,,,,,,,,20.0,50.0,69.0,24.0,,,,,,,34.0,33.0,0.0,3.0,0.0,150.0,10.0,26.0,3.0
2014B,2621379,F,Ireland,A Level or Equivalent,30-40%,0-35,0,90,N,Withdrawn,-71.0,12.0,,,,,,,,,,,,,,,,,,,0.0,18.0,0.0,3.0,0.0,142.0,2.0,21.0,2.0
2014B,2621734,M,London Region,A Level or Equivalent,0-10%,0-35,0,180,N,Withdrawn,-177.0,71.0,,,,,,,,,,,,,,,,,,,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014B,2623263,M,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,-185.0,,,,,,167.0,87.0,,,20.0,100.0,69.0,96.0,139.0,87.0,209.0,78.0,234.0,96.0,661.0,646.0,3.0,498.0,3.0,865.0,43.0,142.0,6.0
2014B,2629436,F,South Region,HE Qualification,80-90%,35-55,0,60,N,Fail,-25.0,,32.0,82.0,,,,,,,20.0,80.0,69.0,81.0,,,,,,,632.0,214.0,0.0,93.0,0.0,373.0,37.0,133.0,9.0
2014B,2631547,F,South West Region,A Level or Equivalent,60-70%,35-55,0,90,N,Withdrawn,-219.0,-130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,2631703,M,South West Region,A Level or Equivalent,30-40%,0-35,0,60,Y,Distinction,-303.0,,,,,,,,,,20.0,80.0,69.0,100.0,139.0,98.0,209.0,89.0,230.0,90.0,66.0,122.0,0.0,5.0,8.0,414.0,42.0,64.0,10.0
2014B,2634238,M,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,-221.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,2639310,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,90,N,Pass,-24.0,,33.0,92.0,102.0,69.0,158.0,63.0,200.0,81.0,20.0,80.0,69.0,78.0,139.0,40.0,,,230.0,74.0,300.0,315.0,3.0,319.0,2.0,618.0,139.0,214.0,13.0
2014B,2641486,M,North Region,Lower Than A Level,20-30%,35-55,0,30,N,Pass,-45.0,,44.0,48.0,107.0,55.0,170.0,64.0,200.0,43.0,20.0,60.0,69.0,30.0,,,209.0,48.0,234.0,42.0,36.0,108.0,0.0,20.0,0.0,181.0,24.0,67.0,4.0
2014B,2644404,M,Scotland,Post Graduate Qualification,50-60%,0-35,0,30,N,Pass,-23.0,,33.0,70.0,102.0,74.0,151.0,66.0,200.0,63.0,20.0,20.0,69.0,89.0,139.0,85.0,209.0,65.0,230.0,44.0,27.0,103.0,0.0,2.0,2.0,623.0,19.0,103.0,3.0
2014B,2646795,M,Scotland,Post Graduate Qualification,20-30%,35-55,0,120,N,Withdrawn,-147.0,-5.0,,,,,,,,,,,,,,,,,,,0.0,40.0,0.0,10.0,0.0,1.0,6.0,16.0,8.0
2014B,2652523,M,East Midlands Region,Lower Than A Level,60-70%,35-55,0,120,N,Fail,-21.0,,31.0,94.0,,,,,,,,,69.0,79.0,,,,,,,5.0,60.0,0.0,1.0,0.0,141.0,29.0,57.0,3.0
2014B,2658268,M,Yorkshire Region,HE Qualification,50-60%,35-55,0,30,N,Fail,-34.0,,46.0,64.0,,,,,,,20.0,20.0,,,,,,,,,75.0,83.0,0.0,252.0,0.0,75.0,27.0,64.0,4.0
2014B,2659556,M,East Anglian Region,Lower Than A Level,40-50%,35-55,0,30,N,Fail,-128.0,,32.0,30.0,107.0,38.0,150.0,38.0,200.0,19.0,20.0,0.0,69.0,30.0,,,,,,,37.0,104.0,7.0,39.0,0.0,169.0,22.0,61.0,5.0
2014B,2661696,M,North Western Region,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn,-130.0,44.0,,,,,,,,,20.0,70.0,,,,,,,,,27.0,45.0,0.0,1.0,0.0,32.0,11.0,12.0,1.0
2014B,2665399,F,South West Region,A Level or Equivalent,30-40%,35-55,0,30,N,Distinction,6.0,,,,,,,,,,20.0,60.0,69.0,98.0,139.0,100.0,209.0,100.0,230.0,96.0,42.0,263.0,19.0,34.0,4.0,1644.0,53.0,222.0,17.0
2014B,2668550,F,East Midlands Region,A Level or Equivalent,30-40%,35-55,0,90,N,Fail,-107.0,,,,,,,,,,20.0,90.0,69.0,25.0,140.0,24.0,,,,,5.0,61.0,0.0,7.0,0.0,297.0,13.0,33.0,3.0
2014B,2677969,F,London Region,Post Graduate Qualification,10-20,35-55,0,60,N,Fail,-28.0,,31.0,88.0,101.0,25.0,,,,,20.0,70.0,69.0,68.0,,,,,,,2.0,71.0,0.0,0.0,0.0,184.0,14.0,27.0,5.0
2014B,2680742,F,Scotland,Lower Than A Level,30-40%,0-35,0,30,Y,Pass,-51.0,,,,,,,,,,20.0,70.0,69.0,47.0,139.0,81.0,209.0,54.0,230.0,86.0,42.0,156.0,0.0,44.0,1.0,270.0,49.0,93.0,4.0
2014B,2681198,M,East Anglian Region,Lower Than A Level,70-80%,35-55,0,90,N,Withdrawn,-225.0,133.0,37.0,48.0,,,,,,,20.0,40.0,69.0,48.0,,,,,,,20.0,120.0,0.0,43.0,0.0,235.0,45.0,58.0,8.0
2014B,2682834,M,South East Region,A Level or Equivalent,10-20,35-55,0,30,N,Withdrawn,-62.0,0.0,,,,,,,,,,,,,,,,,,,0.0,8.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0
2014B,2686074,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,150,N,Withdrawn,-28.0,-1.0,,,,,,,,,,,,,,,,,,,10.0,16.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0
2014B,2686578,M,Scotland,A Level or Equivalent,60-70%,0-35,0,90,N,Distinction,-23.0,,29.0,92.0,102.0,92.0,150.0,94.0,199.0,98.0,20.0,70.0,69.0,99.0,139.0,98.0,209.0,91.0,237.0,94.0,397.0,173.0,0.0,30.0,2.0,1445.0,59.0,125.0,7.0
2014B,2691267,F,West Midlands Region,Lower Than A Level,80-90%,35-55,0,90,N,Withdrawn,-172.0,-51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,2691780,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn,-274.0,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014B,2692327,M,North Region,A Level or Equivalent,,35-55,0,60,N,Distinction,-25.0,,32.0,88.0,102.0,87.0,151.0,85.0,200.0,95.0,20.0,90.0,69.0,84.0,139.0,73.0,209.0,74.0,234.0,88.0,26.0,545.0,7.0,243.0,1.0,996.0,267.0,308.0,15.0
2014B,2697181,F,Scotland,HE Qualification,60-70%,0-35,0,40,N,Pass,-186.0,,,,99.0,99.0,145.0,94.0,,,20.0,70.0,69.0,89.0,139.0,94.0,,,230.0,80.0,536.0,388.0,0.0,15.0,2.0,500.0,50.0,92.0,16.0
2014B,2698535,M,Wales,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn,-156.0,180.0,,,102.0,23.0,,,,,20.0,20.0,69.0,41.0,139.0,13.0,,,,,309.0,98.0,0.0,6.0,0.0,292.0,23.0,52.0,6.0
2014J,23698,F,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,120,N,Pass,-110.0,,29.0,94.0,109.0,60.0,158.0,69.0,206.0,67.0,21.0,78.0,69.0,93.0,147.0,73.0,219.0,56.0,243.0,80.0,63.0,121.0,0.0,4.0,1.0,576.0,42.0,98.0,5.0
2014J,25261,F,Scotland,HE Qualification,40-50%,0-35,0,60,N,Withdrawn,-114.0,51.0,,,,,,,,,21.0,78.0,,,,,,,,,506.0,174.0,0.0,43.0,0.0,117.0,36.0,118.0,3.0
2014J,27116,M,Yorkshire Region,HE Qualification,70-80%,0-35,0,120,N,Distinction,-156.0,,31.0,90.0,109.0,95.0,154.0,92.0,207.0,84.0,21.0,89.0,69.0,100.0,147.0,98.0,219.0,96.0,243.0,96.0,407.0,401.0,52.0,269.0,2.0,448.0,104.0,158.0,6.0
2014J,28787,M,South East Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,-29.0,,,,,,,,,,21.0,89.0,69.0,60.0,147.0,54.0,219.0,21.0,243.0,44.0,123.0,144.0,0.0,10.0,4.0,254.0,25.0,82.0,3.0
2014J,28952,F,Yorkshire Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,-50.0,12.0,32.0,52.0,,,,,,,21.0,67.0,,,,,,,,,6.0,21.0,0.0,2.0,0.0,59.0,2.0,12.0,3.0
2014J,29411,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,150,N,Withdrawn,-135.0,100.0,51.0,14.0,,,,,,,21.0,0.0,,,,,,,,,3.0,43.0,1.0,13.0,0.0,226.0,9.0,30.0,4.0
2014J,29420,M,Wales,A Level or Equivalent,70-80%,0-35,0,30,N,Pass,-14.0,,,,111.0,90.0,161.0,56.0,207.0,54.0,21.0,100.0,69.0,89.0,147.0,95.0,219.0,56.0,244.0,62.0,124.0,155.0,0.0,4.0,3.0,365.0,54.0,103.0,8.0
2014J,29639,M,North Region,Lower Than A Level,,0-35,0,30,N,Pass,-24.0,,32.0,90.0,109.0,94.0,157.0,90.0,207.0,89.0,21.0,67.0,69.0,93.0,147.0,88.0,219.0,69.0,248.0,74.0,2332.0,898.0,9.0,486.0,3.0,3033.0,96.0,121.0,8.0
2014J,30096,M,East Anglian Region,HE Qualification,90-100%,0-35,0,60,N,Distinction,-22.0,,10.0,94.0,106.0,92.0,147.0,89.0,203.0,79.0,21.0,100.0,69.0,98.0,147.0,98.0,219.0,96.0,244.0,96.0,1.0,119.0,0.0,11.0,1.0,428.0,82.0,69.0,3.0
2014J,30850,F,Scotland,HE Qualification,60-70%,35-55,0,120,N,Distinction,-56.0,,25.0,100.0,103.0,99.0,155.0,100.0,196.0,99.0,21.0,100.0,69.0,100.0,147.0,100.0,219.0,96.0,244.0,100.0,310.0,441.0,2.0,72.0,1.0,1261.0,44.0,123.0,4.0
2014J,31161,M,South Region,Post Graduate Qualification,90-100%,55<=,0,105,N,Distinction,-43.0,,19.0,92.0,98.0,98.0,148.0,97.0,176.0,96.0,21.0,89.0,69.0,100.0,147.0,100.0,219.0,100.0,244.0,100.0,182.0,922.0,3.0,132.0,1.0,1180.0,98.0,327.0,87.0
2014J,34068,M,Scotland,Lower Than A Level,50-60%,0-35,0,30,N,Withdrawn,-74.0,108.0,40.0,86.0,,,,,,,21.0,78.0,69.0,56.0,,,,,,,44.0,116.0,0.0,76.0,0.0,322.0,10.0,44.0,1.0
2014J,35355,M,Wales,Lower Than A Level,0-10%,35-55,0,30,N,Withdrawn,-25.0,199.0,31.0,72.0,105.0,62.0,,,,,21.0,89.0,69.0,77.0,147.0,43.0,,,,,157.0,135.0,1.0,464.0,0.0,289.0,10.0,58.0,2.0
2014J,35508,M,South West Region,A Level or Equivalent,90-100%,0-35,0,30,N,Pass,-44.0,,,,,,,,,,21.0,89.0,69.0,76.0,147.0,85.0,219.0,77.0,244.0,82.0,277.0,197.0,1.0,116.0,2.0,363.0,89.0,95.0,2.0
2014J,37652,F,London Region,HE Qualification,20-30%,35-55,0,50,N,Distinction,-11.0,,,,,,,,,,21.0,100.0,69.0,100.0,147.0,94.0,219.0,96.0,243.0,100.0,21.0,174.0,0.0,7.0,2.0,491.0,66.0,106.0,18.0
2014J,42746,F,South Region,HE Qualification,50-60%,35-55,0,60,N,Distinction,-108.0,,30.0,98.0,108.0,96.0,156.0,95.0,201.0,95.0,21.0,89.0,69.0,94.0,147.0,96.0,219.0,100.0,244.0,100.0,714.0,500.0,5.0,238.0,0.0,694.0,70.0,150.0,32.0
2014J,46705,M,Ireland,HE Qualification,,35-55,0,60,N,Fail,-61.0,,32.0,100.0,117.0,100.0,,,216.0,35.0,21.0,100.0,69.0,97.0,147.0,83.0,219.0,71.0,,,75.0,193.0,0.0,37.0,0.0,573.0,141.0,126.0,4.0
2014J,48635,M,South Region,HE Qualification,90-100%,0-35,0,120,N,Withdrawn,-8.0,12.0,,,,,,,,,21.0,78.0,,,,,,,,,1.0,89.0,3.0,9.0,0.0,421.0,22.0,44.0,3.0
2014J,51576,F,London Region,Lower Than A Level,10-20,0-35,1,60,N,Withdrawn,-85.0,73.0,28.0,96.0,,,,,,,21.0,89.0,,,,,,,,,268.0,68.0,0.0,8.0,0.0,53.0,19.0,9.0,3.0
2014J,53300,M,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,270,N,Distinction,-24.0,,31.0,94.0,89.0,94.0,121.0,85.0,135.0,87.0,21.0,78.0,69.0,100.0,147.0,90.0,219.0,90.0,244.0,100.0,27.0,334.0,1.0,181.0,1.0,1127.0,56.0,224.0,6.0
2014J,54062,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn,-67.0,110.0,32.0,50.0,,,,,,,21.0,67.0,69.0,54.0,,,,,,,6.0,27.0,0.0,0.0,0.0,98.0,2.0,11.0,3.0
2014J,60809,M,South East Region,Lower Than A Level,90-100%,0-35,0,120,N,Pass,-24.0,,32.0,100.0,109.0,96.0,158.0,86.0,207.0,91.0,21.0,100.0,69.0,89.0,147.0,94.0,219.0,69.0,243.0,46.0,138.0,278.0,4.0,88.0,4.0,1816.0,70.0,118.0,3.0
