code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,ass_1_date,ass_1_score,ass_2_date,ass_2_score,ass_3_date,ass_3_score,ass_4_date,ass_4_score,clicks_dualpane,clicks_forumng,clicks_homepage,clicks_oucollaborate,clicks_oucontent,clicks_ouwiki,clicks_page,clicks_quiz,clicks_resource,clicks_subpage,clicks_url
2014B,618701,M,North Western Region,Lower Than A Level,0-10%,0-35,0,90,N,Withdrawn,-117.0,-115.0,,,,,,,,,,,,,,,,,,,
2014B,618768,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,90,N,Withdrawn,-99.0,-30.0,,,,,,,,,,,,,,,,,,,
2014B,618777,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-62.0,,26.0,95.0,64.0,91.0,110.0,93.0,144.0,89.0,2.0,750.0,490.0,7.0,1275.0,468.0,0.0,130.0,28.0,78.0,167.0
2014B,618824,F,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Distinction,-79.0,,30.0,98.0,66.0,73.0,116.0,86.0,161.0,83.0,1.0,211.0,409.0,2.0,709.0,174.0,2.0,144.0,24.0,63.0,62.0
2014B,618982,M,South East Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass,-97.0,,32.0,86.0,68.0,65.0,116.0,81.0,151.0,56.0,0.0,72.0,78.0,3.0,718.0,46.0,0.0,185.0,8.0,3.0,14.0
2014B,619006,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,-113.0,44.0,40.0,72.0,,,,,,,0.0,61.0,72.0,2.0,121.0,0.0,0.0,105.0,0.0,20.0,3.0
2014B,619014,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-114.0,,32.0,92.0,68.0,80.0,117.0,83.0,,,0.0,189.0,209.0,0.0,369.0,83.0,0.0,67.0,17.0,85.0,67.0
2014B,619292,M,North Region,A Level or Equivalent,,35-55,0,60,N,Distinction,-74.0,,30.0,100.0,67.0,92.0,117.0,98.0,151.0,95.0,0.0,983.0,516.0,5.0,1068.0,881.0,0.0,73.0,61.0,89.0,82.0
2014B,619369,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,-40.0,67.0,33.0,93.0,,,,,,,0.0,11.0,34.0,1.0,132.0,0.0,0.0,80.0,1.0,0.0,2.0
2014B,619380,M,South East Region,A Level or Equivalent,50-60%,0-35,0,30,N,Pass,-110.0,,26.0,92.0,66.0,88.0,115.0,88.0,149.0,78.0,0.0,346.0,341.0,0.0,602.0,36.0,0.0,232.0,24.0,7.0,71.0
2014B,619503,M,North Region,A Level or Equivalent,70-80%,0-35,0,30,N,Pass,-114.0,,32.0,86.0,68.0,84.0,116.0,72.0,152.0,50.0,0.0,309.0,216.0,8.0,689.0,345.0,0.0,162.0,19.0,10.0,4.0
2014B,619887,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,180,N,Withdrawn,-114.0,-59.0,,,,,,,,,,,,,,,,,,,
2014B,619927,M,South West Region,Lower Than A Level,30-40%,0-35,0,30,N,Distinction,-103.0,,27.0,100.0,64.0,96.0,111.0,91.0,147.0,100.0,0.0,2932.0,2205.0,20.0,2241.0,981.0,3.0,208.0,28.0,70.0,507.0
2014B,619928,F,South West Region,Lower Than A Level,30-40%,0-35,0,30,N,Distinction,-103.0,,28.0,100.0,64.0,96.0,110.0,94.0,147.0,100.0,0.0,1046.0,1035.0,6.0,1627.0,1191.0,18.0,246.0,18.0,43.0,267.0
2014B,620215,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,Y,Pass,-82.0,,31.0,81.0,69.0,73.0,123.0,67.0,163.0,64.0,0.0,18.0,253.0,4.0,1046.0,264.0,0.0,205.0,25.0,38.0,38.0
2014B,620260,M,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,N,Fail,-75.0,,,,,,,,,,0.0,5.0,14.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
2014B,620369,M,Wales,A Level or Equivalent,30-40%,0-35,0,75,N,Pass,-72.0,,32.0,93.0,67.0,79.0,116.0,91.0,152.0,75.0,0.0,446.0,369.0,2.0,2256.0,191.0,0.0,174.0,23.0,86.0,45.0
2014B,620376,M,South Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,-82.0,4.0,,,,,,,,,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2014B,620414,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,30,N,Fail,-89.0,,25.0,59.0,60.0,63.0,113.0,70.0,145.0,68.0,1.0,180.0,233.0,1.0,363.0,61.0,0.0,195.0,6.0,15.0,40.0
2014B,620434,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,30,N,Withdrawn,-93.0,-8.0,,,,,,,,,,,,,,,,,,,
2014B,620646,M,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,-93.0,,30.0,90.0,68.0,88.0,116.0,63.0,,,0.0,11.0,153.0,0.0,302.0,0.0,0.0,97.0,5.0,70.0,20.0
2014B,620713,M,South West Region,Lower Than A Level,10-20,0-35,0,120,Y,Withdrawn,-95.0,221.0,,,,,,,,,,,,,,,,,,,
2014B,620716,M,Ireland,Lower Than A Level,60-70%,0-35,0,30,Y,Distinction,-71.0,,30.0,94.0,67.0,92.0,117.0,89.0,152.0,88.0,1.0,168.0,529.0,7.0,1568.0,673.0,0.0,189.0,32.0,96.0,90.0
2014B,620876,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,-104.0,,31.0,74.0,65.0,58.0,116.0,57.0,,,0.0,3.0,67.0,0.0,200.0,0.0,0.0,73.0,1.0,27.0,10.0
2014B,620916,M,East Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Fail,-108.0,,33.0,74.0,68.0,62.0,116.0,69.0,153.0,51.0,1.0,37.0,149.0,0.0,169.0,65.0,0.0,85.0,31.0,24.0,22.0
2014B,620918,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,-106.0,55.0,,,,,,,,,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
2014B,620977,M,South West Region,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn,-45.0,101.0,33.0,97.0,68.0,80.0,,,,,0.0,87.0,94.0,4.0,158.0,0.0,0.0,81.0,4.0,19.0,28.0
2014B,621401,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,-92.0,,,,,,,,,,0.0,12.0,11.0,1.0,33.0,0.0,0.0,1.0,0.0,0.0,0.0
2014B,621414,M,North Region,Lower Than A Level,40-50%,35-55,0,30,N,Pass,-107.0,,28.0,82.0,67.0,52.0,114.0,39.0,151.0,62.0,0.0,199.0,307.0,18.0,1122.0,119.0,1.0,242.0,27.0,18.0,8.0
2014B,621619,M,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,Y,Withdrawn,-106.0,0.0,,,,,,,,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014B,621655,M,North Western Region,Lower Than A Level,70-80%,0-35,0,60,N,Pass,-96.0,,31.0,75.0,66.0,71.0,116.0,61.0,151.0,82.0,0.0,8.0,167.0,2.0,821.0,117.0,0.0,125.0,7.0,12.0,12.0
2014B,621853,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,30,N,Withdrawn,-93.0,5.0,,,,,,,,,,,,,,,,,,,
2014B,621906,M,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail,-47.0,,35.0,88.0,68.0,60.0,116.0,59.0,152.0,70.0,0.0,145.0,287.0,1.0,792.0,211.0,0.0,113.0,19.0,19.0,37.0
2014B,622015,M,Scotland,Lower Than A Level,70-80%,0-35,0,60,N,Fail,-29.0,,31.0,94.0,67.0,94.0,116.0,65.0,,,0.0,262.0,184.0,1.0,344.0,0.0,0.0,86.0,2.0,8.0,49.0
2014B,622037,M,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,30,N,Fail,-93.0,,29.0,85.0,66.0,82.0,115.0,66.0,150.0,74.0,0.0,16.0,199.0,0.0,1502.0,405.0,0.0,223.0,46.0,1.0,14.0
2014B,622280,M,Scotland,Lower Than A Level,0-10%,35-55,0,30,N,Fail,-78.0,,45.0,75.0,67.0,73.0,,,,,0.0,242.0,164.0,1.0,432.0,0.0,0.0,159.0,3.0,11.0,26.0
2014B,622315,M,North Region,Lower Than A Level,20-30%,0-35,0,30,N,Withdrawn,-99.0,136.0,,,,,,,,,0.0,11.0,25.0,0.0,32.0,0.0,0.0,82.0,0.0,5.0,0.0
2014B,622368,M,South Region,Lower Than A Level,90-100%,35-55,0,60,Y,Pass,-29.0,,33.0,94.0,68.0,91.0,124.0,73.0,152.0,74.0,0.0,414.0,400.0,7.0,499.0,331.0,0.0,113.0,4.0,61.0,25.0
2014B,622398,M,North Western Region,HE Qualification,0-10%,0-35,0,60,N,Withdrawn,-101.0,3.0,,,,,,,,,0.0,6.0,11.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0
2014B,622425,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,30,N,Pass,-101.0,,29.0,99.0,66.0,80.0,115.0,87.0,151.0,71.0,0.0,64.0,247.0,1.0,945.0,89.0,0.0,166.0,8.0,47.0,32.0
2014B,622609,M,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,30,N,Pass,-93.0,,31.0,92.0,67.0,71.0,117.0,77.0,163.0,40.0,2.0,29.0,134.0,4.0,365.0,24.0,0.0,200.0,5.0,4.0,31.0
2014B,622812,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,30,Y,Distinction,-40.0,,29.0,92.0,64.0,87.0,112.0,94.0,150.0,91.0,2.0,244.0,347.0,4.0,1011.0,382.0,1.0,145.0,32.0,9.0,51.0
2014B,622948,M,North Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-24.0,,26.0,95.0,67.0,92.0,117.0,87.0,159.0,44.0,0.0,50.0,127.0,3.0,340.0,17.0,0.0,111.0,6.0,53.0,33.0
2014B,623079,M,South West Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass,-88.0,,32.0,94.0,68.0,97.0,116.0,96.0,155.0,99.0,0.0,63.0,356.0,3.0,2255.0,264.0,0.0,200.0,144.0,5.0,45.0
2014B,623100,M,London Region,A Level or Equivalent,40-50%,0-35,0,30,N,Pass,-96.0,,29.0,93.0,64.0,82.0,122.0,81.0,160.0,100.0,2.0,558.0,277.0,4.0,1322.0,186.0,0.0,166.0,20.0,69.0,51.0
2014B,623105,M,North Western Region,Lower Than A Level,60-70%,0-35,0,30,N,Fail,-96.0,,,,,,,,,,0.0,1.0,7.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0
2014B,623111,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,120,Y,Withdrawn,-96.0,-72.0,,,,,,,,,,,,,,,,,,,
2014B,623115,M,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,-43.0,,29.0,88.0,67.0,74.0,,,,,0.0,21.0,124.0,0.0,372.0,0.0,0.0,196.0,0.0,11.0,3.0
2014B,623184,F,South West Region,A Level or Equivalent,80-90%,0-35,0,60,N,Fail,-93.0,,32.0,97.0,,,,,,,0.0,20.0,49.0,2.0,219.0,0.0,0.0,93.0,0.0,1.0,7.0
2014B,623250,M,East Anglian Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,-53.0,,33.0,91.0,68.0,96.0,117.0,78.0,152.0,79.0,0.0,452.0,247.0,1.0,714.0,228.0,1.0,150.0,26.0,102.0,46.0
2014B,623421,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-95.0,,32.0,90.0,68.0,75.0,117.0,86.0,152.0,65.0,0.0,29.0,123.0,2.0,264.0,85.0,0.0,69.0,8.0,19.0,2.0
2014B,623562,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,Y,Pass,-92.0,,25.0,93.0,66.0,85.0,116.0,93.0,149.0,90.0,0.0,129.0,137.0,4.0,193.0,98.0,0.0,121.0,6.0,56.0,24.0
2014B,623609,M,North Western Region,Lower Than A Level,50-60%,35-55,0,60,N,Fail,-92.0,,32.0,54.0,,,,,,,0.0,0.0,56.0,1.0,85.0,0.0,0.0,124.0,1.0,6.0,0.0
2014B,623667,M,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-82.0,,30.0,98.0,67.0,97.0,114.0,91.0,145.0,79.0,0.0,76.0,313.0,2.0,722.0,219.0,0.0,177.0,20.0,24.0,33.0
2014B,623738,M,London Region,A Level or Equivalent,20-30%,35-55,0,90,N,Fail,-59.0,,32.0,92.0,68.0,82.0,132.0,92.0,152.0,73.0,0.0,613.0,433.0,15.0,1092.0,115.0,0.0,116.0,35.0,37.0,56.0
2014B,623780,M,Scotland,Lower Than A Level,70-80%,0-35,0,60,N,Pass,-68.0,,26.0,87.0,66.0,83.0,114.0,80.0,151.0,87.0,0.0,82.0,207.0,1.0,615.0,163.0,0.0,98.0,10.0,52.0,62.0
2014B,623797,F,North Region,Lower Than A Level,0-10%,35-55,0,60,N,Pass,-80.0,,30.0,85.0,67.0,59.0,124.0,56.0,159.0,66.0,1.0,912.0,810.0,12.0,1955.0,660.0,0.0,287.0,28.0,262.0,106.0
2014B,623864,F,London Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-51.0,,31.0,78.0,67.0,86.0,115.0,87.0,152.0,79.0,0.0,214.0,355.0,1.0,742.0,164.0,0.0,187.0,437.0,109.0,34.0
2014B,623940,M,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,-82.0,,33.0,88.0,82.0,48.0,,,,,0.0,123.0,155.0,1.0,469.0,0.0,0.0,85.0,5.0,6.0,12.0
2014B,624034,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,30,N,Withdrawn,-80.0,26.0,,,,,,,,,0.0,51.0,44.0,1.0,70.0,0.0,0.0,1.0,1.0,1.0,3.0
2014B,624050,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,30,N,Withdrawn,-89.0,0.0,,,,,,,,,0.0,8.0,11.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2014B,624092,M,South East Region,Lower Than A Level,70-80%,0-35,0,30,N,Fail,-28.0,,29.0,96.0,65.0,93.0,115.0,91.0,150.0,34.0,2.0,25.0,74.0,5.0,172.0,90.0,1.0,212.0,14.0,11.0,18.0
2014B,624126,M,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn,-89.0,60.0,23.0,94.0,,,,,,,0.0,161.0,182.0,0.0,166.0,0.0,0.0,100.0,0.0,11.0,59.0
2014B,624153,M,West Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail,-75.0,,32.0,96.0,67.0,79.0,117.0,84.0,,,0.0,44.0,118.0,0.0,242.0,0.0,0.0,83.0,2.0,34.0,18.0
2014B,624266,F,South East Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn,-28.0,221.0,33.0,49.0,,,,,,,0.0,0.0,14.0,0.0,78.0,0.0,0.0,8.0,0.0,0.0,1.0
2014B,624384,M,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,30,N,Withdrawn,-22.0,72.0,41.0,63.0,,,,,,,0.0,0.0,8.0,2.0,34.0,0.0,0.0,3.0,0.0,0.0,1.0
2014B,624441,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-10.0,,29.0,85.0,67.0,93.0,116.0,94.0,151.0,92.0,0.0,22.0,112.0,0.0,296.0,232.0,2.0,117.0,6.0,58.0,17.0
2014B,624469,M,Yorkshire Region,Lower Than A Level,70-80%,35-55,0,30,N,Pass,-22.0,,33.0,98.0,69.0,,117.0,91.0,152.0,79.0,0.0,168.0,299.0,2.0,918.0,367.0,0.0,257.0,20.0,7.0,55.0
2014B,624782,F,East Anglian Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-66.0,,33.0,88.0,68.0,59.0,117.0,76.0,152.0,63.0,0.0,25.0,155.0,0.0,290.0,151.0,0.0,219.0,10.0,80.0,37.0
2014B,625067,M,West Midlands Region,HE Qualification,90-100%,0-35,0,30,N,Pass,-68.0,,32.0,93.0,68.0,87.0,115.0,72.0,150.0,90.0,0.0,279.0,267.0,0.0,1272.0,268.0,0.0,198.0,28.0,8.0,37.0
2014B,625121,M,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,-22.0,0.0,,,,,,,,,0.0,0.0,16.0,2.0,25.0,0.0,0.0,2.0,0.0,1.0,4.0
2014B,625126,M,North Western Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,-29.0,,31.0,93.0,67.0,67.0,117.0,67.0,,,0.0,627.0,236.0,1.0,724.0,74.0,0.0,87.0,17.0,11.0,34.0
2014B,625174,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,Distinction,-65.0,,32.0,96.0,68.0,89.0,117.0,90.0,152.0,83.0,0.0,410.0,259.0,5.0,683.0,149.0,0.0,148.0,33.0,40.0,53.0
2014B,625207,M,West Midlands Region,HE Qualification,0-10%,0-35,0,60,N,Withdrawn,-52.0,10.0,,,,,,,,,,,,,,,,,,,
2014B,625213,M,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail,-82.0,,32.0,83.0,69.0,76.0,117.0,66.0,152.0,48.0,0.0,131.0,249.0,0.0,625.0,102.0,0.0,196.0,6.0,3.0,34.0
2014B,625476,M,North Western Region,Lower Than A Level,60-70%,0-35,0,60,N,Distinction,-80.0,,32.0,93.0,68.0,89.0,117.0,78.0,156.0,79.0,0.0,433.0,588.0,0.0,807.0,137.0,0.0,114.0,29.0,69.0,103.0
2014B,625527,M,North Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-72.0,,33.0,81.0,68.0,84.0,117.0,69.0,152.0,79.0,0.0,340.0,1076.0,7.0,601.0,360.0,1.0,117.0,15.0,79.0,50.0
2014B,625541,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,30,N,Pass,-75.0,,33.0,94.0,66.0,90.0,117.0,84.0,152.0,81.0,0.0,762.0,289.0,4.0,876.0,204.0,0.0,154.0,14.0,31.0,51.0
2014B,625740,M,North Western Region,HE Qualification,30-40%,0-35,0,60,N,Pass,-52.0,,32.0,89.0,67.0,80.0,124.0,59.0,159.0,28.0,0.0,13.0,165.0,1.0,498.0,6.0,0.0,71.0,16.0,51.0,39.0
2014B,625774,M,Scotland,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn,-51.0,-12.0,,,,,,,,,,,,,,,,,,,
2014B,625785,M,Scotland,A Level or Equivalent,90-100%,0-35,0,90,N,Withdrawn,-80.0,89.0,,,,,,,,,0.0,4.0,9.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,1.0
2014B,625790,M,South Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail,-79.0,,28.0,66.0,68.0,67.0,117.0,61.0,150.0,64.0,0.0,281.0,291.0,6.0,373.0,95.0,0.0,123.0,8.0,11.0,54.0
2014B,625841,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Fail,-78.0,,,,,,,,,,0.0,45.0,96.0,3.0,140.0,0.0,0.0,113.0,0.0,13.0,7.0
2014B,625861,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-22.0,,32.0,86.0,67.0,93.0,116.0,100.0,151.0,89.0,0.0,556.0,360.0,8.0,915.0,114.0,1.0,102.0,99.0,128.0,80.0
2014B,625884,M,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,-80.0,0.0,,,,,,,,,1.0,19.0,30.0,0.0,42.0,0.0,0.0,98.0,112.0,6.0,4.0
2014B,625901,M,Yorkshire Region,Lower Than A Level,40-50%,35-55,0,30,N,Withdrawn,-28.0,123.0,54.0,27.0,,,,,,,0.0,13.0,29.0,4.0,116.0,0.0,0.0,150.0,1.0,4.0,2.0
2014B,625950,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,-75.0,8.0,,,,,,,,,0.0,6.0,10.0,0.0,18.0,0.0,0.0,2.0,0.0,7.0,0.0
2014B,625953,M,London Region,HE Qualification,10-20,35-55,0,90,N,Pass,-15.0,,41.0,86.0,71.0,90.0,146.0,77.0,160.0,90.0,0.0,97.0,237.0,1.0,860.0,122.0,0.0,131.0,11.0,44.0,30.0
2014B,625975,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,Y,Fail,-75.0,,33.0,73.0,,,,,,,0.0,30.0,60.0,0.0,89.0,0.0,0.0,113.0,4.0,29.0,9.0
2014B,626022,F,East Midlands Region,Lower Than A Level,40-50%,0-35,0,30,N,Withdrawn,-59.0,195.0,30.0,90.0,63.0,79.0,116.0,87.0,151.0,83.0,0.0,364.0,436.0,1.0,1370.0,204.0,0.0,97.0,208.0,25.0,183.0
2014B,626055,F,Scotland,HE Qualification,10-20,0-35,0,90,N,Fail,-22.0,,32.0,61.0,,,,,,,0.0,103.0,204.0,2.0,649.0,0.0,0.0,5.0,60.0,62.0,34.0
2014B,626183,M,East Anglian Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass,-78.0,,32.0,79.0,67.0,47.0,117.0,43.0,161.0,36.0,0.0,0.0,156.0,0.0,324.0,1.0,0.0,197.0,7.0,52.0,41.0
2014B,626296,M,South Region,Lower Than A Level,80-90%,0-35,0,90,N,Pass,-74.0,,28.0,92.0,71.0,95.0,114.0,90.0,151.0,85.0,0.0,22.0,312.0,4.0,449.0,246.0,0.0,136.0,38.0,4.0,38.0
2014B,626407,M,South East Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,-69.0,,30.0,94.0,67.0,80.0,116.0,95.0,151.0,89.0,0.0,1053.0,505.0,4.0,738.0,149.0,1.0,184.0,29.0,62.0,55.0
2014B,626444,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,60,N,Withdrawn,-61.0,65.0,32.0,61.0,,,,,,,0.0,21.0,67.0,0.0,177.0,0.0,0.0,5.0,0.0,8.0,8.0
2014B,626494,M,Scotland,A Level or Equivalent,50-60%,0-35,0,60,N,Fail,-74.0,,33.0,76.0,,,,,,,0.0,44.0,63.0,0.0,131.0,0.0,0.0,87.0,1.0,16.0,3.0
2014B,626516,M,East Midlands Region,Lower Than A Level,60-70%,35-55,0,60,N,Fail,-75.0,,33.0,50.0,68.0,57.0,117.0,56.0,152.0,57.0,1.0,302.0,171.0,3.0,614.0,72.0,0.0,147.0,10.0,8.0,36.0
2014B,626519,M,London Region,A Level or Equivalent,70-80%,0-35,0,30,N,Pass,-75.0,,32.0,87.0,67.0,90.0,117.0,80.0,151.0,88.0,0.0,84.0,283.0,5.0,1378.0,182.0,0.0,176.0,41.0,0.0,51.0
2014B,626625,M,Scotland,A Level or Equivalent,50-60%,0-35,0,90,N,Pass,-40.0,,28.0,94.0,80.0,85.0,120.0,79.0,143.0,79.0,0.0,104.0,344.0,1.0,986.0,347.0,0.0,90.0,64.0,16.0,42.0
2014B,626714,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,-74.0,,32.0,93.0,67.0,82.0,115.0,92.0,152.0,95.0,0.0,79.0,145.0,2.0,226.0,272.0,0.0,98.0,8.0,48.0,25.0
2014B,626749,M,London Region,A Level or Equivalent,20-30%,0-35,0,30,N,Pass,-73.0,,31.0,93.0,68.0,74.0,117.0,73.0,152.0,44.0,0.0,58.0,90.0,1.0,199.0,54.0,0.0,114.0,21.0,15.0,15.0
2014B,626753,M,North Region,A Level or Equivalent,0-10%,0-35,0,30,N,Pass,-74.0,,32.0,92.0,68.0,67.0,117.0,78.0,152.0,78.0,0.0,305.0,168.0,1.0,489.0,247.0,0.0,108.0,9.0,15.0,4.0
2014B,626768,M,London Region,A Level or Equivalent,40-50%,35-55,0,30,Y,Pass,-57.0,,32.0,76.0,67.0,75.0,116.0,71.0,150.0,73.0,0.0,74.0,378.0,13.0,1708.0,303.0,0.0,208.0,12.0,38.0,104.0
2014B,626772,M,London Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail,-65.0,,33.0,78.0,68.0,74.0,,,,,0.0,51.0,159.0,3.0,232.0,0.0,0.0,113.0,0.0,8.0,18.0
2014B,626789,M,South West Region,Lower Than A Level,40-50%,0-35,0,30,N,Withdrawn,-65.0,-29.0,,,,,,,,,,,,,,,,,,,
2014B,626877,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-62.0,,33.0,96.0,68.0,96.0,116.0,93.0,,,1.0,91.0,105.0,0.0,308.0,0.0,0.0,74.0,25.0,40.0,14.0
2014B,626906,M,South Region,Lower Than A Level,90-100%,0-35,0,60,N,Fail,-57.0,,,,,,,,,,0.0,3.0,34.0,4.0,70.0,0.0,0.0,74.0,1.0,10.0,10.0
2014B,626998,M,Yorkshire Region,HE Qualification,30-40%,0-35,0,60,N,Withdrawn,-28.0,123.0,33.0,99.0,68.0,75.0,,,,,0.0,60.0,38.0,4.0,102.0,0.0,0.0,70.0,2.0,43.0,5.0
2014B,627160,F,London Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn,-72.0,17.0,,,,,,,,,0.0,6.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2014B,627168,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn,-69.0,88.0,31.0,94.0,,,,,,,0.0,135.0,74.0,0.0,133.0,0.0,0.0,111.0,0.0,13.0,5.0
2014B,627290,M,South East Region,Lower Than A Level,80-90%,0-35,0,30,N,Fail,-17.0,,33.0,50.0,67.0,51.0,117.0,28.0,,,0.0,10.0,87.0,1.0,302.0,1.0,0.0,136.0,1.0,3.0,20.0
2014B,627387,M,West Midlands Region,HE Qualification,50-60%,0-35,0,60,N,Pass,-40.0,,33.0,95.0,69.0,97.0,117.0,82.0,152.0,73.0,0.0,15.0,113.0,0.0,359.0,42.0,0.0,77.0,4.0,12.0,16.0
2014B,627390,M,North Western Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn,-29.0,31.0,22.0,92.0,,,,,,,0.0,4.0,210.0,0.0,299.0,0.0,0.0,135.0,3.0,8.0,7.0
2014B,627399,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,N,Distinction,-66.0,,23.0,92.0,54.0,97.0,106.0,94.0,143.0,84.0,0.0,469.0,427.0,3.0,722.0,645.0,2.0,216.0,111.0,50.0,83.0
2014B,627401,M,London Region,HE Qualification,40-50%,0-35,0,30,N,Distinction,-67.0,,30.0,93.0,67.0,86.0,123.0,90.0,151.0,92.0,1.0,78.0,165.0,0.0,1284.0,180.0,0.0,149.0,11.0,41.0,21.0
2014B,627450,M,North Region,Lower Than A Level,,0-35,0,30,N,Pass,-25.0,,30.0,79.0,67.0,92.0,117.0,78.0,151.0,70.0,0.0,617.0,548.0,5.0,1170.0,536.0,0.0,126.0,28.0,34.0,103.0
2014B,627461,M,Wales,A Level or Equivalent,50-60%,0-35,0,30,N,Fail,-71.0,,27.0,66.0,,,,,,,0.0,20.0,57.0,0.0,157.0,0.0,0.0,97.0,0.0,5.0,9.0
2014B,627471,F,Scotland,Lower Than A Level,50-60%,0-35,0,30,N,Pass,-65.0,,32.0,98.0,68.0,93.0,116.0,84.0,152.0,93.0,0.0,44.0,79.0,0.0,1187.0,204.0,0.0,194.0,12.0,0.0,13.0
2014B,627500,M,South Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn,-45.0,209.0,33.0,84.0,68.0,86.0,,,,,0.0,20.0,97.0,0.0,262.0,0.0,0.0,86.0,2.0,13.0,5.0
