code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,ass_1_date,ass_1_score,ass_2_date,ass_2_score,ass_3_date,ass_3_score,ass_4_date,ass_4_score,ass_5_date,ass_5_score,ass_6_date,ass_6_score,ass_7_date,ass_7_score,ass_8_date,ass_8_score,ass_9_date,ass_9_score,ass_10_date,ass_10_score,ass_11_date,ass_11_score,ass_12_date,ass_12_score,clicks_dataplus,clicks_dualpane,clicks_folder,clicks_forumng,clicks_glossary,clicks_homepage,clicks_htmlactivity,clicks_oucollaborate,clicks_oucontent,clicks_ouelluminate,clicks_ouwiki,clicks_page,clicks_questionnaire,clicks_quiz,clicks_repeatactivity,clicks_resource,clicks_subpage,clicks_url
2013J,594470,M,Scotland,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,-37.0,,18.0,76.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,219.0,0.0,101.0,,2.0,30.0,,0.0,8.0,0.0,0.0,0.0,9.0,41.0,3.0
2013J,594505,M,London Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-88.0,,18.0,86.0,47.0,80.0,96.0,81.0,137.0,76.0,173.0,60.0,11.0,77.0,220.0,88.0,220.0,78.0,220.0,67.0,234.0,80.0,236.0,73.0,236.0,73.0,0.0,0.0,3.0,162.0,0.0,178.0,,6.0,381.0,,4.0,4.0,0.0,627.0,0.0,25.0,286.0,15.0
2013J,594506,M,South East Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass,-88.0,,16.0,90.0,46.0,82.0,100.0,80.0,130.0,81.0,180.0,59.0,214.0,81.0,214.0,84.0,214.0,75.0,223.0,90.0,223.0,83.0,227.0,84.0,224.0,82.0,0.0,10.0,3.0,93.0,0.0,447.0,,0.0,2379.0,,21.0,9.0,15.0,756.0,0.0,31.0,291.0,18.0
2013J,594510,M,East Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,-79.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,4.0,0.0,25.0,,1.0,33.0,,0.0,6.0,0.0,0.0,0.0,11.0,17.0,2.0
2013J,594546,M,South West Region,A Level or Equivalent,90-100%,0-35,0,120,N,Distinction,-49.0,,16.0,92.0,46.0,88.0,95.0,97.0,130.0,94.0,172.0,99.0,20.0,89.0,20.0,97.0,89.0,90.0,131.0,83.0,172.0,89.0,217.0,80.0,207.0,81.0,34.0,15.0,5.0,764.0,0.0,1197.0,,13.0,4204.0,,33.0,19.0,9.0,777.0,0.0,45.0,1014.0,100.0
2013J,594547,M,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-88.0,,17.0,80.0,47.0,66.0,103.0,66.0,138.0,75.0,176.0,89.0,180.0,74.0,186.0,85.0,202.0,71.0,199.0,79.0,,,229.0,64.0,,,37.0,5.0,4.0,671.0,0.0,646.0,,1.0,1889.0,,60.0,10.0,14.0,517.0,0.0,27.0,288.0,33.0
2013J,594558,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Distinction,-79.0,,16.0,94.0,46.0,96.0,95.0,91.0,130.0,100.0,179.0,80.0,54.0,98.0,54.0,97.0,130.0,86.0,136.0,88.0,195.0,90.0,189.0,93.0,196.0,87.0,19.0,3.0,3.0,575.0,0.0,1043.0,,7.0,1604.0,,37.0,25.0,18.0,1985.0,0.0,83.0,500.0,44.0
2013J,594576,M,London Region,A Level or Equivalent,10-20,0-35,0,90,N,Pass,-86.0,,18.0,62.0,47.0,86.0,96.0,67.0,132.0,76.0,173.0,89.0,37.0,80.0,55.0,90.0,90.0,74.0,121.0,89.0,192.0,82.0,235.0,92.0,235.0,89.0,48.0,12.0,5.0,484.0,2.0,477.0,,3.0,1427.0,,46.0,11.0,32.0,834.0,0.0,111.0,536.0,58.0
2013J,594596,F,North Western Region,Lower Than A Level,50-60%,0-35,0,120,N,Pass,-35.0,,18.0,92.0,46.0,82.0,96.0,89.0,127.0,76.0,172.0,94.0,52.0,93.0,101.0,97.0,210.0,76.0,234.0,72.0,234.0,72.0,234.0,84.0,234.0,75.0,0.0,2.0,2.0,1027.0,0.0,611.0,,3.0,1662.0,,83.0,30.0,3.0,1610.0,0.0,44.0,717.0,48.0
2013J,594603,F,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn,-45.0,-15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013J,594615,M,Wales,Lower Than A Level,80-90%,35-55,0,90,N,Withdrawn,-49.0,167.0,17.0,68.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,107.0,0.0,63.0,,0.0,117.0,,2.0,6.0,0.0,24.0,0.0,10.0,38.0,2.0
2013J,594643,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Fail,-88.0,,22.0,76.0,47.0,70.0,,,,,,,7.0,57.0,,,,,,,,,,,,,0.0,0.0,0.0,145.0,0.0,63.0,,1.0,39.0,,1.0,3.0,0.0,100.0,0.0,17.0,30.0,2.0
2013J,594737,M,London Region,A Level or Equivalent,0-10%,0-35,0,90,N,Withdrawn,-88.0,-11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013J,594800,M,Scotland,HE Qualification,80-90%,0-35,0,60,N,Fail,-35.0,,19.0,76.0,46.0,80.0,,,,,,,48.0,93.0,63.0,93.0,,,,,,,,,,,0.0,1.0,0.0,1266.0,0.0,712.0,,2.0,656.0,,40.0,10.0,3.0,611.0,0.0,19.0,343.0,12.0
2013J,594814,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,-50.0,,18.0,86.0,46.0,94.0,93.0,79.0,130.0,66.0,172.0,96.0,42.0,95.0,52.0,99.0,144.0,82.0,143.0,98.0,174.0,92.0,215.0,90.0,206.0,95.0,7.0,10.0,3.0,893.0,0.0,1121.0,,3.0,3089.0,,108.0,26.0,30.0,1154.0,0.0,61.0,461.0,60.0
2013J,594815,M,South West Region,Lower Than A Level,70-80%,0-35,0,120,N,Withdrawn,-87.0,189.0,18.0,78.0,46.0,66.0,96.0,38.0,,,,,4.0,69.0,,,,,,,,,,,,,0.0,0.0,0.0,148.0,0.0,187.0,,3.0,451.0,,4.0,7.0,0.0,253.0,0.0,10.0,129.0,5.0
2013J,594823,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,120,N,Fail,-38.0,,19.0,86.0,53.0,92.0,95.0,83.0,131.0,67.0,173.0,24.0,103.0,91.0,115.0,93.0,171.0,72.0,171.0,76.0,238.0,79.0,238.0,80.0,238.0,74.0,0.0,0.0,0.0,53.0,0.0,89.0,,0.0,103.0,,0.0,3.0,0.0,712.0,0.0,14.0,68.0,0.0
2013J,594855,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,150,N,Pass,-50.0,,19.0,70.0,46.0,76.0,99.0,58.0,131.0,75.0,172.0,77.0,179.0,69.0,182.0,71.0,210.0,65.0,227.0,50.0,227.0,66.0,227.0,56.0,227.0,56.0,1.0,9.0,2.0,359.0,3.0,395.0,,0.0,497.0,,0.0,17.0,0.0,792.0,0.0,52.0,344.0,15.0
2013J,594881,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,90,N,Withdrawn,-87.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013J,594894,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,-30.0,,15.0,76.0,45.0,80.0,99.0,71.0,130.0,62.0,172.0,74.0,24.0,85.0,72.0,92.0,152.0,79.0,209.0,68.0,227.0,84.0,234.0,75.0,234.0,68.0,0.0,0.0,3.0,136.0,0.0,179.0,,0.0,517.0,,0.0,1.0,0.0,534.0,0.0,18.0,150.0,5.0
2013J,594933,M,North Western Region,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn,-85.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,19.0,,0.0,101.0,,0.0,6.0,0.0,0.0,0.0,8.0,28.0,1.0
2013J,594956,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,150,Y,Withdrawn,-85.0,222.0,18.0,82.0,55.0,48.0,106.0,41.0,111.0,75.0,,,87.0,65.0,87.0,87.0,,,109.0,57.0,136.0,67.0,,,,,0.0,0.0,0.0,531.0,0.0,425.0,,9.0,300.0,,1.0,5.0,0.0,633.0,0.0,80.0,243.0,6.0
2013J,594996,M,South Region,Lower Than A Level,40-50%,0-35,0,120,N,Withdrawn,-57.0,79.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,30.0,0.0,28.0,,0.0,47.0,,0.0,2.0,0.0,11.0,0.0,1.0,15.0,0.0
2013J,595023,F,North Region,Lower Than A Level,,0-35,0,60,N,Fail,-17.0,,19.0,60.0,50.0,92.0,96.0,83.0,131.0,78.0,,,31.0,88.0,,,,,,,,,,,,,0.0,1.0,0.0,429.0,1.0,223.0,,11.0,379.0,,29.0,6.0,3.0,62.0,0.0,32.0,116.0,17.0
2013J,595106,M,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,-67.0,,18.0,78.0,47.0,78.0,96.0,80.0,129.0,91.0,172.0,95.0,49.0,87.0,55.0,94.0,96.0,88.0,222.0,93.0,180.0,97.0,221.0,90.0,222.0,90.0,34.0,12.0,2.0,884.0,1.0,658.0,,12.0,1562.0,,49.0,19.0,32.0,923.0,0.0,51.0,384.0,76.0
2013J,595119,M,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,-57.0,67.0,18.0,62.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,120.0,0.0,85.0,,3.0,83.0,,1.0,8.0,0.0,6.0,0.0,12.0,39.0,1.0
2013J,595150,M,East Midlands Region,Lower Than A Level,10-20,0-35,0,120,N,Fail,-84.0,,26.0,78.0,46.0,86.0,100.0,42.0,137.0,43.0,,,13.0,72.0,35.0,79.0,62.0,67.0,221.0,55.0,223.0,63.0,229.0,55.0,223.0,59.0,0.0,0.0,0.0,60.0,0.0,90.0,,1.0,358.0,,8.0,6.0,3.0,670.0,0.0,12.0,111.0,10.0
2013J,595164,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,Y,Pass,-85.0,,14.0,72.0,45.0,76.0,93.0,85.0,129.0,89.0,166.0,88.0,16.0,84.0,25.0,88.0,60.0,76.0,98.0,72.0,131.0,83.0,158.0,79.0,157.0,72.0,0.0,0.0,1.0,158.0,0.0,194.0,,1.0,175.0,,3.0,5.0,0.0,713.0,0.0,16.0,258.0,12.0
2013J,595230,F,London Region,A Level or Equivalent,10-20,0-35,0,150,N,Pass,-59.0,,9.0,84.0,31.0,66.0,85.0,65.0,133.0,50.0,171.0,61.0,18.0,98.0,46.0,88.0,94.0,72.0,112.0,67.0,165.0,57.0,168.0,62.0,158.0,63.0,5.0,9.0,7.0,2986.0,0.0,1082.0,,1.0,659.0,,10.0,5.0,7.0,1353.0,0.0,44.0,437.0,59.0
2013J,595235,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,150,N,Fail,-74.0,,14.0,72.0,40.0,66.0,97.0,58.0,130.0,57.0,171.0,73.0,12.0,80.0,25.0,81.0,102.0,53.0,102.0,48.0,152.0,75.0,227.0,79.0,215.0,67.0,0.0,3.0,2.0,211.0,0.0,152.0,,0.0,535.0,,10.0,2.0,6.0,552.0,0.0,20.0,121.0,10.0
2013J,595246,M,North Western Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn,-85.0,97.0,19.0,70.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,83.0,0.0,98.0,,0.0,89.0,,0.0,10.0,0.0,48.0,0.0,36.0,74.0,7.0
2013J,595330,M,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,-28.0,,18.0,94.0,46.0,88.0,95.0,79.0,130.0,76.0,172.0,86.0,32.0,82.0,214.0,89.0,200.0,85.0,214.0,81.0,201.0,80.0,228.0,65.0,206.0,75.0,6.0,6.0,4.0,142.0,0.0,390.0,,2.0,2303.0,,19.0,12.0,19.0,603.0,0.0,32.0,294.0,35.0
2013J,595354,F,North Region,HE Qualification,,0-35,0,120,N,Pass,-58.0,,25.0,62.0,54.0,60.0,118.0,32.0,131.0,40.0,173.0,57.0,222.0,78.0,238.0,62.0,238.0,45.0,230.0,73.0,227.0,83.0,235.0,76.0,234.0,90.0,0.0,3.0,6.0,116.0,0.0,503.0,,12.0,1268.0,,18.0,7.0,11.0,1522.0,0.0,32.0,290.0,16.0
2013J,595359,M,South West Region,HE Qualification,70-80%,35-55,0,60,N,Withdrawn,-81.0,-5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013J,595381,M,London Region,Lower Than A Level,30-40%,0-35,0,120,N,Pass,-53.0,,18.0,82.0,47.0,80.0,101.0,89.0,130.0,93.0,172.0,91.0,48.0,88.0,117.0,93.0,152.0,74.0,186.0,82.0,208.0,85.0,214.0,81.0,214.0,87.0,18.0,1.0,7.0,384.0,0.0,840.0,,2.0,2854.0,,13.0,14.0,1.0,674.0,0.0,42.0,627.0,44.0
2013J,595386,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,120,N,Pass,-84.0,,19.0,78.0,47.0,74.0,96.0,75.0,131.0,71.0,184.0,46.0,40.0,80.0,40.0,86.0,220.0,83.0,220.0,69.0,220.0,71.0,220.0,77.0,234.0,65.0,0.0,5.0,1.0,275.0,0.0,260.0,,2.0,1748.0,,6.0,5.0,10.0,690.0,0.0,32.0,352.0,29.0
2013J,595401,M,North Region,Lower Than A Level,,0-35,0,60,N,Pass,-80.0,,2.0,78.0,45.0,84.0,104.0,84.0,130.0,70.0,172.0,47.0,3.0,93.0,16.0,84.0,49.0,49.0,108.0,70.0,133.0,60.0,200.0,56.0,206.0,58.0,0.0,0.0,1.0,347.0,0.0,355.0,,11.0,293.0,,9.0,4.0,0.0,937.0,0.0,23.0,164.0,28.0
2013J,595428,M,North Western Region,HE Qualification,0-10%,35-55,0,150,N,Withdrawn,-84.0,92.0,18.0,98.0,,,,,,,,,137.0,79.0,,,,,,,,,,,,,0.0,3.0,0.0,319.0,0.0,182.0,,9.0,382.0,,53.0,10.0,8.0,193.0,0.0,8.0,235.0,15.0
2013J,595477,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,150,N,Fail,-57.0,,18.0,80.0,47.0,54.0,96.0,55.0,131.0,53.0,173.0,87.0,31.0,64.0,60.0,74.0,180.0,74.0,178.0,51.0,178.0,67.0,224.0,50.0,220.0,73.0,0.0,0.0,4.0,478.0,3.0,312.0,,0.0,1769.0,,6.0,12.0,0.0,834.0,0.0,66.0,511.0,13.0
2013J,595483,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail,-42.0,,18.0,92.0,47.0,98.0,103.0,38.0,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,255.0,0.0,131.0,,0.0,90.0,,0.0,9.0,0.0,1.0,0.0,18.0,76.0,3.0
2013J,595593,M,Wales,A Level or Equivalent,20-30%,0-35,0,60,Y,Fail,-52.0,,12.0,40.0,44.0,58.0,,,,,,,34.0,81.0,35.0,74.0,74.0,48.0,,,,,,,,,0.0,10.0,0.0,451.0,0.0,320.0,,12.0,941.0,,43.0,10.0,8.0,842.0,0.0,53.0,368.0,25.0
2013J,595649,M,London Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,-15.0,,17.0,62.0,45.0,46.0,96.0,35.0,130.0,51.0,173.0,48.0,227.0,79.0,227.0,88.0,234.0,52.0,234.0,73.0,234.0,71.0,235.0,80.0,235.0,78.0,0.0,0.0,2.0,26.0,0.0,75.0,,0.0,205.0,,0.0,1.0,0.0,575.0,0.0,15.0,59.0,3.0
2013J,595655,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,-83.0,,19.0,100.0,47.0,82.0,96.0,87.0,131.0,92.0,173.0,90.0,109.0,82.0,109.0,96.0,109.0,76.0,137.0,71.0,137.0,82.0,186.0,69.0,186.0,80.0,0.0,0.0,1.0,352.0,0.0,361.0,,6.0,467.0,,11.0,11.0,0.0,821.0,0.0,30.0,176.0,30.0
2013J,595676,M,London Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn,-65.0,186.0,19.0,78.0,46.0,58.0,95.0,68.0,130.0,63.0,172.0,48.0,54.0,84.0,,,,,,,,,,,,,0.0,7.0,0.0,351.0,0.0,306.0,,3.0,665.0,,21.0,9.0,10.0,105.0,0.0,27.0,192.0,28.0
2013J,595735,M,East Anglian Region,Lower Than A Level,80-90%,0-35,0,60,N,Pass,-60.0,,16.0,84.0,43.0,80.0,94.0,72.0,130.0,73.0,172.0,67.0,55.0,88.0,60.0,85.0,60.0,62.0,224.0,83.0,153.0,67.0,224.0,51.0,224.0,72.0,0.0,5.0,4.0,1594.0,6.0,761.0,,0.0,1192.0,,62.0,14.0,9.0,1122.0,0.0,62.0,295.0,54.0
2013J,595746,M,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Distinction,-83.0,,16.0,92.0,47.0,92.0,92.0,92.0,131.0,89.0,172.0,97.0,10.0,100.0,10.0,100.0,48.0,100.0,108.0,100.0,130.0,100.0,157.0,100.0,156.0,100.0,9.0,2.0,2.0,5482.0,1.0,1914.0,,7.0,2637.0,,84.0,18.0,30.0,3274.0,0.0,103.0,753.0,117.0
2013J,595752,F,North Region,Post Graduate Qualification,,0-35,0,120,N,Distinction,-53.0,,19.0,90.0,47.0,90.0,100.0,95.0,131.0,90.0,173.0,91.0,52.0,94.0,138.0,92.0,220.0,77.0,138.0,93.0,200.0,85.0,228.0,90.0,231.0,95.0,35.0,37.0,1.0,888.0,0.0,506.0,,11.0,1895.0,,100.0,25.0,31.0,643.0,0.0,65.0,495.0,73.0
2013J,595769,M,North Western Region,HE Qualification,20-30%,0-35,0,120,N,Pass,-53.0,,17.0,64.0,47.0,56.0,96.0,55.0,131.0,50.0,173.0,79.0,220.0,88.0,220.0,97.0,220.0,85.0,220.0,69.0,234.0,83.0,234.0,76.0,234.0,79.0,17.0,5.0,3.0,462.0,0.0,661.0,,2.0,2033.0,,68.0,12.0,30.0,817.0,0.0,54.0,409.0,55.0
2013J,595773,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,-29.0,73.0,18.0,66.0,54.0,66.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,158.0,0.0,119.0,,0.0,356.0,,35.0,3.0,0.0,26.0,0.0,14.0,89.0,6.0
2013J,595840,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Distinction,-45.0,,14.0,92.0,43.0,94.0,91.0,88.0,128.0,96.0,170.0,98.0,35.0,91.0,48.0,100.0,101.0,97.0,125.0,91.0,171.0,91.0,214.0,94.0,214.0,96.0,24.0,14.0,1.0,763.0,0.0,1629.0,,6.0,3764.0,,103.0,41.0,33.0,1068.0,0.0,53.0,677.0,65.0
2013J,595842,M,North Region,A Level or Equivalent,,0-35,0,120,N,Pass,-17.0,,17.0,78.0,46.0,86.0,96.0,95.0,145.0,91.0,173.0,97.0,48.0,96.0,89.0,95.0,89.0,93.0,137.0,84.0,221.0,76.0,227.0,77.0,227.0,66.0,0.0,1.0,4.0,159.0,0.0,395.0,,6.0,957.0,,6.0,10.0,1.0,1347.0,0.0,40.0,270.0,26.0
2013J,595847,M,Wales,HE Qualification,0-10%,0-35,0,120,N,Distinction,-80.0,,18.0,86.0,47.0,86.0,96.0,85.0,131.0,84.0,172.0,84.0,42.0,98.0,84.0,94.0,87.0,93.0,97.0,88.0,153.0,96.0,193.0,98.0,193.0,95.0,0.0,1.0,2.0,346.0,0.0,172.0,,9.0,324.0,,11.0,3.0,0.0,591.0,0.0,13.0,170.0,10.0
2013J,595868,M,East Anglian Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,-81.0,,17.0,76.0,47.0,66.0,95.0,49.0,128.0,77.0,171.0,76.0,11.0,92.0,101.0,80.0,115.0,69.0,144.0,67.0,144.0,72.0,220.0,66.0,220.0,76.0,17.0,10.0,2.0,1045.0,0.0,648.0,,13.0,1682.0,,91.0,20.0,37.0,1029.0,0.0,94.0,539.0,111.0
2013J,595895,M,Ireland,Lower Than A Level,90-100%,0-35,0,120,N,Withdrawn,-53.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,35.0,0.0,31.0,,0.0,44.0,,2.0,4.0,0.0,1.0,0.0,6.0,29.0,0.0
2013J,595915,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,240,N,Withdrawn,-67.0,53.0,18.0,78.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,40.0,0.0,70.0,,0.0,97.0,,2.0,7.0,0.0,9.0,0.0,33.0,65.0,5.0
2013J,595935,M,South Region,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn,-81.0,65.0,19.0,94.0,46.0,84.0,,,,,,,243.0,85.0,287.0,96.0,,,,,,,,,,,0.0,0.0,0.0,314.0,0.0,128.0,,4.0,217.0,,19.0,5.0,9.0,107.0,0.0,9.0,63.0,5.0
2013J,595978,M,East Anglian Region,Lower Than A Level,90-100%,0-35,0,180,Y,Withdrawn,-67.0,66.0,18.0,76.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,154.0,0.0,104.0,,0.0,218.0,,19.0,10.0,0.0,1.0,0.0,17.0,57.0,0.0
2013J,596027,M,South Region,Lower Than A Level,40-50%,0-35,0,120,N,Pass,-35.0,,18.0,88.0,46.0,74.0,96.0,73.0,130.0,64.0,172.0,65.0,37.0,65.0,52.0,68.0,143.0,44.0,207.0,69.0,207.0,69.0,208.0,50.0,208.0,61.0,1.0,0.0,4.0,244.0,17.0,634.0,,0.0,1810.0,,7.0,13.0,13.0,890.0,0.0,30.0,424.0,28.0
2013J,596029,M,London Region,Lower Than A Level,20-30%,0-35,0,120,N,Fail,-79.0,,19.0,52.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,20.0,0.0,62.0,,0.0,179.0,,5.0,8.0,0.0,0.0,0.0,11.0,47.0,4.0
2013J,596049,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn,-49.0,41.0,19.0,76.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,17.0,,0.0,46.0,,0.0,1.0,0.0,12.0,0.0,8.0,29.0,1.0
2013J,596125,M,South West Region,Lower Than A Level,50-60%,0-35,0,120,N,Fail,-62.0,,18.0,72.0,47.0,52.0,93.0,66.0,,,,,62.0,78.0,62.0,92.0,,,,,,,,,,,0.0,1.0,0.0,43.0,0.0,75.0,,0.0,382.0,,8.0,3.0,7.0,177.0,0.0,18.0,83.0,3.0
2013J,596146,M,South East Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn,-73.0,93.0,15.0,68.0,60.0,64.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,270.0,0.0,156.0,,3.0,282.0,,17.0,7.0,0.0,94.0,0.0,16.0,151.0,4.0
2013J,596147,M,North Western Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass,-74.0,,18.0,80.0,46.0,76.0,95.0,80.0,130.0,80.0,172.0,96.0,192.0,88.0,193.0,100.0,199.0,84.0,199.0,94.0,221.0,83.0,234.0,87.0,228.0,73.0,1.0,3.0,2.0,406.0,0.0,532.0,,0.0,2020.0,,15.0,19.0,6.0,583.0,0.0,34.0,338.0,16.0
2013J,596231,M,North Western Region,A Level or Equivalent,10-20,0-35,0,90,N,Withdrawn,-57.0,60.0,19.0,84.0,46.0,90.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,32.0,0.0,75.0,,0.0,36.0,,0.0,6.0,0.0,1.0,0.0,25.0,57.0,4.0
2013J,596266,M,South East Region,A Level or Equivalent,90-100%,0-35,0,90,N,Fail,-36.0,,19.0,66.0,47.0,40.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,19.0,0.0,42.0,,1.0,38.0,,0.0,3.0,0.0,1.0,0.0,6.0,34.0,6.0
2013J,596296,M,North Western Region,A Level or Equivalent,70-80%,0-35,0,90,Y,Fail,-66.0,,17.0,90.0,51.0,40.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,78.0,0.0,24.0,,0.0,64.0,,0.0,1.0,0.0,56.0,0.0,41.0,25.0,6.0
2013J,596368,M,North Western Region,Lower Than A Level,20-30%,0-35,0,60,N,Pass,-59.0,,18.0,84.0,51.0,78.0,108.0,95.0,138.0,64.0,179.0,98.0,235.0,80.0,235.0,93.0,235.0,71.0,235.0,71.0,235.0,74.0,235.0,67.0,235.0,57.0,0.0,17.0,4.0,262.0,0.0,415.0,,9.0,1373.0,,21.0,8.0,6.0,661.0,0.0,33.0,250.0,35.0
2013J,596369,M,South West Region,Lower Than A Level,10-20,0-35,0,90,N,Withdrawn,-28.0,234.0,20.0,96.0,46.0,74.0,96.0,87.0,131.0,88.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,41.0,0.0,76.0,,0.0,233.0,,4.0,3.0,0.0,0.0,0.0,13.0,90.0,10.0
2013J,596406,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,Fail,-45.0,,19.0,82.0,47.0,62.0,98.0,69.0,131.0,84.0,173.0,70.0,227.0,74.0,238.0,68.0,,,,,,,,,,,0.0,0.0,4.0,27.0,0.0,167.0,,0.0,707.0,,2.0,5.0,0.0,299.0,0.0,16.0,139.0,7.0
2013J,596480,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,-28.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,18.0,0.0,19.0,,0.0,43.0,,0.0,13.0,0.0,26.0,0.0,4.0,36.0,5.0
2013J,596490,M,London Region,Lower Than A Level,50-60%,35-55,0,120,N,Pass,-30.0,,18.0,84.0,46.0,80.0,96.0,63.0,130.0,71.0,173.0,88.0,202.0,69.0,202.0,86.0,202.0,61.0,206.0,69.0,231.0,68.0,231.0,57.0,231.0,69.0,1.0,1.0,2.0,220.0,0.0,458.0,,0.0,1621.0,,23.0,10.0,8.0,791.0,0.0,39.0,389.0,27.0
2013J,596521,M,Scotland,A Level or Equivalent,20-30%,0-35,0,120,N,Fail,-25.0,,25.0,72.0,46.0,62.0,95.0,54.0,131.0,60.0,173.0,40.0,238.0,88.0,238.0,89.0,238.0,67.0,238.0,82.0,238.0,67.0,238.0,88.0,238.0,71.0,0.0,0.0,1.0,12.0,0.0,86.0,,0.0,120.0,,0.0,2.0,0.0,515.0,0.0,11.0,82.0,2.0
2013J,596593,M,Scotland,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-56.0,,19.0,60.0,44.0,80.0,73.0,66.0,125.0,83.0,170.0,82.0,195.0,90.0,32.0,97.0,76.0,75.0,199.0,85.0,207.0,94.0,237.0,91.0,214.0,83.0,0.0,6.0,4.0,68.0,0.0,473.0,,0.0,2025.0,,8.0,20.0,6.0,622.0,0.0,19.0,273.0,29.0
2013J,596601,F,South East Region,A Level or Equivalent,70-80%,0-35,0,180,N,Withdrawn,-74.0,-12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013J,596624,M,South West Region,A Level or Equivalent,10-20,0-35,0,120,N,Fail,-63.0,,18.0,76.0,47.0,60.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,25.0,0.0,61.0,,0.0,180.0,,0.0,2.0,0.0,54.0,0.0,8.0,66.0,3.0
