code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,date_registration,date_unregistration,ass_1_date,ass_1_score,ass_2_date,ass_2_score,ass_3_date,ass_3_score,ass_4_date,ass_4_score,ass_5_date,ass_5_score,clicks_dataplus,clicks_forumng,clicks_glossary,clicks_homepage,clicks_oucollaborate,clicks_oucontent,clicks_resource,clicks_subpage,clicks_url
2013J,704156,M,South Region,HE Qualification,90-100%,55<=,0,120,N,Pass,-29.0,,18.0,67.0,56.0,68.0,117.0,69.0,166.0,56.0,215.0,70.0,2.0,542.0,0.0,449.0,0.0,1745.0,33.0,181.0,112.0
2013J,705379,M,West Midlands Region,A Level or Equivalent,60-70%,55<=,0,120,N,Distinction,-57.0,,19.0,81.0,53.0,83.0,115.0,82.0,167.0,78.0,213.0,80.0,36.0,1637.0,6.0,1300.0,0.0,2138.0,59.0,360.0,144.0
2013J,721259,F,South Region,Lower Than A Level,50-60%,55<=,0,120,N,Withdrawn,-73.0,23.0,22.0,,,,,,,,,,1.0,702.0,16.0,120.0,3.0,257.0,20.0,70.0,39.0
2013J,749412,M,South Region,Lower Than A Level,70-80%,55<=,0,60,N,Pass,-138.0,,16.0,83.0,51.0,61.0,112.0,73.0,150.0,78.0,212.0,65.0,7.0,2096.0,1.0,1148.0,0.0,455.0,15.0,208.0,77.0
2013J,760729,M,West Midlands Region,A Level or Equivalent,60-70%,55<=,0,60,N,Distinction,-67.0,,18.0,80.0,52.0,80.0,115.0,81.0,163.0,82.0,213.0,83.0,12.0,2624.0,4.0,1957.0,0.0,1959.0,40.0,482.0,210.0
2013J,905042,F,East Anglian Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,-91.0,,17.0,64.0,53.0,73.0,116.0,85.0,165.0,80.0,219.0,80.0,4.0,341.0,8.0,714.0,1.0,1510.0,25.0,260.0,141.0
2013J,949618,F,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-59.0,,18.0,63.0,53.0,63.0,116.0,63.0,164.0,72.0,214.0,48.0,0.0,856.0,0.0,264.0,0.0,135.0,11.0,63.0,28.0
2013J,958987,M,North Western Region,HE Qualification,40-50%,35-55,0,60,N,Pass,-67.0,,18.0,78.0,54.0,78.0,116.0,75.0,169.0,77.0,214.0,78.0,0.0,20.0,0.0,326.0,0.0,693.0,16.0,118.0,43.0
2013J,968578,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,-170.0,,27.0,62.0,54.0,77.0,120.0,73.0,174.0,72.0,215.0,76.0,3.0,99.0,0.0,156.0,1.0,569.0,6.0,33.0,3.0
2013J,969076,M,South West Region,A Level or Equivalent,80-90%,35-55,0,180,N,Withdrawn,-42.0,173.0,18.0,82.0,53.0,62.0,117.0,59.0,166.0,36.0,,,0.0,1107.0,0.0,450.0,1.0,380.0,7.0,34.0,1.0
2013J,971027,F,West Midlands Region,HE Qualification,90-100%,35-55,0,60,N,Pass,-62.0,,19.0,76.0,53.0,68.0,116.0,73.0,164.0,55.0,214.0,68.0,14.0,483.0,0.0,592.0,1.0,1697.0,29.0,186.0,96.0
2013J,978739,M,South Region,HE Qualification,90-100%,35-55,0,60,N,Pass,-108.0,,18.0,59.0,54.0,58.0,117.0,50.0,170.0,58.0,215.0,58.0,8.0,2734.0,21.0,1150.0,4.0,1539.0,126.0,280.0,126.0
2013J,1035023,F,London Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,-87.0,,19.0,73.0,54.0,65.0,116.0,72.0,165.0,68.0,215.0,72.0,20.0,131.0,0.0,404.0,0.0,1268.0,20.0,51.0,2.0
2013J,1105478,M,Scotland,HE Qualification,80-90%,55<=,0,60,N,Pass,-144.0,,19.0,90.0,54.0,85.0,120.0,80.0,166.0,82.0,216.0,76.0,0.0,286.0,0.0,409.0,6.0,758.0,23.0,183.0,30.0
2013J,1352868,M,Yorkshire Region,A Level or Equivalent,20-30%,35-55,0,60,N,Withdrawn,-63.0,203.0,19.0,66.0,64.0,65.0,,,,,,,0.0,75.0,0.0,114.0,0.0,398.0,1.0,49.0,4.0
2013J,1401935,M,West Midlands Region,A Level or Equivalent,70-80%,35-55,0,60,N,Fail,-35.0,,26.0,45.0,61.0,25.0,,,,,,,0.0,108.0,0.0,49.0,0.0,65.0,3.0,15.0,0.0
2013J,1402638,F,East Midlands Region,HE Qualification,30-40%,35-55,0,60,N,Pass,-195.0,,21.0,77.0,70.0,68.0,120.0,76.0,171.0,80.0,216.0,75.0,0.0,147.0,4.0,221.0,0.0,478.0,14.0,40.0,6.0
2013J,1414443,F,Yorkshire Region,A Level or Equivalent,10-20,35-55,0,120,N,Fail,-169.0,,50.0,58.0,106.0,60.0,,,,,,,9.0,264.0,7.0,406.0,1.0,997.0,26.0,109.0,88.0
2013J,1456619,M,South West Region,A Level or Equivalent,90-100%,35-55,0,60,N,Withdrawn,-87.0,27.0,,,,,,,,,,,0.0,199.0,0.0,86.0,3.0,129.0,11.0,34.0,5.0
2013J,1465690,M,West Midlands Region,HE Qualification,40-50%,35-55,0,120,N,Pass,-38.0,,19.0,85.0,54.0,76.0,116.0,85.0,164.0,87.0,215.0,76.0,28.0,1184.0,1.0,832.0,1.0,1174.0,33.0,123.0,84.0
2013J,1472925,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,Y,Fail,20.0,,30.0,61.0,53.0,54.0,124.0,64.0,166.0,62.0,213.0,67.0,2.0,224.0,3.0,243.0,0.0,380.0,8.0,59.0,20.0
2013J,1488959,M,London Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,-30.0,,20.0,67.0,57.0,64.0,117.0,63.0,167.0,64.0,217.0,51.0,7.0,835.0,0.0,568.0,2.0,1869.0,14.0,134.0,64.0
2013J,1518989,F,South East Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,-102.0,,19.0,78.0,54.0,77.0,117.0,70.0,170.0,70.0,215.0,70.0,12.0,2340.0,0.0,607.0,1.0,1020.0,13.0,125.0,84.0
2013J,1618738,M,London Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass,-95.0,,19.0,84.0,54.0,83.0,115.0,81.0,164.0,83.0,212.0,67.0,0.0,118.0,1.0,92.0,0.0,440.0,17.0,54.0,1.0
2013J,1620151,M,South Region,HE Qualification,90-100%,35-55,0,60,N,Fail,-95.0,,19.0,85.0,,,121.0,70.0,,,,,2.0,131.0,8.0,203.0,12.0,571.0,11.0,57.0,3.0
2013J,1626710,M,North Western Region,A Level or Equivalent,60-70%,35-55,0,60,N,Distinction,-195.0,,17.0,82.0,53.0,85.0,115.0,86.0,158.0,85.0,214.0,85.0,23.0,2774.0,2.0,1078.0,0.0,1615.0,91.0,283.0,159.0
2013J,1640609,M,West Midlands Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,-191.0,,16.0,83.0,53.0,86.0,116.0,85.0,165.0,85.0,212.0,86.0,8.0,2630.0,3.0,1093.0,0.0,1109.0,12.0,135.0,71.0
2013J,1686521,F,North Western Region,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn,-124.0,37.0,17.0,68.0,,,,,,,,,0.0,83.0,0.0,178.0,0.0,246.0,13.0,83.0,40.0
2013J,1729319,F,Scotland,HE Qualification,40-50%,35-55,0,60,N,Pass,-106.0,,19.0,80.0,54.0,78.0,117.0,78.0,166.0,82.0,215.0,73.0,4.0,728.0,0.0,611.0,0.0,1054.0,55.0,190.0,114.0
2013J,1746134,M,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,-30.0,,18.0,83.0,53.0,87.0,106.0,81.0,156.0,83.0,214.0,85.0,0.0,258.0,7.0,220.0,0.0,1005.0,48.0,191.0,30.0
2013J,1758449,M,South Region,Lower Than A Level,30-40%,35-55,0,75,N,Withdrawn,-198.0,103.0,18.0,65.0,54.0,57.0,,,,,,,1.0,1292.0,0.0,422.0,1.0,870.0,32.0,92.0,46.0
2013J,1763015,F,Scotland,A Level or Equivalent,10-20,35-55,0,60,N,Withdrawn,-58.0,-2.0,,,,,,,,,,,1.0,81.0,0.0,74.0,0.0,210.0,4.0,41.0,9.0
2013J,1765788,M,South East Region,HE Qualification,70-80%,55<=,0,60,N,Pass,-43.0,,19.0,57.0,59.0,63.0,117.0,67.0,170.0,74.0,218.0,70.0,2.0,1853.0,1.0,1220.0,0.0,3745.0,79.0,131.0,26.0
2013J,1801229,M,Ireland,HE Qualification,,35-55,0,60,N,Pass,-106.0,,19.0,79.0,61.0,76.0,117.0,73.0,169.0,78.0,215.0,78.0,6.0,355.0,0.0,231.0,0.0,744.0,12.0,61.0,34.0
2013J,1801641,M,Scotland,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,-32.0,,18.0,72.0,53.0,74.0,116.0,80.0,165.0,85.0,214.0,76.0,0.0,22.0,0.0,86.0,0.0,291.0,11.0,44.0,5.0
2013J,1847830,M,South West Region,Lower Than A Level,40-50%,35-55,0,60,N,Pass,-164.0,,18.0,83.0,53.0,60.0,116.0,75.0,165.0,73.0,214.0,64.0,0.0,3591.0,0.0,1475.0,1.0,1155.0,26.0,210.0,60.0
2013J,1860318,M,South West Region,Lower Than A Level,40-50%,35-55,0,300,Y,Pass,-53.0,,19.0,57.0,54.0,72.0,117.0,62.0,166.0,63.0,215.0,59.0,11.0,3333.0,0.0,1403.0,3.0,1099.0,17.0,105.0,4.0
2013J,1889511,M,Yorkshire Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-42.0,,22.0,72.0,54.0,69.0,124.0,77.0,166.0,78.0,215.0,64.0,5.0,662.0,0.0,383.0,0.0,591.0,25.0,79.0,9.0
2013J,1889577,F,South Region,A Level or Equivalent,70-80%,35-55,0,60,Y,Pass,-81.0,,19.0,72.0,58.0,69.0,117.0,84.0,166.0,75.0,215.0,68.0,0.0,69.0,0.0,226.0,1.0,492.0,9.0,89.0,45.0
2013J,1894188,F,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-57.0,,14.0,76.0,51.0,67.0,111.0,70.0,163.0,70.0,209.0,69.0,11.0,154.0,4.0,426.0,0.0,3562.0,15.0,104.0,18.0
2013J,1938355,M,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,-102.0,,10.0,82.0,48.0,50.0,110.0,85.0,161.0,84.0,209.0,64.0,8.0,542.0,0.0,481.0,0.0,830.0,10.0,87.0,34.0
2013J,1942396,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,120,Y,Pass,-29.0,,19.0,50.0,62.0,50.0,117.0,40.0,168.0,65.0,215.0,63.0,0.0,77.0,0.0,142.0,0.0,192.0,6.0,43.0,10.0
2013J,1970390,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn,-108.0,240.0,21.0,78.0,64.0,90.0,122.0,90.0,171.0,80.0,217.0,80.0,13.0,4908.0,5.0,3638.0,1.0,1744.0,63.0,471.0,296.0
2013J,1976139,M,Ireland,Lower Than A Level,50-60%,35-55,0,120,N,Pass,-195.0,,17.0,75.0,53.0,76.0,116.0,78.0,,,214.0,40.0,9.0,13.0,0.0,245.0,0.0,834.0,16.0,88.0,11.0
2013J,2011876,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,Y,Pass,-32.0,,19.0,79.0,54.0,71.0,117.0,78.0,166.0,77.0,215.0,75.0,16.0,91.0,1.0,312.0,1.0,719.0,12.0,169.0,80.0
2013J,2012966,M,North Western Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,-102.0,,19.0,75.0,53.0,76.0,116.0,78.0,165.0,81.0,214.0,82.0,0.0,88.0,0.0,133.0,0.0,231.0,15.0,47.0,5.0
2013J,2051699,F,South West Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,-137.0,,19.0,62.0,55.0,71.0,117.0,64.0,178.0,67.0,215.0,69.0,2.0,174.0,0.0,416.0,1.0,871.0,55.0,195.0,20.0
2013J,2062879,F,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,-74.0,,18.0,56.0,54.0,55.0,116.0,65.0,165.0,65.0,215.0,65.0,17.0,664.0,0.0,443.0,0.0,1032.0,14.0,139.0,77.0
2013J,2065691,M,London Region,A Level or Equivalent,30-40%,35-55,0,330,Y,Withdrawn,-16.0,138.0,36.0,30.0,48.0,40.0,85.0,37.0,,,,,0.0,6.0,1.0,447.0,0.0,744.0,2.0,153.0,77.0
2013J,2073016,F,London Region,Lower Than A Level,30-40%,35-55,0,60,N,Withdrawn,-65.0,173.0,23.0,60.0,54.0,53.0,139.0,68.0,,,,,0.0,120.0,0.0,181.0,3.0,369.0,16.0,99.0,61.0
2013J,2080474,F,South Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,-123.0,,19.0,88.0,54.0,64.0,116.0,72.0,173.0,60.0,214.0,64.0,11.0,342.0,0.0,215.0,0.0,466.0,9.0,74.0,29.0
2013J,2083877,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,-45.0,,19.0,72.0,61.0,64.0,123.0,68.0,166.0,60.0,215.0,75.0,0.0,37.0,0.0,210.0,0.0,300.0,9.0,90.0,39.0
2013J,2084066,F,South West Region,Lower Than A Level,50-60%,35-55,0,60,N,Fail,-148.0,,21.0,65.0,62.0,60.0,130.0,62.0,181.0,52.0,,,0.0,479.0,0.0,299.0,2.0,1036.0,22.0,101.0,28.0
2013J,2104505,M,West Midlands Region,Lower Than A Level,0-10%,35-55,0,60,N,Pass,-65.0,,18.0,80.0,54.0,69.0,117.0,49.0,165.0,65.0,215.0,65.0,0.0,79.0,0.0,140.0,0.0,393.0,9.0,55.0,25.0
2013J,2122180,F,North Western Region,Lower Than A Level,80-90%,35-55,0,60,N,Distinction,-35.0,,23.0,86.0,61.0,80.0,117.0,82.0,174.0,79.0,215.0,85.0,15.0,1362.0,5.0,859.0,6.0,2231.0,35.0,150.0,49.0
2013J,2139353,M,London Region,A Level or Equivalent,50-60%,35-55,0,120,N,Withdrawn,-59.0,163.0,23.0,65.0,59.0,62.0,121.0,71.0,,,,,7.0,65.0,0.0,150.0,0.0,640.0,17.0,249.0,134.0
2013J,2143752,F,South Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,-46.0,,19.0,50.0,53.0,56.0,116.0,52.0,165.0,52.0,212.0,53.0,0.0,44.0,0.0,386.0,1.0,1103.0,26.0,204.0,124.0
2013J,2146792,M,North Western Region,HE Qualification,20-30%,55<=,0,60,N,Pass,-59.0,,19.0,68.0,54.0,60.0,117.0,78.0,166.0,76.0,215.0,68.0,31.0,298.0,0.0,461.0,0.0,1448.0,18.0,119.0,10.0
2013J,2149225,M,Scotland,A Level or Equivalent,70-80%,35-55,0,60,Y,Withdrawn,-36.0,10.0,,,,,,,,,,,0.0,123.0,1.0,42.0,0.0,106.0,20.0,25.0,2.0
2013J,2153153,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-49.0,,18.0,61.0,53.0,67.0,116.0,71.0,165.0,55.0,215.0,57.0,9.0,1001.0,0.0,559.0,2.0,1671.0,12.0,106.0,25.0
2013J,2155014,F,West Midlands Region,Lower Than A Level,80-90%,0-35,0,60,Y,Pass,-32.0,,22.0,76.0,62.0,64.0,114.0,73.0,180.0,79.0,215.0,77.0,0.0,371.0,1.0,170.0,4.0,810.0,6.0,58.0,34.0
2013J,2164705,F,North Western Region,A Level or Equivalent,40-50%,0-35,0,120,N,Fail,-43.0,,18.0,70.0,,,,,,,,,0.0,53.0,0.0,26.0,0.0,119.0,2.0,27.0,4.0
2013J,2171627,F,Yorkshire Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,-50.0,,15.0,71.0,50.0,67.0,113.0,72.0,171.0,70.0,211.0,65.0,13.0,412.0,0.0,218.0,2.0,630.0,16.0,50.0,5.0
2013J,2182846,F,London Region,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,-113.0,,18.0,65.0,51.0,63.0,114.0,64.0,165.0,70.0,213.0,68.0,11.0,2202.0,0.0,586.0,0.0,1229.0,23.0,121.0,42.0
2013J,2194100,F,East Anglian Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,-108.0,,17.0,64.0,52.0,61.0,116.0,66.0,166.0,80.0,214.0,65.0,0.0,354.0,0.0,308.0,0.0,505.0,13.0,177.0,44.0
2013J,2197016,F,North Western Region,HE Qualification,30-40%,35-55,0,60,N,Pass,-35.0,,9.0,75.0,51.0,75.0,114.0,76.0,163.0,76.0,214.0,76.0,3.0,290.0,0.0,264.0,0.0,746.0,8.0,93.0,51.0
2013J,2208424,M,Scotland,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-66.0,,16.0,73.0,53.0,57.0,116.0,81.0,165.0,85.0,214.0,60.0,1.0,283.0,1.0,254.0,1.0,398.0,22.0,86.0,34.0
2013J,2229865,F,West Midlands Region,A Level or Equivalent,10-20,35-55,0,60,N,Pass,-116.0,,18.0,73.0,53.0,76.0,116.0,75.0,166.0,78.0,215.0,80.0,41.0,1019.0,0.0,655.0,1.0,920.0,50.0,330.0,220.0
2013J,2255601,F,South Region,A Level or Equivalent,80-90%,35-55,0,120,N,Withdrawn,-28.0,175.0,19.0,71.0,58.0,38.0,,,,,,,5.0,577.0,2.0,389.0,1.0,1449.0,16.0,84.0,20.0
2013J,2268379,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,-74.0,,19.0,80.0,61.0,79.0,117.0,83.0,172.0,87.0,215.0,86.0,20.0,563.0,0.0,335.0,1.0,581.0,25.0,117.0,43.0
2013J,2278464,M,South Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,-129.0,,18.0,60.0,68.0,50.0,116.0,58.0,172.0,54.0,215.0,35.0,0.0,14.0,0.0,83.0,0.0,174.0,9.0,24.0,3.0
2013J,2293923,M,South Region,A Level or Equivalent,90-100%,0-35,0,150,N,Pass,-85.0,,19.0,72.0,54.0,59.0,123.0,52.0,169.0,58.0,211.0,65.0,1.0,15.0,0.0,60.0,0.0,186.0,10.0,28.0,3.0
2013J,2312620,F,East Midlands Region,HE Qualification,20-30%,35-55,0,60,N,Withdrawn,-45.0,178.0,26.0,11.0,54.0,51.0,120.0,34.0,,,,,1.0,204.0,2.0,169.0,1.0,623.0,30.0,70.0,29.0
2013J,2318055,M,Wales,A Level or Equivalent,90-100%,35-55,0,60,N,Withdrawn,-56.0,-19.0,,,,,,,,,,,,,,,,,,,
2013J,2324976,F,Scotland,HE Qualification,90-100%,35-55,0,60,N,Withdrawn,-101.0,-50.0,,,,,,,,,,,,,,,,,,,
2013J,2329342,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,120,N,Pass,-56.0,,19.0,56.0,69.0,54.0,124.0,60.0,166.0,44.0,215.0,72.0,0.0,43.0,0.0,133.0,1.0,241.0,9.0,92.0,46.0
2013J,2339528,F,London Region,Lower Than A Level,40-50%,0-35,0,60,N,Distinction,-57.0,,25.0,76.0,54.0,74.0,117.0,84.0,172.0,85.0,214.0,81.0,0.0,121.0,0.0,86.0,0.0,271.0,11.0,78.0,26.0
2013J,2342426,M,Yorkshire Region,Lower Than A Level,20-30%,35-55,0,60,N,Fail,-38.0,,24.0,70.0,54.0,67.0,117.0,71.0,173.0,78.0,215.0,80.0,22.0,221.0,0.0,511.0,0.0,823.0,16.0,128.0,93.0
2013J,2344901,F,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail,-24.0,,19.0,67.0,54.0,45.0,130.0,35.0,166.0,59.0,,,0.0,1.0,0.0,86.0,0.0,261.0,4.0,77.0,16.0
2013J,2358056,F,North Region,HE Qualification,,0-35,0,60,N,Fail,-102.0,,19.0,56.0,54.0,60.0,117.0,79.0,165.0,68.0,216.0,76.0,8.0,140.0,1.0,329.0,0.0,811.0,79.0,196.0,24.0
2013J,2358969,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,180,N,Withdrawn,-53.0,58.0,19.0,68.0,,,,,,,,,1.0,28.0,0.0,95.0,1.0,198.0,10.0,37.0,3.0
2013J,2364471,F,Scotland,HE Qualification,90-100%,0-35,0,60,Y,Pass,-80.0,,25.0,90.0,62.0,85.0,118.0,85.0,167.0,85.0,220.0,72.0,8.0,3656.0,1.0,1373.0,2.0,1640.0,56.0,338.0,108.0
2013J,2365101,M,South East Region,HE Qualification,20-30%,0-35,0,300,N,Withdrawn,-129.0,-80.0,,,,,,,,,,,,,,,,,,,
2013J,2367155,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,Pass,-22.0,,19.0,63.0,58.0,85.0,117.0,80.0,166.0,86.0,211.0,64.0,6.0,54.0,0.0,429.0,0.0,1361.0,28.0,164.0,106.0
2013J,2369266,F,London Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass,-94.0,,19.0,50.0,53.0,50.0,116.0,40.0,170.0,57.0,216.0,56.0,0.0,860.0,0.0,248.0,0.0,791.0,5.0,164.0,78.0
2013J,2376496,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass,-185.0,,19.0,64.0,54.0,72.0,116.0,70.0,166.0,76.0,215.0,85.0,10.0,144.0,1.0,206.0,1.0,291.0,39.0,43.0,14.0
2013J,2391984,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn,-101.0,242.0,20.0,75.0,57.0,74.0,118.0,75.0,167.0,68.0,,,0.0,286.0,0.0,124.0,0.0,339.0,4.0,48.0,17.0
2013J,2411661,F,South Region,A Level or Equivalent,80-90%,0-35,0,120,N,Fail,-17.0,,18.0,55.0,53.0,57.0,122.0,40.0,168.0,42.0,215.0,40.0,4.0,153.0,0.0,96.0,3.0,248.0,6.0,47.0,17.0
2013J,2411778,M,Scotland,HE Qualification,20-30%,0-35,0,120,N,Withdrawn,-35.0,220.0,14.0,77.0,52.0,83.0,,,,,,,0.0,162.0,0.0,146.0,0.0,1142.0,6.0,40.0,1.0
2013J,2412002,M,South West Region,Lower Than A Level,50-60%,35-55,0,90,N,Distinction,-38.0,,20.0,86.0,67.0,72.0,135.0,81.0,171.0,86.0,215.0,89.0,46.0,544.0,13.0,729.0,3.0,1755.0,30.0,176.0,48.0
2013J,2412967,F,South Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,-73.0,,19.0,80.0,54.0,77.0,117.0,80.0,171.0,72.0,215.0,79.0,14.0,220.0,0.0,457.0,0.0,1299.0,9.0,283.0,176.0
2013J,2429854,M,London Region,A Level or Equivalent,10-20,35-55,0,120,Y,Withdrawn,-52.0,114.0,24.0,51.0,,,,,,,,,0.0,77.0,0.0,118.0,0.0,361.0,5.0,77.0,17.0
2013J,2437837,F,North Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-53.0,,17.0,67.0,53.0,77.0,116.0,69.0,165.0,87.0,214.0,72.0,28.0,599.0,0.0,457.0,0.0,1317.0,13.0,194.0,76.0
2013J,2449878,F,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,-32.0,,22.0,66.0,58.0,60.0,122.0,57.0,181.0,55.0,215.0,65.0,0.0,131.0,1.0,122.0,0.0,239.0,74.0,50.0,5.0
2013J,2456480,M,Scotland,Lower Than A Level,80-90%,35-55,0,120,N,Fail,-71.0,,23.0,40.0,54.0,34.0,123.0,0.0,,,,,0.0,5.0,0.0,53.0,0.0,80.0,3.0,37.0,5.0
2013J,2457256,M,South Region,Lower Than A Level,80-90%,35-55,0,180,N,Pass,-50.0,,19.0,60.0,59.0,60.0,118.0,85.0,168.0,80.0,215.0,65.0,0.0,117.0,0.0,269.0,0.0,1077.0,17.0,91.0,40.0
2013J,2458355,M,London Region,Lower Than A Level,80-90%,35-55,0,60,N,Pass,-81.0,,19.0,88.0,54.0,86.0,117.0,95.0,166.0,92.0,215.0,92.0,5.0,299.0,0.0,1223.0,0.0,1690.0,13.0,551.0,406.0
2013J,2460080,M,Scotland,HE Qualification,90-100%,55<=,0,60,N,Pass,-52.0,,18.0,85.0,62.0,86.0,117.0,77.0,175.0,78.0,214.0,68.0,29.0,467.0,0.0,539.0,1.0,2302.0,14.0,67.0,5.0
2013J,2461190,M,South Region,HE Qualification,70-80%,55<=,0,60,N,Fail,-11.0,,19.0,62.0,56.0,50.0,,,,,,,0.0,174.0,0.0,152.0,1.0,507.0,11.0,79.0,43.0
2013J,2469673,F,Yorkshire Region,Lower Than A Level,20-30%,35-55,0,60,N,Fail,-22.0,,,,53.0,51.0,116.0,52.0,187.0,30.0,214.0,45.0,0.0,136.0,0.0,118.0,1.0,173.0,8.0,78.0,9.0
2013J,2470694,F,Scotland,HE Qualification,50-60%,55<=,0,60,N,Withdrawn,-106.0,219.0,,,55.0,67.0,,,,,,,1.0,987.0,4.0,543.0,0.0,497.0,48.0,90.0,6.0
2013J,2479954,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,-46.0,,19.0,77.0,58.0,83.0,117.0,82.0,177.0,78.0,215.0,78.0,0.0,23.0,0.0,73.0,0.0,190.0,5.0,29.0,3.0
2013J,2481901,M,Wales,Lower Than A Level,80-90%,35-55,0,60,N,Pass,-195.0,,17.0,82.0,53.0,72.0,116.0,83.0,164.0,70.0,214.0,72.0,2.0,829.0,0.0,463.0,0.0,608.0,5.0,41.0,1.0
2013J,2482700,M,South Region,Lower Than A Level,90-100%,0-35,0,120,N,Pass,-59.0,,17.0,63.0,57.0,50.0,117.0,52.0,165.0,48.0,214.0,65.0,5.0,523.0,0.0,311.0,2.0,724.0,10.0,40.0,1.0
2013J,2486127,F,East Anglian Region,HE Qualification,90-100%,0-35,0,120,N,Pass,-144.0,,18.0,70.0,52.0,67.0,106.0,76.0,163.0,77.0,219.0,78.0,0.0,577.0,0.0,548.0,0.0,461.0,17.0,86.0,1.0
2013J,2498700,F,North Western Region,Lower Than A Level,40-50%,0-35,0,240,N,Pass,-43.0,,22.0,74.0,54.0,76.0,117.0,77.0,173.0,78.0,219.0,81.0,14.0,507.0,0.0,505.0,0.0,1506.0,53.0,228.0,51.0
2013J,2516503,M,South East Region,HE Qualification,40-50%,35-55,0,60,N,Pass,-65.0,,18.0,82.0,54.0,75.0,117.0,82.0,165.0,78.0,215.0,80.0,7.0,1022.0,0.0,906.0,0.0,941.0,13.0,110.0,71.0
2013J,2518069,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,-105.0,,17.0,74.0,52.0,75.0,118.0,80.0,165.0,79.0,203.0,75.0,5.0,607.0,0.0,300.0,0.0,632.0,12.0,53.0,8.0
2013J,2521459,F,London Region,Lower Than A Level,10-20,0-35,0,60,N,Pass,-158.0,,19.0,63.0,62.0,50.0,117.0,54.0,180.0,67.0,215.0,70.0,4.0,457.0,0.0,236.0,0.0,248.0,12.0,83.0,38.0
2013J,2523736,M,North Western Region,A Level or Equivalent,20-30%,55<=,0,120,N,Pass,-46.0,,26.0,58.0,63.0,64.0,127.0,62.0,177.0,63.0,,,0.0,52.0,0.0,174.0,1.0,210.0,9.0,24.0,0.0
2013J,2529279,F,North Western Region,HE Qualification,60-70%,35-55,0,60,N,Pass,-67.0,,15.0,71.0,49.0,80.0,116.0,75.0,169.0,85.0,212.0,79.0,0.0,273.0,0.0,288.0,0.0,469.0,15.0,86.0,58.0
2013J,2532302,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,-65.0,,18.0,69.0,47.0,72.0,78.0,64.0,163.0,71.0,212.0,40.0,0.0,147.0,0.0,219.0,0.0,723.0,21.0,86.0,20.0
2013J,2536991,M,South Region,HE Qualification,90-100%,55<=,0,60,N,Distinction,-87.0,,19.0,72.0,54.0,72.0,120.0,80.0,170.0,82.0,215.0,98.0,2.0,273.0,0.0,264.0,0.0,363.0,9.0,105.0,64.0
